channel,product_type,risk_score_decile,cohort,loan_cnt,bad_cnt,bad_rate,amount_mean,amount_sum,score_mean
web,short_term,1,2024-02,3,0,0.0,2049.0,6147.0,543.3333333333334
web,short_term,1,2024-03,1,0,0.0,2591.0,2591.0,558.0
web,short_term,1,2024-04,3,0,0.0,2973.6666666666665,8921.0,527.0
web,short_term,1,2024-05,1,1,1.0,4364.0,4364.0,559.0
web,short_term,1,2024-06,2,0,0.0,2489.5,4979.0,551.5
web,short_term,1,2024-07,1,0,0.0,759.0,759.0,524.0
web,short_term,1,2024-08,3,0,0.0,2023.6666666666667,6071.0,549.0
web,short_term,1,2024-09,2,0,0.0,2682.0,5364.0,550.0
web,short_term,1,2024-10,1,0,0.0,2450.0,2450.0,550.0
web,short_term,1,2024-11,2,1,0.5,1979.5,3959.0,528.5
web,short_term,1,2024-12,2,1,0.5,2204.0,4408.0,556.0
web,short_term,1,2025-01,3,0,0.0,3619.0,10857.0,530.3333333333334
web,short_term,1,2025-02,2,1,0.5,2378.5,4757.0,542.5
web,short_term,1,2025-03,4,0,0.0,3870.25,15481.0,548.75
web,short_term,1,2025-06,1,0,0.0,1377.0,1377.0,555.0
web,short_term,1,2025-07,4,0,0.0,1901.75,7607.0,546.25
web,short_term,1,2025-08,1,0,0.0,4145.0,4145.0,551.0
web,short_term,2,2024-01,1,0,0.0,4976.0,4976.0,562.0
web,short_term,2,2024-02,2,0,0.0,3015.0,6030.0,574.0
web,short_term,2,2024-04,1,0,0.0,1552.0,1552.0,570.0
web,short_term,2,2024-05,1,0,0.0,1665.0,1665.0,565.0
web,short_term,2,2024-06,3,0,0.0,2181.6666666666665,6545.0,565.6666666666666
web,short_term,2,2024-07,3,0,0.0,2477.6666666666665,7433.0,571.3333333333334
web,short_term,2,2024-08,1,0,0.0,2454.0,2454.0,564.0
web,short_term,2,2024-09,2,0,0.0,2378.0,4756.0,573.0
web,short_term,2,2024-10,1,0,0.0,4564.0,4564.0,576.0
web,short_term,2,2024-11,2,0,0.0,3306.0,6612.0,571.0
web,short_term,2,2024-12,1,0,0.0,3943.0,3943.0,568.0
web,short_term,2,2025-01,3,0,0.0,2577.6666666666665,7733.0,569.6666666666666
web,short_term,2,2025-02,1,0,0.0,614.0,614.0,575.0
web,short_term,2,2025-05,1,1,1.0,3664.0,3664.0,572.0
web,short_term,2,2025-06,1,0,0.0,4976.0,4976.0,569.0
web,short_term,2,2025-07,1,0,0.0,3088.0,3088.0,566.0
web,short_term,2,2025-08,2,0,0.0,1439.5,2879.0,569.0
web,short_term,2,2025-09,1,0,0.0,1053.0,1053.0,562.0
web,short_term,3,2024-02,1,0,0.0,1407.0,1407.0,584.0
web,short_term,3,2024-03,2,0,0.0,995.0,1990.0,585.5
web,short_term,3,2024-04,3,0,0.0,3457.0,10371.0,580.3333333333334
web,short_term,3,2024-05,1,0,0.0,4192.0,4192.0,580.0
web,short_term,3,2024-06,3,0,0.0,2815.0,8445.0,584.6666666666666
web,short_term,3,2024-07,1,0,0.0,1271.0,1271.0,584.0
web,short_term,3,2024-08,2,0,0.0,1771.5,3543.0,581.0
web,short_term,3,2024-09,1,0,0.0,2051.0,2051.0,585.0
web,short_term,3,2024-10,2,0,0.0,2898.0,5796.0,585.0
web,short_term,3,2024-11,1,0,0.0,2927.0,2927.0,587.0
web,short_term,3,2024-12,2,0,0.0,1898.5,3797.0,582.5
web,short_term,3,2025-01,1,0,0.0,3748.0,3748.0,586.0
web,short_term,3,2025-02,2,0,0.0,2389.5,4779.0,583.5
web,short_term,3,2025-03,1,0,0.0,2631.0,2631.0,579.0
web,short_term,3,2025-04,3,0,0.0,2140.0,6420.0,583.3333333333334
web,short_term,3,2025-07,1,0,0.0,662.0,662.0,583.0
web,short_term,3,2025-08,1,0,0.0,3422.0,3422.0,587.0
web,short_term,4,2024-02,2,0,0.0,3455.0,6910.0,594.5
web,short_term,4,2024-03,1,0,0.0,1828.0,1828.0,597.0
web,short_term,4,2024-04,2,0,0.0,3024.5,6049.0,595.0
web,short_term,4,2024-05,3,0,0.0,4690.0,14070.0,592.6666666666666
web,short_term,4,2024-06,4,0,0.0,2870.5,11482.0,593.25
web,short_term,4,2024-07,1,0,0.0,3179.0,3179.0,596.0
web,short_term,4,2024-09,1,0,0.0,2719.0,2719.0,590.0
web,short_term,4,2024-10,1,0,0.0,1070.0,1070.0,594.0
web,short_term,4,2024-12,5,0,0.0,3456.8,17284.0,593.0
web,short_term,4,2025-02,3,0,0.0,2261.0,6783.0,594.3333333333334
web,short_term,4,2025-03,1,1,1.0,4845.0,4845.0,593.0
web,short_term,4,2025-04,2,0,0.0,4375.5,8751.0,591.0
web,short_term,4,2025-05,1,0,0.0,912.0,912.0,591.0
web,short_term,4,2025-06,1,0,0.0,1116.0,1116.0,597.0
web,short_term,4,2025-07,1,0,0.0,1592.0,1592.0,592.0
web,short_term,4,2025-09,1,0,0.0,702.0,702.0,596.0
web,short_term,5,2024-01,1,0,0.0,616.0,616.0,601.0
web,short_term,5,2024-02,1,0,0.0,3994.0,3994.0,600.0
web,short_term,5,2024-03,2,0,0.0,3858.5,7717.0,603.0
web,short_term,5,2024-04,1,1,1.0,3570.0,3570.0,604.0
web,short_term,5,2024-05,1,0,0.0,2397.0,2397.0,605.0
web,short_term,5,2024-06,7,0,0.0,3155.714285714286,22090.0,599.7142857142857
web,short_term,5,2024-07,1,0,0.0,1314.0,1314.0,604.0
web,short_term,5,2024-08,3,0,0.0,3527.3333333333335,10582.0,600.0
web,short_term,5,2024-10,1,0,0.0,991.0,991.0,604.0
web,short_term,5,2024-11,1,0,0.0,3342.0,3342.0,601.0
web,short_term,5,2024-12,7,0,0.0,2821.5714285714284,19751.0,601.4285714285714
web,short_term,5,2025-01,1,0,0.0,3960.0,3960.0,600.0
web,short_term,5,2025-02,3,0,0.0,2826.3333333333335,8479.0,601.6666666666666
web,short_term,5,2025-03,1,0,0.0,1471.0,1471.0,602.0
web,short_term,5,2025-04,1,0,0.0,1405.0,1405.0,600.0
web,short_term,5,2025-05,1,0,0.0,2480.0,2480.0,605.0
web,short_term,5,2025-06,3,0,0.0,1644.3333333333333,4933.0,601.0
web,short_term,5,2025-07,1,0,0.0,2101.0,2101.0,602.0
web,short_term,5,2025-08,1,0,0.0,4286.0,4286.0,605.0
web,short_term,5,2025-09,2,0,0.0,1791.0,3582.0,603.0
web,short_term,6,2024-02,1,0,0.0,2402.0,2402.0,613.0
web,short_term,6,2024-03,1,0,0.0,3781.0,3781.0,610.0
web,short_term,6,2024-04,2,0,0.0,1181.5,2363.0,609.0
web,short_term,6,2024-05,1,0,0.0,1968.0,1968.0,608.0
web,short_term,6,2024-06,2,0,0.0,2846.5,5693.0,609.5
web,short_term,6,2024-07,2,0,0.0,2926.5,5853.0,609.0
web,short_term,6,2024-08,1,0,0.0,4266.0,4266.0,609.0
web,short_term,6,2024-10,2,0,0.0,3534.5,7069.0,609.0
web,short_term,6,2024-11,2,0,0.0,2751.5,5503.0,610.0
web,short_term,6,2025-01,1,0,0.0,1216.0,1216.0,607.0
web,short_term,6,2025-05,3,0,0.0,3629.0,10887.0,609.3333333333334
web,short_term,6,2025-06,3,0,0.0,2296.3333333333335,6889.0,607.6666666666666
web,short_term,6,2025-07,1,0,0.0,4953.0,4953.0,612.0
web,short_term,6,2025-08,1,0,0.0,1277.0,1277.0,613.0
web,short_term,7,2024-02,1,0,0.0,2751.0,2751.0,614.0
web,short_term,7,2024-03,1,0,0.0,1425.0,1425.0,621.0
web,short_term,7,2024-04,1,0,0.0,3425.0,3425.0,619.0
web,short_term,7,2024-05,2,0,0.0,3809.0,7618.0,616.5
web,short_term,7,2024-06,2,0,0.0,2750.5,5501.0,617.0
web,short_term,7,2024-08,2,0,0.0,2824.0,5648.0,617.0
web,short_term,7,2024-09,1,0,0.0,2607.0,2607.0,619.0
web,short_term,7,2024-10,3,0,0.0,2051.0,6153.0,618.0
web,short_term,7,2024-11,2,0,0.0,3501.5,7003.0,617.0
web,short_term,7,2024-12,2,0,0.0,3805.5,7611.0,619.0
web,short_term,7,2025-02,2,0,0.0,3922.0,7844.0,618.5
web,short_term,7,2025-05,2,0,0.0,3400.5,6801.0,617.0
web,short_term,7,2025-06,2,0,0.0,3745.0,7490.0,617.0
web,short_term,7,2025-07,3,0,0.0,2918.0,8754.0,618.3333333333334
web,short_term,7,2025-08,1,0,0.0,4487.0,4487.0,621.0
web,short_term,7,2025-09,1,0,0.0,3478.0,3478.0,620.0
web,short_term,8,2024-02,1,0,0.0,4778.0,4778.0,628.0
web,short_term,8,2024-03,3,0,0.0,2547.6666666666665,7643.0,626.6666666666666
web,short_term,8,2024-04,1,0,0.0,1859.0,1859.0,626.0
web,short_term,8,2024-05,3,0,0.0,2181.6666666666665,6545.0,622.0
web,short_term,8,2024-06,1,0,0.0,1354.0,1354.0,626.0
web,short_term,8,2024-07,3,0,0.0,4402.0,13206.0,623.3333333333334
web,short_term,8,2024-08,4,0,0.0,2094.5,8378.0,625.25
web,short_term,8,2024-09,1,0,0.0,3885.0,3885.0,622.0
web,short_term,8,2024-10,2,0,0.0,3391.5,6783.0,625.5
web,short_term,8,2024-11,2,0,0.0,4183.5,8367.0,628.0
web,short_term,8,2025-01,4,0,0.0,1953.0,7812.0,626.75
web,short_term,8,2025-02,2,0,0.0,2937.5,5875.0,628.5
web,short_term,8,2025-03,1,0,0.0,4560.0,4560.0,630.0
web,short_term,8,2025-04,2,0,0.0,2858.0,5716.0,626.5
web,short_term,8,2025-05,1,0,0.0,2684.0,2684.0,630.0
web,short_term,8,2025-06,2,0,0.0,1787.0,3574.0,627.0
web,short_term,8,2025-08,1,0,0.0,1807.0,1807.0,624.0
web,short_term,8,2025-09,1,0,0.0,2587.0,2587.0,628.0
web,short_term,9,2024-02,2,0,0.0,2293.0,4586.0,636.5
web,short_term,9,2024-03,1,0,0.0,3862.0,3862.0,644.0
web,short_term,9,2024-04,1,0,0.0,4537.0,4537.0,633.0
web,short_term,9,2024-06,1,0,0.0,3344.0,3344.0,637.0
web,short_term,9,2024-07,1,0,0.0,870.0,870.0,645.0
web,short_term,9,2024-08,2,0,0.0,2360.5,4721.0,642.0
web,short_term,9,2024-09,1,0,0.0,2279.0,2279.0,635.0
web,short_term,9,2024-10,3,0,0.0,2660.6666666666665,7982.0,633.3333333333334
web,short_term,9,2024-11,1,0,0.0,3212.0,3212.0,634.0
web,short_term,9,2024-12,3,0,0.0,2690.0,8070.0,640.6666666666666
web,short_term,9,2025-01,2,0,0.0,3233.5,6467.0,635.5
web,short_term,9,2025-03,1,0,0.0,3844.0,3844.0,637.0
web,short_term,9,2025-04,1,0,0.0,793.0,793.0,638.0
web,short_term,9,2025-05,2,0,0.0,2083.5,4167.0,634.0
web,short_term,9,2025-06,2,0,0.0,3179.0,6358.0,641.0
web,short_term,9,2025-07,2,0,0.0,1235.5,2471.0,637.0
web,short_term,9,2025-08,1,0,0.0,3078.0,3078.0,640.0
web,short_term,10,2024-01,1,0,0.0,2726.0,2726.0,649.0
web,short_term,10,2024-04,2,0,0.0,3627.5,7255.0,649.5
web,short_term,10,2024-05,3,0,0.0,1990.0,5970.0,650.0
web,short_term,10,2024-08,1,0,0.0,4699.0,4699.0,656.0
web,short_term,10,2024-09,3,0,0.0,3906.0,11718.0,670.0
web,short_term,10,2024-10,2,0,0.0,1512.0,3024.0,653.0
web,short_term,10,2024-11,3,0,0.0,3483.0,10449.0,661.0
web,short_term,10,2024-12,2,0,0.0,2184.5,4369.0,667.5
web,short_term,10,2025-01,3,0,0.0,3749.3333333333335,11248.0,649.6666666666666
web,short_term,10,2025-02,3,0,0.0,3244.6666666666665,9734.0,657.6666666666666
web,short_term,10,2025-03,2,0,0.0,2981.0,5962.0,658.0
web,short_term,10,2025-05,4,0,0.0,2811.0,11244.0,666.0
web,short_term,10,2025-06,2,0,0.0,2808.5,5617.0,650.5
web,short_term,10,2025-07,3,0,0.0,3088.3333333333335,9265.0,658.0
web,short_term,10,2025-08,1,0,0.0,4027.0,4027.0,669.0
web,short_term,10,2025-09,1,0,0.0,4931.0,4931.0,652.0
