loan_id,app_id,user_id,disburse_dt,principal,term_days,apr,first_due_dt
1669,3901,1260,2024-12-01 02:04:09,735,120,0.211,2025-01-07 02:04:09
1670,3906,66,2024-06-21 09:04:44,4245,14,0.301,2024-07-01 09:04:44
1671,3908,1703,2025-09-27 21:14:45,1448,60,0.275,2025-10-19 21:14:45
1672,3913,3664,2024-08-19 03:43:34,1884,14,0.217,2024-08-29 03:43:34
1673,3914,2417,2024-11-17 10:03:30,4602,21,0.214,2024-11-29 10:03:30
1674,3915,743,2025-10-31 03:08:29,4763,120,0.278,2025-12-07 03:08:29
1675,3917,1722,2025-05-12 11:07:35,2480,120,0.221,2025-06-18 11:07:35
1676,3918,2690,2025-01-28 00:16:42,3960,21,0.245,2025-02-09 00:16:42
1677,3919,4648,2025-10-31 20:18:35,4702,180,0.213,2025-12-22 20:18:35
1678,3923,1560,2025-02-23 14:18:25,2102,30,0.194,2025-03-09 14:18:25
1679,3927,3152,2025-06-18 11:02:57,1854,21,0.233,2025-06-30 11:02:57
1680,3929,4148,2024-07-06 19:09:56,586,21,0.21,2024-07-18 19:09:56
1681,3934,1259,2024-10-14 08:58:04,3427,120,0.192,2024-11-20 08:58:04
1682,3935,410,2024-03-27 15:02:53,2442,90,0.326,2024-04-25 15:02:53
1683,3936,1627,2024-02-12 07:10:20,3592,180,0.206,2024-04-04 07:10:20
1684,3941,1069,2025-11-22 05:57:04,3045,14,0.262,2025-12-02 05:57:04
1685,3944,49,2024-01-27 13:51:19,3177,120,0.202,2024-03-04 13:51:19
1686,3950,338,2024-01-24 01:22:57,3706,60,0.281,2024-02-15 01:22:57
1687,3953,2251,2025-12-23 11:37:54,1050,21,0.182,2026-01-04 11:37:54
1688,3954,413,2025-10-23 10:26:07,703,14,0.133,2025-11-02 10:26:07
1689,3960,965,2024-09-15 21:34:33,3950,120,0.248,2024-10-22 21:34:33
1690,3963,790,2025-07-25 01:19:58,1973,7,0.261,2025-08-02 01:19:58
1691,3964,4728,2024-03-15 07:36:49,1317,120,0.265,2024-04-21 07:36:49
1692,3965,1803,2025-04-29 19:02:50,3796,7,0.223,2025-05-07 19:02:50
1693,3967,3523,2024-07-18 22:06:16,2561,120,0.229,2024-08-24 22:06:16
1694,3971,409,2024-11-13 13:47:12,3406,21,0.211,2024-11-25 13:47:12
1695,3973,2235,2024-08-09 19:06:44,3315,7,0.298,2024-08-17 19:06:44
1696,3975,2025,2025-12-08 09:26:52,2124,60,0.324,2025-12-30 09:26:52
1697,3977,1265,2024-08-22 09:58:59,3428,120,0.314,2024-09-28 09:58:59
1698,3980,2549,2024-04-09 07:26:27,837,14,0.191,2024-04-19 07:26:27
1699,3981,1584,2025-09-12 20:30:28,3034,7,0.176,2025-09-20 20:30:28
1700,3982,1201,2024-06-28 04:36:48,3150,14,0.197,2024-07-08 04:36:48
1701,3984,1749,2025-02-27 13:38:43,4353,180,0.284,2025-04-20 13:38:43
1702,3995,2558,2024-07-30 15:29:52,3920,120,0.153,2024-09-05 15:29:52
1703,3997,3361,2024-07-09 14:27:39,2593,30,0.24,2024-07-23 14:27:39
1704,3998,529,2024-12-14 12:48:00,2216,21,0.189,2024-12-26 12:48:00
1705,4003,4027,2024-04-17 08:42:58,2174,14,0.196,2024-04-27 08:42:58
1706,4004,1547,2025-06-26 00:10:59,1797,60,0.156,2025-07-18 00:10:59
1707,4007,1343,2025-08-05 01:25:32,2817,21,0.289,2025-08-17 01:25:32
1708,4009,3736,2025-11-05 23:06:10,1426,21,0.292,2025-11-17 23:06:10
1709,4011,1335,2024-05-26 15:00:50,705,120,0.252,2024-07-02 15:00:50
1710,4013,4783,2025-02-15 08:56:13,2737,60,0.186,2025-03-09 08:56:13
1711,4017,2495,2025-12-07 15:07:57,2397,90,0.237,2026-01-05 15:07:57
1712,4021,1913,2025-09-18 09:35:00,2920,90,0.19,2025-10-17 09:35:00
1713,4022,2505,2024-12-10 14:47:50,4922,120,0.268,2025-01-16 14:47:50
1714,4025,1102,2025-01-06 19:23:31,1950,30,0.194,2025-01-20 19:23:31
1715,4027,3210,2024-10-09 19:47:10,4564,7,0.319,2024-10-17 19:47:10
1716,4028,4162,2024-06-19 06:41:08,4885,120,0.143,2024-07-26 06:41:08
1717,4029,1760,2025-01-25 15:56:19,2899,7,0.217,2025-02-02 15:56:19
1718,4033,2790,2024-05-21 01:12:23,2493,14,0.231,2024-05-31 01:12:23
1719,4034,1773,2025-12-22 19:00:18,2548,30,0.28,2026-01-05 19:00:18
1720,4035,3878,2025-06-19 14:31:24,3773,21,0.163,2025-07-01 14:31:24
1721,4036,3258,2024-03-06 00:07:23,2487,30,0.242,2024-03-20 00:07:23
1722,4039,4922,2024-02-19 08:20:37,2602,180,0.239,2024-04-11 08:20:37
1723,4043,352,2025-06-19 07:17:33,3025,14,0.221,2025-06-29 07:17:33
1724,4044,2903,2024-08-12 00:36:58,4474,90,0.296,2024-09-10 00:36:58
1725,4046,2957,2024-12-10 11:56:22,2054,180,0.249,2025-01-31 11:56:22
1726,4049,1364,2024-07-17 22:01:13,4906,120,0.315,2024-08-23 22:01:13
1727,4050,4435,2024-06-20 08:43:08,2716,120,0.211,2024-07-27 08:43:08
1728,4051,1268,2025-08-27 17:50:19,1137,30,0.322,2025-09-10 17:50:19
1729,4053,4952,2024-02-18 17:02:31,1524,21,0.256,2024-03-01 17:02:31
1730,4054,679,2025-04-13 17:39:19,848,120,0.313,2025-05-20 17:39:19
1731,4055,480,2024-08-19 08:30:06,1498,60,0.199,2024-09-10 08:30:06
1732,4064,1638,2025-11-01 19:43:27,1553,30,0.275,2025-11-15 19:43:27
1733,4069,1819,2025-06-27 08:01:55,640,30,0.212,2025-07-11 08:01:55
1734,4072,1804,2025-06-10 19:35:06,886,21,0.236,2025-06-22 19:35:06
1735,4074,4941,2024-11-02 15:59:31,3817,30,0.159,2024-11-16 15:59:31
1736,4076,3924,2025-02-09 20:04:14,614,21,0.279,2025-02-21 20:04:14
1737,4078,182,2024-06-21 13:22:12,3616,180,0.173,2024-08-12 13:22:12
1738,4081,2786,2025-05-01 21:37:55,2448,14,0.332,2025-05-11 21:37:55
1739,4082,3517,2024-12-13 20:53:36,3834,21,0.291,2024-12-25 20:53:36
1740,4083,1370,2024-06-17 14:12:38,3101,60,0.268,2024-07-09 14:12:38
1741,4084,2787,2024-01-28 01:52:53,4341,90,0.25,2024-02-26 01:52:53
1742,4085,1218,2024-02-24 00:05:57,4492,14,0.244,2024-03-05 00:05:57
1743,4088,3547,2025-06-19 14:43:33,1210,120,0.226,2025-07-26 14:43:33
1744,4091,4069,2025-07-19 00:33:10,904,14,0.234,2025-07-29 00:33:10
1745,4092,4484,2024-12-25 16:15:41,4472,21,0.196,2025-01-06 16:15:41
1746,4093,3229,2024-09-04 00:28:56,2157,60,0.26,2024-09-26 00:28:56
1747,4095,4526,2024-10-21 08:35:28,1086,30,0.227,2024-11-04 08:35:28
1748,4098,1014,2024-09-21 14:29:51,4086,90,0.259,2024-10-20 14:29:51
1749,4100,1537,2025-02-25 13:58:59,888,60,0.266,2025-03-19 13:58:59
1750,4102,1471,2025-06-14 11:51:43,4226,30,0.243,2025-06-28 11:51:43
1751,4105,57,2024-09-28 01:30:08,2366,60,0.172,2024-10-20 01:30:08
1752,4107,3578,2025-11-30 20:18:06,851,120,0.277,2026-01-06 20:18:06
1753,4108,884,2025-08-15 21:05:11,2510,180,0.296,2025-10-06 21:05:11
1754,4110,3374,2025-08-03 13:29:23,3979,7,0.318,2025-08-11 13:29:23
1755,4116,668,2024-05-25 04:42:53,4011,120,0.144,2024-07-01 04:42:53
1756,4117,2567,2024-07-16 10:49:34,2856,7,0.295,2024-07-24 10:49:34
1757,4121,1642,2025-07-10 18:26:26,1821,7,0.207,2025-07-18 18:26:26
1758,4123,4170,2024-05-08 09:15:36,3301,90,0.23,2024-06-06 09:15:36
1759,4125,953,2025-10-25 06:02:08,4109,180,0.281,2025-12-16 06:02:08
1760,4127,3049,2025-02-07 16:03:05,543,30,0.174,2025-02-21 16:03:05
1761,4132,2091,2025-10-26 00:56:41,3700,21,0.198,2025-11-07 00:56:41
1762,4134,2277,2024-12-27 04:48:14,3383,180,0.275,2025-02-17 04:48:14
1763,4136,1466,2025-07-24 20:00:41,1137,21,0.239,2025-08-05 20:00:41
1764,4138,4822,2024-04-27 19:52:23,3297,30,0.262,2024-05-11 19:52:23
1765,4140,2419,2024-02-09 12:56:00,993,21,0.274,2024-02-21 12:56:00
1766,4141,4953,2024-10-15 06:54:34,3530,21,0.233,2024-10-27 06:54:34
1767,4142,1733,2025-03-06 13:27:22,2906,120,0.203,2025-04-12 13:27:22
1768,4144,513,2024-02-14 03:00:54,2576,120,0.134,2024-03-22 03:00:54
1769,4145,2770,2024-04-28 07:56:18,1655,7,0.331,2024-05-06 07:56:18
1770,4146,853,2024-08-18 14:08:43,815,7,0.247,2024-08-26 14:08:43
1771,4147,1417,2024-11-14 07:15:43,1092,120,0.34,2024-12-21 07:15:43
1772,4156,4709,2025-01-14 04:11:14,4994,120,0.223,2025-02-20 04:11:14
1773,4157,4658,2025-04-28 11:58:11,4376,120,0.351,2025-06-04 11:58:11
1774,4161,763,2024-07-26 04:54:50,1843,14,0.239,2024-08-05 04:54:50
1775,4163,704,2024-05-28 15:25:28,4717,120,0.268,2024-07-04 15:25:28
1776,4165,2260,2024-05-09 11:54:48,4157,90,0.241,2024-06-07 11:54:48
1777,4169,3541,2025-09-20 04:29:28,1800,180,0.138,2025-11-11 04:29:28
1778,4171,4005,2025-05-18 14:24:56,2074,7,0.148,2025-05-26 14:24:56
1779,4173,2093,2025-11-08 09:25:27,1984,21,0.31,2025-11-20 09:25:27
1780,4176,4089,2025-07-10 19:07:44,654,14,0.168,2025-07-20 19:07:44
1781,4178,2686,2024-03-03 00:01:15,4172,60,0.243,2024-03-25 00:01:15
1782,4181,1009,2024-11-07 11:27:09,2179,30,0.254,2024-11-21 11:27:09
1783,4182,3048,2024-08-04 21:07:11,2036,14,0.262,2024-08-14 21:07:11
1784,4183,3022,2025-02-18 10:20:14,1649,90,0.328,2025-03-19 10:20:14
1785,4184,1848,2025-09-21 21:53:56,819,7,0.216,2025-09-29 21:53:56
1786,4185,3723,2025-07-18 02:19:28,2923,21,0.191,2025-07-30 02:19:28
1787,4188,1966,2024-11-12 16:23:10,2773,60,0.235,2024-12-04 16:23:10
1788,4189,3032,2024-09-16 17:22:11,2379,14,0.207,2024-09-26 17:22:11
1789,4193,4623,2025-09-21 04:48:42,2487,30,0.243,2025-10-05 04:48:42
1790,4197,681,2025-06-10 11:04:17,1221,180,0.178,2025-08-01 11:04:17
1791,4199,4703,2025-11-06 23:53:31,1701,90,0.239,2025-12-05 23:53:31
1792,4200,650,2024-11-25 02:07:14,3614,7,0.239,2024-12-03 02:07:14
1793,4203,1256,2024-03-09 04:55:31,2642,90,0.243,2024-04-07 04:55:31
1794,4207,4803,2024-02-05 15:09:31,936,7,0.211,2024-02-13 15:09:31
1795,4211,4511,2024-11-26 01:59:05,4912,21,0.243,2024-12-08 01:59:05
1796,4212,43,2025-10-30 05:55:40,4974,7,0.222,2025-11-07 05:55:40
1797,4213,682,2024-07-15 07:37:27,2546,120,0.325,2024-08-21 07:37:27
1798,4214,3857,2024-12-15 16:44:44,1281,180,0.183,2025-02-05 16:44:44
1799,4217,392,2025-09-26 04:13:27,1225,120,0.329,2025-11-02 04:13:27
1800,4220,2831,2025-07-19 06:08:37,4280,60,0.168,2025-08-10 06:08:37
1801,4221,3225,2025-11-10 12:00:48,1693,90,0.204,2025-12-09 12:00:48
1802,4222,2612,2025-05-14 20:12:21,4406,120,0.296,2025-06-20 20:12:21
1803,4223,1803,2024-11-11 05:22:58,3366,30,0.191,2024-11-25 05:22:58
1804,4225,4086,2024-03-21 12:58:07,3555,30,0.251,2024-04-04 12:58:07
1805,4229,3593,2024-11-03 20:50:26,2792,60,0.265,2024-11-25 20:50:26
1806,4231,1945,2024-09-12 09:50:46,2736,21,0.255,2024-09-24 09:50:46
1807,4233,2282,2025-11-26 17:12:02,832,180,0.273,2026-01-17 17:12:02
1808,4235,3069,2024-08-20 03:25:49,3387,21,0.269,2024-09-01 03:25:49
1809,4238,1792,2024-02-11 15:47:07,3164,21,0.239,2024-02-23 15:47:07
1810,4240,2186,2024-12-11 16:01:57,1363,21,0.257,2024-12-23 16:01:57
1811,4241,1373,2025-11-30 03:10:13,1340,90,0.238,2025-12-29 03:10:13
1812,4243,3944,2024-06-25 14:45:05,2257,90,0.166,2024-07-24 14:45:05
1813,4246,1370,2025-05-25 10:31:42,2998,30,0.29,2025-06-08 10:31:42
1814,4247,3586,2025-09-19 09:35:33,3569,7,0.187,2025-09-27 09:35:33
1815,4248,3971,2024-03-13 03:51:21,3638,60,0.233,2024-04-04 03:51:21
1816,4250,428,2025-11-27 11:03:53,1009,90,0.186,2025-12-26 11:03:53
1817,4251,3848,2025-03-02 18:55:25,2059,30,0.259,2025-03-16 18:55:25
1818,4256,4683,2024-10-02 10:28:12,4719,30,0.333,2024-10-16 10:28:12
1819,4258,3114,2024-06-22 22:25:58,1102,7,0.157,2024-06-30 22:25:58
1820,4261,4694,2024-03-18 12:42:34,1791,90,0.283,2024-04-16 12:42:34
1821,4262,3233,2025-12-21 21:46:24,3378,21,0.221,2026-01-02 21:46:24
1822,4264,4722,2024-06-07 08:45:54,1126,21,0.297,2024-06-19 08:45:54
1823,4266,274,2024-05-02 13:26:56,761,180,0.311,2024-06-23 13:26:56
1824,4269,764,2025-06-26 17:38:29,4713,120,0.253,2025-08-02 17:38:29
1825,4271,148,2025-08-22 16:27:33,3319,14,0.143,2025-09-01 16:27:33
1826,4279,4103,2024-02-18 01:03:10,1662,60,0.287,2024-03-11 01:03:10
1827,4281,725,2024-10-24 12:45:42,3213,21,0.165,2024-11-05 12:45:42
1828,4283,954,2025-10-06 05:03:55,2419,30,0.217,2025-10-20 05:03:55
1829,4284,3265,2025-04-25 09:25:54,4790,14,0.267,2025-05-05 09:25:54
1830,4289,3986,2025-11-14 23:23:06,1191,30,0.265,2025-11-28 23:23:06
1831,4295,2287,2025-09-07 03:17:58,2774,180,0.158,2025-10-29 03:17:58
1832,4296,4223,2024-12-02 10:23:42,2263,21,0.22,2024-12-14 10:23:42
1833,4297,2567,2024-12-07 16:35:39,4536,14,0.233,2024-12-17 16:35:39
1834,4299,2706,2025-11-23 21:31:20,4194,90,0.285,2025-12-22 21:31:20
1835,4301,1342,2025-04-18 00:13:43,2839,30,0.243,2025-05-02 00:13:43
1836,4302,2542,2024-04-15 16:43:55,1859,21,0.196,2024-04-27 16:43:55
1837,4303,2643,2024-04-01 14:54:50,4166,21,0.225,2024-04-13 14:54:50
1838,4305,3534,2025-02-07 02:06:50,2447,30,0.318,2025-02-21 02:06:50
1839,4306,1951,2025-06-11 09:26:08,1116,7,0.166,2025-06-19 09:26:08
1840,4308,193,2025-08-01 14:43:09,2037,14,0.219,2025-08-11 14:43:09
1841,4312,3990,2024-09-25 05:40:18,1916,60,0.217,2024-10-17 05:40:18
1842,4313,2312,2025-08-06 07:47:01,3738,21,0.168,2025-08-18 07:47:01
1843,4318,3301,2024-02-10 12:15:47,4385,90,0.242,2024-03-10 12:15:47
1844,4319,1033,2025-01-27 05:19:58,1338,30,0.292,2025-02-10 05:19:58
1845,4322,33,2024-12-24 23:17:35,2798,90,0.241,2025-01-22 23:17:35
1846,4323,3560,2025-02-15 22:58:12,1159,14,0.144,2025-02-25 22:58:12
1847,4324,4650,2025-06-27 09:53:05,2138,60,0.204,2025-07-19 09:53:05
1848,4325,2758,2024-08-18 13:34:53,1221,120,0.306,2024-09-24 13:34:53
1849,4326,1879,2025-11-15 05:25:20,3121,21,0.308,2025-11-27 05:25:20
1850,4327,908,2025-11-15 23:07:33,4605,120,0.254,2025-12-22 23:07:33
1851,4328,1950,2025-03-09 12:51:01,1883,21,0.26,2025-03-21 12:51:01
1852,4332,4712,2025-08-16 18:53:16,2898,14,0.22,2025-08-26 18:53:16
1853,4333,4587,2024-07-28 06:58:12,3140,21,0.279,2024-08-09 06:58:12
1854,4338,909,2025-08-26 22:41:47,3823,7,0.275,2025-09-03 22:41:47
1855,4339,1605,2024-06-29 03:52:37,2834,120,0.224,2024-08-05 03:52:37
1856,4341,116,2024-05-16 22:30:25,1240,14,0.34,2024-05-26 22:30:25
1857,4344,4468,2025-04-04 01:33:45,1457,21,0.219,2025-04-16 01:33:45
1858,4345,3656,2025-04-04 09:14:59,3701,120,0.218,2025-05-11 09:14:59
1859,4346,2709,2024-06-02 16:48:04,4924,90,0.236,2024-07-01 16:48:04
1860,4352,2107,2024-11-09 11:29:49,3404,14,0.193,2024-11-19 11:29:49
1861,4353,1447,2025-07-12 15:56:14,1009,21,0.165,2025-07-24 15:56:14
1862,4354,345,2025-02-26 14:18:04,2054,90,0.195,2025-03-27 14:18:04
1863,4358,577,2025-02-14 19:42:42,4198,60,0.199,2025-03-08 19:42:42
1864,4359,3607,2024-06-19 19:18:31,3143,7,0.194,2024-06-27 19:18:31
1865,4363,969,2024-02-04 13:59:30,3511,7,0.229,2024-02-12 13:59:30
1866,4370,2010,2024-07-07 21:17:22,1376,7,0.242,2024-07-15 21:17:22
1867,4371,3349,2024-06-13 07:32:12,1825,120,0.208,2024-07-20 07:32:12
1868,4375,3391,2025-10-19 11:27:15,2255,30,0.272,2025-11-02 11:27:15
1869,4377,3869,2025-06-12 23:35:50,2421,30,0.226,2025-06-26 23:35:50
1870,4379,2742,2025-09-05 14:49:08,4609,60,0.31,2025-09-27 14:49:08
1871,4380,3282,2025-02-05 00:49:07,664,60,0.296,2025-02-27 00:49:07
1872,4386,2202,2024-04-10 02:36:50,669,60,0.193,2024-05-02 02:36:50
1873,4387,4313,2025-09-21 00:53:45,3426,30,0.258,2025-10-05 00:53:45
1874,4388,3205,2024-11-15 03:47:01,1722,60,0.186,2024-12-07 03:47:01
1875,4389,4477,2024-12-13 08:17:14,1248,7,0.274,2024-12-21 08:17:14
1876,4391,464,2024-02-26 05:47:37,508,21,0.225,2024-03-09 05:47:37
1877,4393,2947,2024-04-29 20:57:32,3551,60,0.202,2024-05-21 20:57:32
1878,4394,1000,2025-11-12 17:44:01,1139,21,0.201,2025-11-24 17:44:01
1879,4396,2204,2024-11-06 16:03:58,2280,21,0.233,2024-11-18 16:03:58
1880,4399,59,2025-05-31 15:02:15,2642,21,0.301,2025-06-12 15:02:15
1881,4400,1079,2024-10-09 14:37:17,861,180,0.192,2024-11-30 14:37:17
1882,4403,1771,2025-07-13 04:02:22,1213,30,0.207,2025-07-27 04:02:22
1883,4409,4851,2025-04-14 08:17:22,744,30,0.271,2025-04-28 08:17:22
1884,4410,477,2024-04-06 19:50:53,3182,7,0.215,2024-04-14 19:50:53
1885,4411,2328,2024-03-01 15:59:05,2223,90,0.26,2024-03-30 15:59:05
1886,4418,4911,2025-10-13 19:13:57,1635,30,0.225,2025-10-27 19:13:57
1887,4419,4946,2025-06-26 15:01:21,1792,14,0.163,2025-07-06 15:01:21
1888,4420,1316,2024-07-01 08:13:43,2768,120,0.304,2024-08-07 08:13:43
1889,4424,884,2024-02-24 16:39:31,3618,7,0.277,2024-03-03 16:39:31
1890,4427,2171,2024-09-15 06:26:20,808,14,0.24,2024-09-25 06:26:20
1891,4428,3001,2025-09-22 21:30:41,2697,30,0.237,2025-10-06 21:30:41
1892,4430,1718,2024-03-05 07:38:42,3125,21,0.196,2024-03-17 07:38:42
1893,4431,763,2025-08-07 16:15:37,4023,30,0.265,2025-08-21 16:15:37
1894,4434,3543,2025-10-08 19:34:16,2199,7,0.147,2025-10-16 19:34:16
1895,4435,2207,2024-03-31 00:14:43,3243,180,0.279,2024-05-22 00:14:43
1896,4438,4017,2024-04-04 20:35:23,2196,7,0.235,2024-04-12 20:35:23
1897,4442,76,2024-05-16 03:33:08,791,21,0.281,2024-05-28 03:33:08
1898,4444,711,2025-07-16 22:59:44,3365,14,0.273,2025-07-26 22:59:44
1899,4445,3735,2024-02-05 08:47:03,3186,14,0.156,2024-02-15 08:47:03
1900,4447,4774,2024-08-18 12:36:38,4245,30,0.291,2024-09-01 12:36:38
1901,4450,4644,2024-05-27 04:52:22,3951,21,0.287,2024-06-08 04:52:22
1902,4452,994,2024-04-11 13:32:46,1114,180,0.192,2024-06-02 13:32:46
1903,4458,3970,2024-08-03 19:54:47,1419,120,0.192,2024-09-09 19:54:47
1904,4460,2688,2024-06-03 08:14:58,4401,180,0.178,2024-07-25 08:14:58
1905,4462,1797,2025-03-21 14:25:47,3712,60,0.26,2025-04-12 14:25:47
1906,4463,1847,2024-06-11 11:46:37,2182,120,0.226,2024-07-18 11:46:37
1907,4464,2001,2025-11-08 17:00:56,2742,180,0.185,2025-12-30 17:00:56
1908,4467,2616,2025-04-12 10:38:24,2038,60,0.186,2025-05-04 10:38:24
1909,4468,4725,2025-11-25 05:00:08,1113,60,0.261,2025-12-17 05:00:08
1910,4469,3755,2025-02-16 02:38:38,3990,14,0.267,2025-02-26 02:38:38
1911,4471,4278,2024-07-04 03:30:15,3704,90,0.204,2024-08-02 03:30:15
1912,4472,547,2024-08-24 11:54:52,1818,120,0.216,2024-09-30 11:54:52
1913,4473,2492,2024-09-01 06:24:13,1290,120,0.225,2024-10-08 06:24:13
1914,4476,3017,2024-07-16 06:29:12,3712,14,0.283,2024-07-26 06:29:12
1915,4478,4041,2024-03-19 10:58:29,4383,90,0.214,2024-04-17 10:58:29
1916,4479,1703,2024-03-20 18:20:44,2262,30,0.28,2024-04-03 18:20:44
1917,4480,4039,2024-06-29 22:02:11,1385,30,0.263,2024-07-13 22:02:11
1918,4483,4870,2025-10-27 05:15:46,2354,14,0.243,2025-11-06 05:15:46
1919,4484,3562,2024-11-09 06:36:14,1488,90,0.151,2024-12-08 06:36:14
1920,4485,4084,2025-10-14 06:29:47,3374,30,0.333,2025-10-28 06:29:47
1921,4486,3013,2025-09-28 09:01:27,2253,21,0.214,2025-10-10 09:01:27
1922,4488,4845,2024-05-05 06:47:48,2559,30,0.192,2024-05-19 06:47:48
1923,4489,4572,2025-01-07 00:05:44,2186,21,0.165,2025-01-19 00:05:44
1924,4490,1567,2025-02-21 00:47:08,1168,180,0.254,2025-04-14 00:47:08
1925,4491,4672,2025-08-21 12:56:40,1315,14,0.286,2025-08-31 12:56:40
1926,4495,60,2024-05-05 13:26:59,2250,90,0.221,2024-06-03 13:26:59
1927,4508,1806,2024-12-08 23:07:32,1761,120,0.264,2025-01-14 23:07:32
1928,4510,2006,2025-06-24 04:16:53,712,120,0.272,2025-07-31 04:16:53
1929,4512,4395,2025-11-26 13:53:07,2843,180,0.264,2026-01-17 13:53:07
1930,4513,4102,2024-04-23 01:25:50,1288,21,0.353,2024-05-05 01:25:50
1931,4514,4441,2024-09-15 03:27:49,3471,120,0.194,2024-10-22 03:27:49
1932,4521,4828,2024-11-12 18:23:43,3497,180,0.164,2025-01-03 18:23:43
1933,4539,4864,2024-01-27 12:33:24,2609,60,0.226,2024-02-18 12:33:24
1934,4541,854,2025-11-18 18:45:14,3863,90,0.211,2025-12-17 18:45:14
1935,4542,1818,2025-05-21 15:04:54,2621,120,0.309,2025-06-27 15:04:54
1936,4543,3775,2024-06-15 22:28:03,3457,120,0.236,2024-07-22 22:28:03
1937,4544,4559,2024-04-23 01:56:46,1366,120,0.2,2024-05-30 01:56:46
1938,4545,1575,2025-12-08 09:37:31,1647,7,0.166,2025-12-16 09:37:31
1939,4548,3744,2024-04-03 01:38:18,857,90,0.195,2024-05-02 01:38:18
1940,4551,316,2025-07-30 07:10:52,1645,30,0.257,2025-08-13 07:10:52
1941,4554,4789,2025-02-10 16:13:08,4080,7,0.224,2025-02-18 16:13:08
1942,4555,601,2024-05-08 07:54:58,3716,30,0.181,2024-05-22 07:54:58
1943,4556,2963,2025-10-19 11:05:43,2442,30,0.223,2025-11-02 11:05:43
1944,4557,3145,2025-12-01 13:48:58,2847,30,0.212,2025-12-15 13:48:58
1945,4558,4096,2024-07-29 20:52:32,4132,90,0.196,2024-08-27 20:52:32
1946,4561,352,2025-05-02 03:05:40,4445,14,0.183,2025-05-12 03:05:40
1947,4564,4945,2025-07-20 00:56:12,3122,180,0.28,2025-09-10 00:56:12
1948,4566,1381,2025-07-18 21:59:00,909,60,0.237,2025-08-09 21:59:00
1949,4571,855,2025-08-14 11:34:26,2329,60,0.298,2025-09-05 11:34:26
1950,4572,3531,2025-01-12 09:58:40,3290,21,0.263,2025-01-24 09:58:40
1951,4585,355,2025-09-16 15:28:00,3903,7,0.237,2025-09-24 15:28:00
1952,4586,3686,2025-07-09 23:41:18,4159,7,0.243,2025-07-17 23:41:18
1953,4587,4416,2025-04-22 14:17:47,1204,90,0.216,2025-05-21 14:17:47
1954,4588,2628,2025-02-10 03:21:50,3151,60,0.304,2025-03-04 03:21:50
1955,4592,4341,2024-11-13 01:21:26,852,21,0.278,2024-11-25 01:21:26
1956,4596,2148,2024-09-05 03:51:50,2607,30,0.251,2024-09-19 03:51:50
1957,4599,1297,2024-05-28 16:41:58,1101,30,0.287,2024-06-11 16:41:58
1958,4603,2412,2025-02-25 19:00:07,4161,180,0.2,2025-04-18 19:00:07
1959,4609,2170,2024-07-13 20:03:16,3179,21,0.245,2024-07-25 20:03:16
1960,4610,4726,2025-08-06 19:30:52,3651,14,0.196,2025-08-16 19:30:52
1961,4612,754,2024-05-10 10:35:41,3021,21,0.178,2024-05-22 10:35:41
1962,4615,328,2024-05-03 20:50:17,949,90,0.255,2024-06-01 20:50:17
1963,4616,4648,2024-11-20 10:19:36,1941,14,0.334,2024-11-30 10:19:36
1964,4617,3218,2025-07-27 05:34:08,1491,120,0.185,2025-09-02 05:34:08
1965,4621,1950,2025-10-18 21:16:31,1523,180,0.206,2025-12-09 21:16:31
1966,4622,732,2024-08-22 14:28:48,3342,120,0.178,2024-09-28 14:28:48
1967,4625,3793,2024-02-14 21:27:03,3526,30,0.251,2024-02-28 21:27:03
1968,4626,4310,2025-07-31 14:19:43,3394,30,0.126,2025-08-14 14:19:43
1969,4627,2526,2024-07-31 15:09:49,4760,7,0.192,2024-08-08 15:09:49
1970,4629,4342,2025-03-09 05:06:56,3849,180,0.248,2025-04-30 05:06:56
1971,4632,4431,2024-07-10 03:08:34,1419,14,0.185,2024-07-20 03:08:34
1972,4634,4903,2024-03-20 13:07:30,1435,180,0.248,2024-05-11 13:07:30
1973,4638,187,2024-04-07 18:43:47,2875,180,0.162,2024-05-29 18:43:47
1974,4639,3449,2024-02-21 19:51:57,3798,60,0.151,2024-03-14 19:51:57
1975,4640,1200,2024-07-01 19:51:43,3291,21,0.166,2024-07-13 19:51:43
1976,4642,2979,2025-10-11 10:51:53,942,60,0.189,2025-11-02 10:51:53
1977,4643,2005,2024-12-10 01:15:05,4228,30,0.243,2024-12-24 01:15:05
1978,4645,1986,2025-06-19 10:36:42,1225,180,0.24,2025-08-10 10:36:42
1979,4646,3471,2024-11-23 06:02:46,987,180,0.283,2025-01-14 06:02:46
1980,4647,122,2024-10-25 14:54:24,2853,30,0.158,2024-11-08 14:54:24
1981,4650,105,2025-07-28 16:01:15,3350,30,0.259,2025-08-11 16:01:15
1982,4651,2912,2025-09-15 12:57:50,3320,120,0.157,2025-10-22 12:57:50
1983,4656,398,2024-12-01 21:34:22,2807,180,0.198,2025-01-22 21:34:22
1984,4658,1184,2024-05-23 07:18:17,4234,180,0.292,2024-07-14 07:18:17
1985,4660,949,2024-08-24 07:43:38,4767,14,0.312,2024-09-03 07:43:38
1986,4662,3511,2024-04-23 21:24:06,2875,21,0.257,2024-05-05 21:24:06
1987,4663,262,2024-10-17 12:16:43,2476,14,0.234,2024-10-27 12:16:43
