channel,product_type,requested_amount,requested_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,apply_hour,apply_dayofweek,y_dpd30_ever
app,installment,529,120,2,26,0.25,0,33,0,51,M,5,college,married,1,private,6220.0,105,470,1,1,0,615.0,0,0.33,10,5,1,1,0,0.0,0,0.0,32.0,32.0,5.0,5.0,1.0,1.0,4,1,0
web,short_term,2345,21,7,15,0.17,0,36,45,35,F,3,middle,married,0,self_employed,2414.0,72,263,4,3,0,662.0,1,0.01,4,1,3,3,0,0.0,0,0.0,26.666666666666668,49.0,1.6666666666666667,2.0,1.0,0.6666666666666666,13,2,0
app,short_term,3707,7,4,13,0.21,0,84,16,36,F,3,middle,married,0,unemployed,3227.0,31,212,1,2,0,580.0,0,0.53,4,0,2,1,0,0.0,0,0.0,35.5,36.0,2.5,4.0,1.0,0.5,20,1,0
app,short_term,4305,30,5,9,0.13,1,76,33,49,F,4,college,married,5,private,5278.0,61,291,3,1,1,563.0,1,0.24,3,0,1,1,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1,3,0
app,short_term,1002,14,2,23,0.16,0,64,44,34,M,4,high,divorced,2,private,5209.0,101,481,5,2,0,739.0,0,0.09,5,0,2,2,0,0.0,0,0.0,38.0,59.0,2.0,3.0,1.0,0.5,14,4,0
web,short_term,3750,30,3,26,0.31,1,27,52,23,F,3,college,single,1,self_employed,4428.0,33,387,1,2,0,517.0,0,0.39,10,0,2,2,0,0.0,0,0.0,55.5,60.0,1.5,2.0,1.0,0.5,7,5,0
app,short_term,1718,21,5,25,0.24,0,41,39,41,M,2,college,single,6,private,3357.0,95,207,5,3,1,602.0,0,0.21,5,1,3,3,0,0.0,1,0.3333333333333333,16.666666666666668,49.0,1.0,1.0,0.3333333333333333,0.6666666666666666,10,6,0
app,installment,4307,60,5,20,0.23,1,50,56,42,F,3,high,single,2,private,3471.0,94,117,5,1,0,652.0,2,0.17,6,2,1,1,0,0.0,0,0.0,11.0,11.0,3.0,3.0,1.0,1.0,18,5,0
app,installment,4858,120,10,15,0.15,0,85,38,47,M,3,middle,married,2,private,5508.0,87,270,1,3,0,691.0,1,0.32,1,0,3,3,0,0.0,0,0.0,44.0,48.0,2.0,3.0,1.0,1.0,16,5,0
app,short_term,2474,30,1,21,0.43,0,65,41,20,M,3,college,married,6,state,3816.0,14,195,4,3,0,607.0,0,0.32,3,1,3,3,0,0.0,1,0.3333333333333333,23.666666666666668,33.0,2.0,3.0,0.6666666666666666,0.6666666666666666,15,2,0
app,short_term,4354,21,7,21,0.14,0,75,57,39,F,3,high,single,2,private,4844.0,113,344,2,3,0,637.0,1,0.29,5,4,3,2,0,0.0,0,0.0,46.333333333333336,60.0,2.6666666666666665,3.0,0.6666666666666666,0.3333333333333333,14,3,0
partner,short_term,3822,30,3,5,0.02,0,65,34,52,F,3,high,married,1,state,6253.0,26,415,3,3,1,641.0,0,0.35,8,5,3,3,0,0.0,0,0.0,33.333333333333336,47.0,1.3333333333333333,2.0,1.0,1.0,9,2,0
web,short_term,3121,21,2,19,0.37,0,10,24,45,F,1,high,married,2,state,2384.0,109,185,2,3,1,618.0,0,0.07,8,0,3,2,0,0.0,0,0.0,28.0,39.0,2.6666666666666665,3.0,1.0,1.0,12,6,0
partner,installment,2598,120,4,0,0.18,0,83,25,25,M,4,graduate,divorced,6,unemployed,6587.0,44,135,2,1,1,581.0,2,0.07,5,0,1,1,0,0.0,0,0.0,58.0,58.0,3.0,3.0,1.0,1.0,21,0,0
app,installment,694,60,6,0,0.3,0,63,29,22,F,2,college,single,9,private,1971.0,4,387,2,3,1,517.0,0,0.24,6,0,3,3,0,0.0,1,0.3333333333333333,47.666666666666664,87.0,1.6666666666666667,3.0,1.0,1.0,19,1,0
app,installment,4385,90,4,13,0.14,0,42,56,29,M,4,high,single,0,self_employed,5770.0,79,235,2,3,0,710.0,0,0.65,5,4,3,2,0,0.0,0,0.0,30.0,37.0,2.0,4.0,0.3333333333333333,0.6666666666666666,18,2,0
app,short_term,3228,7,2,10,0.28,0,34,30,32,M,4,college,married,3,private,2453.0,114,365,1,2,0,501.0,0,0.07,6,1,2,1,0,0.0,0,0.0,37.0,69.0,1.5,2.0,0.5,0.5,16,6,1
web,installment,3638,60,2,24,0.27,0,41,41,39,F,2,high,married,6,private,4979.0,18,110,1,2,0,539.0,0,0.27,2,0,2,2,0,0.0,0,0.0,61.5,73.0,2.0,2.0,1.0,0.5,8,6,0
web,short_term,2349,7,4,25,0.27,0,76,31,38,M,3,college,single,10,private,6384.0,74,377,1,3,1,627.0,2,0.12,2,0,3,3,1,0.3333333333333333,0,0.0,17.333333333333332,25.0,3.0,5.0,1.0,1.0,8,1,0
app,short_term,4614,21,7,18,0.45,0,62,8,19,F,3,graduate,single,5,private,4029.0,78,377,3,2,0,555.0,0,0.15,0,0,2,2,0,0.0,0,0.0,34.0,51.0,1.5,2.0,1.0,1.0,23,5,0
app,installment,2159,120,0,7,0.3,0,97,24,33,M,2,high,single,4,private,4208.0,58,360,2,1,1,717.0,0,0.75,6,1,1,1,0,0.0,0,0.0,73.0,73.0,1.0,1.0,0.0,1.0,12,2,0
app,installment,4744,60,0,9,0.19,0,66,55,38,F,4,high,married,0,private,4142.0,83,208,4,3,0,698.0,0,0.42,10,0,3,3,0,0.0,0,0.0,27.666666666666668,36.0,1.3333333333333333,2.0,1.0,1.0,1,2,0
app,short_term,3785,21,0,22,0.25,0,101,41,21,M,4,middle,single,10,self_employed,3269.0,57,328,5,2,0,466.0,0,0.26,5,0,2,2,0,0.0,1,0.5,30.0,40.0,2.0,2.0,1.0,1.0,17,1,0
app,short_term,1373,14,0,12,0.04,0,53,20,26,M,4,high,married,10,state,3478.0,26,396,3,3,1,603.0,1,0.41,1,1,3,3,0,0.0,0,0.0,41.333333333333336,62.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,10,4,0
web,short_term,4217,14,7,27,0.05,0,85,29,20,M,2,high,married,1,unemployed,3792.0,67,206,1,2,0,609.0,0,0.28,10,3,2,2,0,0.0,0,0.0,48.5,55.0,2.0,3.0,0.5,0.5,2,3,0
web,installment,3394,180,1,38,0.26,0,57,4,32,F,4,high,married,7,private,5681.0,59,73,4,3,0,597.0,0,0.17,5,0,3,2,0,0.0,0,0.0,26.0,42.0,2.3333333333333335,4.0,0.6666666666666666,0.6666666666666666,8,5,0
partner,short_term,637,7,4,22,0.09,0,65,5,53,M,3,high,married,4,private,2198.0,66,306,5,3,0,803.0,0,0.29,6,0,3,3,0,0.0,0,0.0,54.333333333333336,61.0,1.3333333333333333,2.0,1.0,0.6666666666666666,6,6,0
app,short_term,940,7,5,37,0.22,0,121,29,47,M,3,middle,single,6,self_employed,3164.0,28,136,5,1,0,663.0,0,0.38,7,0,1,1,0,0.0,0,0.0,65.0,65.0,1.0,1.0,1.0,1.0,17,3,0
app,short_term,2626,30,1,12,0.37,0,46,30,24,F,3,high,married,4,self_employed,2454.0,1,363,5,3,1,600.0,0,0.56,7,2,3,2,0,0.0,1,0.3333333333333333,47.0,71.0,2.0,3.0,1.0,1.0,10,0,0
partner,installment,735,120,3,17,0.48,0,16,66,21,M,3,graduate,single,4,self_employed,2439.0,14,201,2,1,1,567.0,1,0.15,5,3,1,1,0,0.0,0,0.0,43.0,43.0,1.0,1.0,1.0,0.0,2,4,1
web,short_term,4245,14,9,5,0.23,0,27,22,40,M,2,middle,single,7,private,3140.0,109,426,5,1,0,705.0,0,0.24,7,4,1,1,0,0.0,0,0.0,48.0,48.0,5.0,5.0,1.0,1.0,9,3,0
app,short_term,1884,14,2,11,0.2,0,46,39,49,M,3,high,married,3,private,4485.0,1,130,4,1,0,692.0,0,0.11,5,0,1,1,0,0.0,0,0.0,62.0,62.0,3.0,3.0,0.0,1.0,3,4,0
app,short_term,4797,21,5,5,0.5,0,68,12,24,M,2,college,single,2,private,3068.0,82,72,3,1,0,545.0,2,0.05,10,0,1,1,0,0.0,1,1.0,4.0,4.0,2.0,2.0,1.0,1.0,10,3,0
app,installment,2480,120,6,10,0.05,0,73,29,40,M,1,college,single,4,state,4308.0,107,423,2,2,0,504.0,0,0.32,10,2,2,1,0,0.0,0,0.0,44.0,57.0,2.0,3.0,1.0,1.0,11,0,0
web,short_term,3960,21,4,33,0.27,0,92,28,44,M,5,graduate,married,2,self_employed,4838.0,65,320,3,3,0,478.0,0,0.67,7,0,3,2,0,0.0,0,0.0,42.666666666666664,47.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0,6,0
web,short_term,2102,30,3,17,0.19,0,40,25,28,M,3,middle,single,0,private,6352.0,108,396,1,2,0,685.0,0,0.33,9,0,2,2,0,0.0,0,0.0,55.5,60.0,1.0,1.0,1.0,0.0,14,6,0
app,short_term,586,21,2,29,0.27,1,93,46,49,M,2,high,single,10,private,6318.0,110,461,5,3,0,636.0,0,0.62,8,0,3,2,0,0.0,0,0.0,39.333333333333336,52.0,1.0,1.0,1.0,1.0,19,2,0
app,installment,3427,120,4,10,0.49,0,57,23,38,M,4,college,single,6,state,3655.0,97,169,3,3,0,584.0,1,0.22,1,0,3,3,0,0.0,1,0.3333333333333333,33.0,49.0,1.0,1.0,1.0,0.6666666666666666,8,4,0
app,installment,2442,90,6,8,0.33,0,96,40,26,M,2,college,married,8,self_employed,5510.0,75,93,3,3,1,549.0,0,0.22,10,1,3,2,0,0.0,0,0.0,44.666666666666664,58.0,2.3333333333333335,4.0,1.0,0.6666666666666666,15,2,0
app,installment,3592,180,0,32,0.57,0,77,10,25,F,4,middle,single,0,private,4528.0,17,446,3,1,0,572.0,1,0.01,0,4,1,1,0,0.0,0,0.0,46.0,46.0,1.0,1.0,1.0,1.0,7,6,0
partner,installment,3177,120,2,20,0.35,0,80,58,19,M,1,college,married,6,private,2843.0,49,420,4,3,0,617.0,2,0.44,8,1,3,2,0,0.0,1,0.3333333333333333,28.0,55.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,13,4,0
app,installment,3706,60,3,40,0.53,0,37,17,34,M,4,high,single,4,self_employed,3055.0,89,469,5,3,1,633.0,0,0.38,6,3,3,3,0,0.0,0,0.0,46.333333333333336,48.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1,1,0
app,installment,4957,120,8,8,0.37,1,31,24,46,M,5,high,single,2,self_employed,2633.0,59,165,5,1,0,551.0,3,0.41,1,0,1,1,0,0.0,0,0.0,29.0,29.0,2.0,2.0,1.0,1.0,21,4,0
app,installment,1317,120,8,25,0.38,0,107,33,29,M,4,college,married,9,private,2284.0,30,490,1,2,1,757.0,0,0.49,2,0,2,2,0,0.0,0,0.0,29.5,32.0,3.0,5.0,0.5,1.0,7,2,0
app,short_term,3796,7,5,15,0.25,0,62,14,19,F,4,graduate,married,7,unemployed,5088.0,56,117,4,2,1,610.0,0,0.37,2,1,2,2,0,0.0,0,0.0,53.5,65.0,1.5,2.0,1.0,0.5,19,0,0
app,installment,2561,120,4,23,0.07,0,33,52,53,F,1,high,single,6,unemployed,3100.0,80,99,4,3,1,624.0,0,0.26,4,0,3,3,0,0.0,0,0.0,31.666666666666668,35.0,2.6666666666666665,3.0,0.6666666666666666,0.6666666666666666,22,2,0
app,short_term,3406,21,0,14,0.23,0,67,58,29,F,1,college,single,5,state,4612.0,109,249,4,1,0,610.0,0,0.15,3,0,1,1,0,0.0,0,0.0,17.0,17.0,1.0,1.0,1.0,1.0,13,1,0
app,short_term,3315,7,6,23,0.22,0,60,37,37,F,2,college,single,8,private,2931.0,53,282,4,1,1,489.0,0,0.59,10,1,1,1,0,0.0,0,0.0,18.0,18.0,1.0,1.0,1.0,1.0,19,4,0
app,installment,4538,120,8,28,0.28,1,27,35,37,F,4,high,single,2,private,2285.0,80,461,2,1,0,677.0,0,0.15,8,2,1,1,0,0.0,0,0.0,59.0,59.0,1.0,1.0,1.0,1.0,9,1,0
app,short_term,837,14,8,30,0.12,0,30,46,41,F,3,middle,married,7,self_employed,4806.0,105,459,5,2,1,711.0,0,0.06,1,0,2,2,0,0.0,0,0.0,28.0,34.0,1.5,2.0,1.0,1.0,7,5,0
app,short_term,3150,14,8,10,0.58,0,20,12,44,M,2,college,married,9,state,5087.0,79,99,5,2,0,637.0,1,0.58,10,0,2,2,0,0.0,0,0.0,42.0,47.0,2.0,3.0,1.0,1.0,4,4,0
partner,installment,4353,180,4,9,0.13,0,86,11,43,M,1,college,married,6,private,4213.0,51,235,3,2,0,652.0,3,0.28,6,2,2,2,0,0.0,0,0.0,50.5,65.0,3.5,4.0,1.0,0.5,13,0,0
app,installment,3920,120,0,18,0.13,0,98,44,49,F,2,middle,married,0,state,5021.0,2,212,4,1,0,515.0,1,0.44,2,5,1,1,0,0.0,0,0.0,53.0,53.0,3.0,3.0,1.0,1.0,15,6,0
partner,short_term,2593,30,1,14,0.26,0,59,5,31,M,5,college,married,4,self_employed,3573.0,40,321,1,1,0,788.0,0,0.25,3,0,1,1,0,0.0,0,0.0,53.0,53.0,4.0,4.0,1.0,1.0,14,6,0
app,short_term,2216,21,9,14,0.34,1,59,25,21,F,1,graduate,single,5,private,2732.0,27,303,1,2,0,462.0,0,0.3,7,0,2,2,0,0.0,1,0.5,36.5,48.0,2.0,3.0,1.0,1.0,12,4,0
partner,short_term,2174,14,3,19,0.21,0,70,33,42,M,4,college,single,10,unemployed,5940.0,57,60,1,1,1,726.0,0,0.09,8,1,1,1,0,0.0,0,0.0,45.0,45.0,2.0,2.0,1.0,1.0,8,6,0
app,installment,705,120,5,5,0.28,0,92,34,29,M,3,college,married,2,private,6067.0,39,50,4,1,0,635.0,0,0.42,2,0,1,1,0,0.0,0,0.0,47.0,47.0,1.0,1.0,1.0,1.0,15,3,0
app,installment,2737,60,4,17,0.22,0,64,24,43,F,3,high,married,5,private,7154.0,23,354,2,1,1,559.0,0,0.6,9,1,1,1,0,0.0,1,1.0,31.0,31.0,2.0,2.0,1.0,1.0,8,3,0
partner,installment,4922,120,4,7,0.51,0,30,22,32,F,3,high,married,3,self_employed,8477.0,49,161,2,3,0,576.0,0,0.16,8,0,3,2,0,0.0,0,0.0,54.0,59.0,1.6666666666666667,2.0,1.0,0.3333333333333333,14,0,0
app,short_term,1950,30,3,23,0.59,0,78,26,47,M,4,college,married,0,private,3010.0,47,193,1,1,0,628.0,0,0.26,8,0,1,1,0,0.0,0,0.0,20.0,20.0,3.0,3.0,1.0,1.0,19,5,0
web,short_term,4564,7,9,32,0.43,0,59,52,45,F,3,high,married,7,self_employed,3205.0,29,286,4,2,0,661.0,0,0.45,6,3,2,2,0,0.0,0,0.0,58.5,73.0,3.0,3.0,1.0,0.5,19,0,0
app,installment,4885,120,3,30,0.45,0,85,32,55,M,1,college,married,0,private,4349.0,31,136,3,2,0,540.0,0,0.41,8,0,2,2,0,0.0,0,0.0,17.0,20.0,1.0,1.0,1.0,0.0,6,1,0
app,short_term,2899,7,8,11,0.37,0,46,50,53,F,1,high,single,0,self_employed,4962.0,91,108,5,3,1,734.0,0,0.15,3,4,3,2,0,0.0,0,0.0,35.0,68.0,1.0,1.0,1.0,0.3333333333333333,15,2,1
app,short_term,2493,14,1,13,0.38,0,71,41,33,M,3,high,single,8,self_employed,1752.0,77,397,5,2,0,650.0,0,0.58,2,0,2,2,0,0.0,0,0.0,44.0,57.0,2.0,2.0,1.0,0.5,1,0,0
app,short_term,2487,30,5,11,0.4,0,70,49,41,M,2,college,married,2,private,4422.0,55,235,3,3,1,689.0,0,0.27,8,1,3,3,0,0.0,0,0.0,35.333333333333336,58.0,1.3333333333333333,2.0,1.0,1.0,0,1,0
app,installment,2602,180,7,33,0.3,0,78,59,27,M,1,middle,married,7,private,2765.0,111,191,2,3,1,608.0,0,0.32,7,2,3,3,1,0.3333333333333333,0,0.0,40.0,58.0,2.0,3.0,0.6666666666666666,1.0,8,4,0
app,installment,4474,90,4,20,0.65,0,83,63,22,M,4,middle,married,7,private,4479.0,55,138,4,1,1,507.0,0,0.26,6,1,1,1,0,0.0,0,0.0,30.0,30.0,3.0,3.0,1.0,1.0,0,5,0
web,installment,2054,180,0,27,0.01,0,56,29,40,F,4,college,married,4,private,3336.0,77,415,5,3,0,535.0,0,0.17,0,6,3,3,0,0.0,0,0.0,16.666666666666668,21.0,1.3333333333333333,2.0,1.0,1.0,11,0,0
app,installment,4906,120,2,19,0.1,0,56,33,20,M,2,high,single,2,unemployed,4140.0,94,77,3,2,1,701.0,1,0.22,5,3,2,1,0,0.0,0,0.0,32.0,40.0,2.0,3.0,1.0,1.0,22,6,0
app,installment,2716,120,5,20,0.23,0,47,24,33,F,4,college,single,5,self_employed,4317.0,86,205,3,1,1,704.0,0,0.51,6,1,1,1,0,0.0,0,0.0,35.0,35.0,4.0,4.0,1.0,1.0,8,1,0
web,short_term,1524,21,11,2,0.58,0,35,20,48,F,4,college,married,1,self_employed,2494.0,7,247,2,2,0,479.0,0,0.3,2,0,2,2,0,0.0,0,0.0,54.0,54.0,1.5,2.0,1.0,1.0,17,6,0
app,installment,848,120,2,15,0.23,0,94,29,38,M,4,high,married,10,private,6605.0,55,171,1,1,0,675.0,0,0.32,2,4,1,1,0,0.0,1,1.0,18.0,18.0,1.0,1.0,1.0,1.0,17,6,0
web,installment,1498,60,0,17,0.28,0,50,36,24,M,4,college,single,2,self_employed,4179.0,89,421,5,3,1,589.0,0,0.48,3,3,3,3,0,0.0,0,0.0,46.666666666666664,66.0,2.0,3.0,0.6666666666666666,0.6666666666666666,8,5,0
app,short_term,3817,30,3,27,0.26,0,50,20,44,F,2,high,single,3,private,3450.0,86,117,2,2,0,552.0,0,0.41,8,1,2,2,0,0.0,0,0.0,15.5,17.0,2.5,4.0,1.0,1.0,15,3,0
web,short_term,614,21,3,33,0.22,0,50,28,24,F,3,graduate,married,7,unemployed,2763.0,11,395,3,3,0,566.0,0,0.5,2,0,3,3,0,0.0,1,0.3333333333333333,37.333333333333336,62.0,2.0,4.0,0.6666666666666666,0.6666666666666666,20,5,0
web,installment,3616,180,5,19,0.4,0,56,33,22,M,1,graduate,single,2,private,3876.0,82,344,3,1,0,509.0,0,0.25,6,1,1,1,0,0.0,0,0.0,86.0,86.0,1.0,1.0,1.0,0.0,13,3,0
app,short_term,2448,14,4,40,0.28,0,76,40,41,M,4,college,married,6,private,5183.0,72,85,1,1,0,646.0,2,0.42,5,0,1,1,0,0.0,0,0.0,57.0,57.0,1.0,1.0,1.0,1.0,21,3,0
app,short_term,3834,21,0,1,0.33,1,65,4,45,M,3,high,married,9,private,3860.0,5,327,5,3,0,541.0,0,0.36,4,1,3,3,0,0.0,0,0.0,42.333333333333336,56.0,1.3333333333333333,2.0,1.0,0.0,20,2,0
web,installment,3101,60,3,18,0.09,0,58,25,50,F,2,college,married,9,self_employed,2580.0,79,254,4,3,0,546.0,0,0.16,2,0,3,3,0,0.0,0,0.0,36.666666666666664,49.0,2.6666666666666665,4.0,1.0,1.0,14,5,0
app,installment,4341,90,10,15,0.42,0,39,46,46,M,2,middle,married,5,private,3659.0,56,361,3,2,0,715.0,0,0.08,2,1,2,2,0,0.0,0,0.0,27.0,40.0,1.5,2.0,1.0,1.0,1,5,0
web,short_term,4492,14,6,15,0.54,0,110,51,27,M,3,high,single,5,private,4620.0,99,319,3,3,1,635.0,0,0.26,2,4,3,3,0,0.0,1,0.3333333333333333,39.333333333333336,54.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0,5,0
web,short_term,4472,21,8,32,0.01,0,77,32,20,F,2,college,married,3,private,5678.0,107,149,4,3,1,402.0,0,0.02,2,0,3,3,0,0.0,0,0.0,33.333333333333336,50.0,1.3333333333333333,2.0,1.0,0.6666666666666666,16,0,0
app,installment,2157,60,2,0,0.12,0,76,0,31,M,3,high,married,8,private,4060.0,56,328,4,2,0,474.0,0,0.7,2,4,2,2,0,0.0,0,0.0,54.0,71.0,1.0,1.0,1.0,1.0,0,0,0
partner,short_term,1086,30,0,10,0.12,0,92,17,28,F,2,college,single,4,private,3712.0,17,202,4,2,0,538.0,1,0.16,5,1,2,2,0,0.0,0,0.0,43.0,64.0,2.5,4.0,1.0,1.0,8,4,0
partner,installment,4086,90,5,22,0.04,0,31,42,46,M,3,middle,single,4,unemployed,4500.0,69,311,1,1,1,691.0,0,0.35,0,1,1,1,0,0.0,0,0.0,22.0,22.0,1.0,1.0,1.0,0.0,14,5,0
app,installment,888,60,3,19,0.14,0,46,41,29,F,4,middle,single,10,private,3639.0,64,432,2,2,0,543.0,4,0.31,8,0,2,2,0,0.0,0,0.0,32.5,48.0,1.0,1.0,1.0,1.0,13,6,0
app,installment,2512,60,3,1,0.16,0,53,21,41,M,5,middle,divorced,10,private,1577.0,25,219,4,2,0,555.0,0,0.48,2,0,2,1,0,0.0,0,0.0,44.5,51.0,1.0,1.0,1.0,1.0,1,3,0
app,installment,4011,120,6,11,0.11,0,85,26,42,F,2,college,married,0,private,4995.0,65,253,2,2,1,621.0,0,0.23,9,1,2,2,0,0.0,0,0.0,31.0,33.0,2.5,4.0,0.5,0.5,4,5,0
app,short_term,2856,7,8,33,0.54,0,72,42,25,F,3,college,single,9,private,5982.0,82,406,4,1,0,666.0,0,0.17,4,0,1,1,0,0.0,0,0.0,67.0,67.0,2.0,2.0,1.0,1.0,10,5,0
app,installment,3301,90,3,19,0.29,1,33,32,52,M,3,high,married,0,private,5920.0,71,188,3,2,1,626.0,0,0.47,8,0,2,2,0,0.0,1,0.5,22.0,29.0,1.0,1.0,1.0,1.0,9,1,0
app,short_term,543,30,7,6,0.3,1,87,35,44,F,4,high,divorced,10,state,4486.0,55,70,2,1,1,602.0,0,0.19,5,1,1,1,0,0.0,0,0.0,47.0,47.0,2.0,2.0,1.0,1.0,16,2,0
app,installment,3383,180,8,12,0.2,0,10,34,45,F,3,middle,divorced,0,private,4926.0,68,406,1,2,0,642.0,0,0.17,0,0,2,2,0,0.0,0,0.0,32.0,34.0,1.0,1.0,1.0,1.0,4,3,0
app,short_term,3781,30,4,0,0.41,0,69,29,53,M,3,high,married,4,private,2198.0,66,306,5,3,0,803.0,0,0.29,6,0,3,3,0,0.0,0,0.0,54.333333333333336,61.0,1.3333333333333333,2.0,1.0,0.6666666666666666,19,2,0
app,short_term,993,21,0,16,0.02,0,78,30,54,M,2,college,single,10,self_employed,5877.0,5,267,5,2,0,572.0,0,0.57,7,0,2,2,0,0.0,0,0.0,44.0,65.0,1.0,1.0,1.0,0.5,12,4,0
app,short_term,3619,21,5,37,0.12,0,31,12,29,M,2,graduate,married,10,state,2353.0,47,365,5,1,1,539.0,0,0.23,0,0,1,1,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,6,1,0
partner,installment,2906,120,7,28,0.13,0,61,33,32,F,5,graduate,married,6,private,4433.0,74,471,4,3,0,558.0,0,0.1,9,0,3,3,0,0.0,0,0.0,56.333333333333336,83.0,2.3333333333333335,3.0,1.0,0.6666666666666666,13,3,0
app,installment,4164,120,10,13,0.27,1,42,20,39,F,2,high,single,0,self_employed,1717.0,64,336,4,1,0,723.0,0,0.32,1,1,1,1,0,0.0,0,0.0,49.0,49.0,1.0,1.0,1.0,0.0,3,1,0
app,short_term,1655,7,7,29,0.34,0,50,27,50,M,4,college,single,10,private,7384.0,62,376,1,2,0,419.0,0,0.43,5,0,2,2,0,0.0,0,0.0,32.5,41.0,1.5,2.0,1.0,0.5,7,4,0
partner,short_term,815,7,9,29,0.3,0,29,54,31,F,2,graduate,married,9,private,3855.0,29,498,3,3,0,631.0,1,0.05,10,1,3,3,0,0.0,1,0.3333333333333333,36.333333333333336,60.0,1.3333333333333333,2.0,1.0,0.6666666666666666,14,6,0
partner,installment,1092,120,3,24,0.15,0,78,26,24,F,5,middle,divorced,4,state,4510.0,56,334,5,2,1,514.0,0,0.08,8,1,2,2,0,0.0,0,0.0,37.5,43.0,1.0,1.0,0.5,1.0,7,1,0
app,installment,4994,120,4,20,0.15,0,49,40,44,M,3,middle,married,10,self_employed,3547.0,38,110,3,3,0,542.0,0,0.63,4,0,3,3,0,0.0,0,0.0,33.0,39.0,2.0,3.0,1.0,1.0,4,5,0
app,installment,4376,120,2,17,0.43,0,64,33,29,M,3,high,single,6,self_employed,3533.0,92,279,3,2,1,631.0,0,0.41,0,0,2,1,0,0.0,1,0.5,51.0,57.0,1.0,1.0,1.0,1.0,11,0,0
app,short_term,1843,14,3,19,0.24,0,64,37,35,M,2,high,divorced,1,state,4682.0,63,195,2,3,0,559.0,0,0.26,2,0,3,2,0,0.0,0,0.0,43.666666666666664,52.0,2.6666666666666665,4.0,1.0,1.0,4,1,0
app,installment,4717,120,3,17,0.18,0,94,49,46,F,5,college,married,5,self_employed,4323.0,115,318,3,2,1,567.0,0,0.29,10,2,2,2,0,0.0,0,0.0,34.5,45.0,1.5,2.0,1.0,1.0,15,6,0
app,installment,4157,90,8,16,0.33,0,44,31,40,M,3,middle,married,8,state,4804.0,47,319,1,2,1,596.0,0,0.24,1,0,2,2,0,0.0,0,0.0,30.5,47.0,4.0,5.0,1.0,1.0,11,2,0
app,short_term,2074,7,6,20,0.57,0,63,45,35,M,5,college,married,8,state,3239.0,52,191,4,3,1,594.0,0,0.56,0,0,3,3,0,0.0,0,0.0,41.0,55.0,2.3333333333333335,3.0,1.0,0.6666666666666666,14,3,1
app,installment,4172,60,5,14,0.06,0,71,40,37,M,2,college,single,9,self_employed,3385.0,78,382,3,2,0,684.0,0,0.35,5,0,2,2,0,0.0,0,0.0,46.0,51.0,2.0,2.0,1.0,1.0,0,6,0
app,short_term,2179,30,8,11,0.28,0,33,42,38,F,4,high,married,0,private,4142.0,83,208,4,3,0,698.0,0,0.42,10,0,3,3,0,0.0,0,0.0,27.666666666666668,36.0,1.3333333333333333,2.0,1.0,1.0,11,0,0
app,short_term,2036,14,10,33,0.26,0,35,2,42,M,2,graduate,single,2,private,3460.0,105,147,2,3,0,562.0,0,0.55,0,0,3,3,0,0.0,1,0.3333333333333333,39.0,45.0,2.0,3.0,1.0,0.6666666666666666,21,4,0
web,installment,1649,90,8,26,0.6,0,46,36,19,M,1,college,married,4,private,3237.0,102,77,4,3,1,642.0,0,0.36,5,0,3,2,1,0.3333333333333333,1,0.3333333333333333,24.666666666666668,41.0,2.3333333333333335,4.0,1.0,1.0,10,6,0
web,installment,2773,60,2,23,0.42,0,66,38,46,F,3,middle,single,10,self_employed,4174.0,100,95,3,1,0,562.0,0,0.35,3,5,1,1,0,0.0,0,0.0,56.0,56.0,2.0,2.0,1.0,1.0,16,6,0
app,short_term,2379,14,4,20,0.2,0,54,8,21,M,1,high,married,10,self_employed,4322.0,41,258,1,2,0,517.0,0,0.24,9,0,2,2,0,0.0,0,0.0,21.0,32.0,1.5,2.0,1.0,0.0,17,5,0
partner,short_term,3614,7,11,7,0.49,1,61,19,26,F,4,college,married,6,unemployed,2750.0,35,355,1,2,0,631.0,0,0.18,4,0,2,2,0,0.0,0,0.0,54.5,70.0,1.5,2.0,0.0,0.0,2,5,0
app,installment,2642,90,0,26,0.27,0,59,45,34,M,3,college,single,1,state,2517.0,95,144,1,1,1,519.0,0,0.53,4,1,1,1,0,0.0,0,0.0,43.0,43.0,2.0,2.0,1.0,1.0,4,4,0
