app_id,user_id,apply_dt,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d
3850,3432,2025-07-25 19:15:02,7,31,0.02,0,61,45
3851,385,2025-07-18 15:57:22,1,30,0.41,0,47,17
3852,20,2025-05-06 19:18:22,6,0,0.3,0,63,29
3853,1044,2024-01-31 18:01:48,4,13,0.14,0,42,56
3854,1175,2024-02-25 16:47:01,2,10,0.28,0,34,30
3855,1643,2024-05-21 09:45:58,7,22,0.48,0,81,79
3856,1245,2024-03-04 03:40:11,5,21,0.23,1,30,49
3857,1531,2024-09-01 00:18:25,3,14,0.39,0,10,36
3858,4321,2024-08-27 10:52:13,4,38,0.38,0,84,12
3859,609,2024-09-22 08:08:09,2,24,0.27,0,41,41
3860,4141,2025-09-08 11:28:36,6,28,0.07,0,49,7
3861,301,2025-03-15 16:37:29,9,14,0.12,0,47,20
3862,3472,2024-08-27 08:02:25,4,25,0.27,0,76,31
3863,476,2025-07-16 13:30:53,4,36,0.24,1,50,29
3864,915,2025-09-15 02:27:02,4,1,0.14,0,81,20
3865,421,2025-12-22 01:01:03,1,24,0.25,0,53,25
3866,4723,2025-02-10 05:33:20,8,24,0.13,0,69,25
3867,3531,2025-03-04 02:20:53,4,30,0.32,0,70,13
3868,4206,2024-04-17 09:48:53,7,21,0.39,0,65,47
3869,981,2024-10-26 03:54:20,2,24,0.18,0,74,7
3870,3737,2025-07-24 12:29:51,4,0,0.18,0,92,18
3871,2393,2024-05-04 23:51:37,7,18,0.45,0,62,8
3872,4111,2025-03-05 12:09:35,0,7,0.3,0,97,24
3873,1009,2024-05-08 01:39:56,0,9,0.19,0,66,55
3874,1532,2025-03-20 07:54:58,7,22,0.08,0,77,17
3875,2526,2024-01-24 10:47:39,0,12,0.31,0,39,19
3876,4433,2025-06-12 13:03:00,2,20,0.24,0,76,15
3877,2363,2024-04-02 17:02:39,0,22,0.25,0,101,41
3878,1069,2024-07-29 23:04:46,8,22,0.45,0,74,23
3879,1826,2024-06-10 06:15:34,9,6,0.65,0,40,30
3880,2654,2025-08-25 20:29:44,6,9,0.33,1,28,0
3881,543,2024-03-08 10:05:47,0,12,0.04,0,53,20
3882,4373,2024-04-11 22:31:43,8,13,0.49,0,67,32
3883,417,2024-12-23 23:48:53,7,30,0.5,0,33,24
3884,1503,2025-03-15 10:40:47,4,23,0.25,0,40,27
3885,1703,2025-12-22 01:17:12,4,16,0.22,0,77,38
3886,3454,2025-08-25 16:03:58,3,15,0.1,0,48,30
3887,2042,2024-11-30 00:25:48,1,25,0.32,0,55,16
3888,1125,2024-08-22 02:37:36,7,27,0.05,0,85,29
3889,2698,2025-08-06 23:57:14,3,22,0.27,1,40,39
3890,813,2025-12-06 22:19:28,7,16,0.1,0,65,22
3891,3716,2025-10-16 09:19:35,7,26,0.2,1,64,23
3892,680,2025-06-09 14:50:14,11,10,0.34,0,76,0
3893,155,2024-05-04 08:30:44,1,38,0.26,0,57,4
3894,373,2024-09-14 05:56:50,2,16,0.24,0,53,17
3895,4822,2024-08-11 06:18:28,4,22,0.09,0,65,5
3896,3729,2025-01-30 17:23:03,5,37,0.22,0,121,29
3897,4863,2025-08-31 22:34:42,7,36,0.43,1,40,31
3898,3552,2024-04-10 19:40:16,10,45,0.56,0,70,23
3899,3249,2024-08-12 16:15:29,3,16,0.22,0,49,28
3900,1362,2025-05-05 10:30:55,1,12,0.37,0,46,30
3901,1260,2024-11-29 02:04:09,3,17,0.48,0,16,66
3902,2078,2025-03-01 12:34:01,7,14,0.45,0,83,49
3903,2340,2024-04-15 11:14:35,9,16,0.15,0,60,22
3904,4357,2025-05-12 01:22:21,2,11,0.8,0,49,32
3905,2417,2025-06-04 18:58:26,5,16,0.08,0,64,22
3906,66,2024-06-20 09:04:44,9,5,0.23,0,27,22
3907,1941,2024-07-15 06:48:13,8,31,0.16,0,75,36
3908,1703,2025-09-24 21:14:45,7,13,0.18,0,40,18
3909,2763,2025-05-01 17:19:18,4,24,0.75,0,82,42
3910,4604,2025-04-20 13:44:14,6,7,0.13,0,41,41
3911,2395,2024-07-14 00:22:27,6,32,0.58,0,101,16
3912,3490,2025-10-24 02:14:39,4,17,0.14,0,59,34
3913,3664,2024-08-16 03:43:34,2,11,0.2,0,46,39
3914,2417,2024-11-14 10:03:30,5,5,0.5,0,68,12
3915,743,2025-10-29 03:08:29,6,27,0.4,0,36,30
3916,3467,2024-10-15 22:35:38,2,14,0.04,0,69,13
3917,1722,2025-05-12 11:07:35,6,10,0.05,0,73,29
3918,2690,2025-01-26 00:16:42,4,33,0.27,0,92,28
3919,4648,2025-10-30 20:18:35,5,15,0.35,0,69,42
3920,379,2024-03-14 08:06:54,6,7,0.15,0,73,0
3921,1761,2024-09-02 09:55:27,8,28,0.3,0,35,30
3922,979,2025-10-25 15:18:03,5,40,0.45,0,72,19
3923,1560,2025-02-23 14:18:25,3,17,0.19,0,40,25
3924,1769,2024-05-29 16:28:00,0,8,0.42,0,81,31
3925,3305,2024-02-28 03:30:23,9,19,0.11,1,89,68
3926,581,2024-04-19 13:04:33,0,11,0.71,0,66,29
3927,3152,2025-06-15 11:02:57,3,13,0.31,1,29,27
3928,1088,2024-02-24 17:50:43,4,16,0.09,0,64,38
3929,4148,2024-07-03 19:09:56,2,29,0.27,1,93,46
3930,4382,2025-09-02 21:59:40,2,26,0.25,0,27,48
3931,3099,2024-07-30 07:38:33,6,34,0.35,1,74,34
3932,2114,2024-12-22 17:21:35,3,7,0.24,1,51,33
3933,3686,2024-11-06 12:31:51,3,25,0.42,0,77,46
3934,1259,2024-10-11 08:58:04,4,10,0.49,0,57,23
3935,410,2024-03-27 15:02:53,6,8,0.33,0,96,40
3936,1627,2024-02-11 07:10:20,0,32,0.57,0,77,10
3937,3051,2024-08-22 19:55:11,7,20,0.03,0,48,35
3938,3149,2024-04-29 08:47:02,0,26,0.33,0,80,26
3939,4027,2025-01-07 16:18:01,1,27,0.16,0,52,24
3940,193,2025-11-22 17:23:34,1,31,0.17,0,50,44
3941,1069,2025-11-21 05:57:04,9,19,0.39,0,45,21
3942,3194,2025-09-29 23:57:41,5,2,0.5,0,40,51
3943,2488,2024-05-25 00:34:37,6,29,0.39,0,48,20
3944,49,2024-01-26 13:51:19,2,20,0.35,0,80,58
3945,1049,2025-02-11 23:15:50,4,35,0.02,0,63,35
3946,235,2025-02-22 23:36:27,9,11,0.3,0,113,49
3947,4063,2025-05-09 23:25:01,5,17,0.51,0,36,21
3948,328,2024-06-16 23:18:47,7,21,0.35,0,72,23
3949,847,2025-05-08 03:45:16,6,29,0.31,0,29,28
3950,338,2024-01-23 01:22:57,3,40,0.53,0,37,17
3951,3407,2024-01-27 16:28:59,6,13,0.43,0,80,32
3952,1090,2025-10-01 13:55:53,3,22,0.43,0,73,13
3953,2251,2025-12-22 11:37:54,6,20,0.35,0,17,17
3954,413,2025-10-21 10:26:07,6,22,0.18,0,26,29
3955,505,2025-09-19 20:16:31,10,36,0.68,0,56,23
3956,2945,2025-09-06 13:35:46,3,18,0.26,1,86,37
3957,903,2024-07-27 00:10:42,9,41,0.16,0,55,25
3958,3528,2024-11-14 01:01:01,2,38,0.18,0,53,12
3959,4762,2025-04-15 08:54:35,0,18,0.13,0,39,27
3960,965,2024-09-13 21:34:33,8,8,0.37,1,31,24
3961,1652,2025-07-16 13:59:42,7,6,0.43,1,73,51
3962,4956,2024-02-18 16:31:19,4,17,0.05,0,41,15
3963,790,2025-07-24 01:19:58,6,4,0.26,0,25,36
3964,4728,2024-03-13 07:36:49,8,25,0.38,0,107,33
3965,1803,2025-04-28 19:02:50,5,15,0.25,0,62,14
3966,2015,2024-03-23 16:53:17,6,32,0.38,0,74,36
3967,3523,2024-07-17 22:06:16,4,23,0.07,0,33,52
3968,4831,2025-01-15 08:01:21,6,10,0.4,0,70,52
3969,3393,2025-01-17 09:44:36,2,25,0.13,1,50,64
3970,1378,2025-07-28 23:39:01,3,5,0.43,0,61,69
3971,409,2024-11-12 13:47:12,0,14,0.23,0,67,58
3972,2442,2025-03-02 05:36:35,3,24,0.43,0,85,35
3973,2235,2024-08-09 19:06:44,6,23,0.22,0,60,37
3974,4967,2025-01-15 12:34:25,3,14,0.2,0,58,45
3975,2025,2025-12-06 09:26:52,5,9,0.28,0,80,46
3976,3436,2025-12-22 06:41:00,0,15,0.23,0,37,7
3977,1265,2024-08-20 09:58:59,8,28,0.28,1,27,35
3978,4617,2024-09-03 03:48:36,9,15,0.39,0,30,18
3979,2197,2025-08-20 17:29:59,8,34,0.46,0,36,25
3980,2549,2024-04-06 07:26:27,8,30,0.12,0,30,46
3981,1584,2025-09-10 20:30:28,2,0,0.24,0,56,1
3982,1201,2024-06-28 04:36:48,8,10,0.58,0,20,12
3983,1727,2024-03-30 17:44:29,4,26,0.14,0,47,40
3984,1749,2025-02-24 13:38:43,4,9,0.13,0,86,11
3985,3736,2025-07-08 03:26:06,3,25,0.52,1,49,25
3986,4937,2025-09-05 01:20:33,3,26,0.12,0,59,34
3987,703,2025-10-06 17:19:32,7,31,0.34,1,39,13
3988,381,2025-04-04 03:17:33,7,9,0.07,0,61,35
3989,877,2025-02-15 23:02:46,1,29,0.21,0,58,30
3990,3410,2025-01-06 02:28:36,3,27,0.12,0,73,26
3991,3329,2024-11-19 19:56:07,4,13,0.44,0,46,57
3992,4807,2025-09-22 11:58:52,5,9,0.2,0,61,37
3993,4861,2025-11-01 01:46:17,7,19,0.49,0,48,12
3994,4494,2024-08-11 00:30:56,5,9,0.27,1,81,38
3995,2558,2024-07-28 15:29:52,0,18,0.13,0,98,44
3996,4269,2025-06-05 11:36:27,7,8,0.28,0,62,35
3997,3361,2024-07-07 14:27:39,1,14,0.26,0,59,5
3998,529,2024-12-13 12:48:00,9,14,0.34,1,59,25
3999,3512,2025-11-18 20:19:23,9,14,0.13,0,56,28
4000,4794,2024-01-26 07:46:01,4,27,0.2,0,67,18
4001,88,2025-12-12 14:52:13,3,38,0.47,0,62,9
4002,166,2024-02-02 16:38:35,6,10,0.4,0,25,22
4003,4027,2024-04-14 08:42:58,3,19,0.21,0,70,33
4004,1547,2025-06-25 00:10:59,4,17,0.06,0,72,37
4005,157,2025-03-28 21:01:12,1,19,0.31,0,90,33
4006,4763,2024-10-07 18:01:40,3,28,0.3,0,56,22
4007,1343,2025-08-02 01:25:32,8,25,0.09,0,68,40
4008,3833,2024-05-17 21:00:44,0,20,0.07,0,58,12
4009,3736,2025-11-04 23:06:10,7,37,0.39,0,92,38
4010,4804,2025-05-03 06:28:37,8,10,0.04,0,77,0
4011,1335,2024-05-23 15:00:50,5,5,0.28,0,92,34
4012,1200,2024-09-01 04:21:22,3,23,0.67,0,18,27
4013,4783,2025-02-13 08:56:13,4,17,0.22,0,64,24
4014,3598,2024-06-07 01:24:10,6,41,0.03,0,53,30
4015,113,2025-03-01 15:57:44,7,18,0.17,0,75,31
4016,3817,2024-02-23 22:05:10,6,39,0.17,1,75,26
4017,2495,2025-12-04 15:07:57,6,13,0.49,0,103,66
4018,4178,2025-04-04 08:48:58,2,17,0.43,0,16,0
4019,2364,2025-05-31 19:25:14,4,13,0.39,0,41,12
4020,3951,2025-10-06 11:04:33,4,2,0.39,0,56,8
4021,1913,2025-09-17 09:35:00,0,27,0.41,0,32,40
4022,2505,2024-12-09 14:47:50,4,7,0.51,0,30,22
4023,367,2024-08-20 11:13:27,6,25,0.32,0,80,38
4024,78,2025-12-12 15:49:02,7,10,0.54,0,73,45
4025,1102,2025-01-04 19:23:31,3,23,0.59,0,78,26
4026,2881,2024-12-12 12:40:49,0,34,0.4,0,48,18
4027,3210,2024-10-07 19:47:10,9,32,0.43,0,59,52
4028,4162,2024-06-18 06:41:08,3,30,0.45,0,85,32
4029,1760,2025-01-22 15:56:19,8,11,0.37,0,46,50
4030,2102,2024-12-30 03:56:55,5,0,0.35,0,37,20
4031,3885,2024-06-11 09:17:02,12,39,0.29,1,84,26
4032,1598,2025-11-29 15:55:51,4,27,0.12,0,40,6
4033,2790,2024-05-20 01:12:23,1,13,0.38,0,71,41
4034,1773,2025-12-20 19:00:18,1,11,0.14,0,59,35
4035,3878,2025-06-18 14:31:24,3,29,0.16,0,60,39
4036,3258,2024-03-05 00:07:23,5,11,0.4,0,70,49
4037,4342,2024-09-05 17:45:54,10,35,0.27,1,68,42
4038,2044,2024-08-23 09:28:32,0,19,0.28,0,75,38
4039,4922,2024-02-16 08:20:37,7,33,0.3,0,78,59
4040,2297,2025-08-15 18:07:05,6,18,0.28,0,51,47
4041,2354,2024-04-11 03:41:36,3,33,0.23,0,70,16
4042,3698,2025-06-23 19:14:06,4,34,0.32,0,58,37
4043,352,2025-06-17 07:17:33,4,15,0.46,0,14,34
4044,2903,2024-08-10 00:36:58,4,20,0.65,0,83,63
4045,2921,2025-05-26 15:20:20,4,22,0.36,0,71,9
4046,2957,2024-12-09 11:56:22,0,27,0.01,0,56,29
4047,2347,2024-04-04 10:54:01,4,26,0.38,0,16,28
4048,3487,2025-07-21 16:00:46,3,29,0.26,0,17,38
4049,1364,2024-07-14 22:01:13,2,19,0.1,0,56,33
4050,4435,2024-06-18 08:43:08,5,20,0.23,0,47,24
4051,1268,2025-08-27 17:50:19,12,15,0.41,0,69,28
4052,2306,2025-08-17 17:16:40,3,5,0.34,0,55,24
4053,4952,2024-02-18 17:02:31,11,2,0.58,0,35,20
4054,679,2025-04-13 17:39:19,2,15,0.23,0,94,29
4055,480,2024-08-17 08:30:06,0,17,0.28,0,50,36
4056,4251,2025-01-04 02:56:32,3,15,0.08,0,99,53
4057,235,2025-01-29 22:37:46,8,20,0.38,0,64,35
4058,2275,2024-12-18 00:05:48,0,5,0.34,0,31,17
4059,3908,2025-07-20 17:06:06,6,27,0.38,0,87,18
4060,3991,2025-03-07 03:10:40,4,6,0.13,0,40,45
4061,1488,2025-03-17 15:47:23,4,40,0.57,0,10,25
4062,3837,2024-04-05 12:18:59,5,23,0.54,1,32,32
4063,1292,2025-09-05 15:44:45,8,7,0.17,1,43,37
4064,1638,2025-10-30 19:43:27,2,19,0.2,0,66,44
4065,4200,2025-01-25 09:46:02,0,22,0.41,0,65,15
4066,2197,2024-12-28 20:58:58,8,18,0.14,0,56,41
4067,1374,2024-08-04 14:32:38,0,18,0.13,0,80,48
4068,4934,2025-09-03 14:34:10,0,25,0.3,0,67,35
4069,1819,2025-06-25 08:01:55,4,45,0.21,0,74,34
4070,2777,2025-07-30 13:57:40,1,18,0.33,0,61,1
4071,3073,2025-04-01 14:33:50,0,21,0.2,0,61,22
4072,1804,2025-06-08 19:35:06,1,2,0.2,0,58,38
4073,1132,2024-09-29 23:25:38,4,7,0.08,0,67,50
4074,4941,2024-10-31 15:59:31,3,27,0.26,0,50,20
4075,2027,2025-01-12 00:16:25,2,28,0.4,0,103,11
4076,3924,2025-02-08 20:04:14,3,33,0.22,0,50,28
4077,167,2025-01-02 02:55:11,7,12,0.1,0,41,0
4078,182,2024-06-20 13:22:12,5,19,0.4,0,56,33
4079,3643,2025-07-23 18:50:00,8,21,0.11,0,90,26
4080,1587,2024-07-29 13:33:20,1,24,0.07,0,55,8
4081,2786,2025-05-01 21:37:55,4,40,0.28,0,76,40
4082,3517,2024-12-11 20:53:36,0,1,0.33,1,65,4
4083,1370,2024-06-15 14:12:38,3,18,0.09,0,58,25
4084,2787,2024-01-27 01:52:53,10,15,0.42,0,39,46
4085,1218,2024-02-24 00:05:57,6,15,0.54,0,110,51
4086,3879,2024-02-09 07:28:05,5,19,0.15,0,21,27
4087,565,2025-09-29 05:30:30,7,10,0.54,0,85,34
4088,3547,2025-06-17 14:43:33,7,20,0.07,0,31,45
4089,1402,2025-07-05 22:10:29,0,22,0.48,0,73,41
4090,3178,2025-10-03 16:15:13,8,22,0.5,0,65,8
4091,4069,2025-07-18 00:33:10,5,26,0.2,0,47,37
4092,4484,2024-12-23 16:15:41,8,32,0.01,0,77,32
4093,3229,2024-09-02 00:28:56,2,0,0.12,0,76,0
4094,3355,2024-09-15 15:17:59,8,19,0.4,0,52,58
4095,4526,2024-10-18 08:35:28,0,10,0.12,0,92,17
4096,3455,2025-07-13 16:29:00,8,20,0.26,0,64,47
4097,4748,2024-05-23 13:49:30,3,39,0.28,0,45,19
4098,1014,2024-09-21 14:29:51,5,22,0.04,0,31,42
4099,4152,2025-02-24 18:22:03,0,5,0.18,0,56,27
4100,1537,2025-02-23 13:58:59,3,19,0.14,0,46,41
4101,70,2025-06-26 13:38:47,5,28,0.06,0,64,17
4102,1471,2025-06-11 11:51:43,7,17,0.07,0,53,27
4103,4508,2025-10-25 02:47:01,8,22,0.22,0,52,13
4104,3032,2025-09-05 14:18:16,1,0,0.27,0,44,42
4105,57,2024-09-26 01:30:08,3,1,0.16,0,53,21
4106,854,2025-11-23 19:50:44,8,23,0.28,0,80,33
4107,3578,2025-11-28 20:18:06,6,9,0.15,0,86,45
4108,884,2025-08-15 21:05:11,3,17,0.34,0,49,41
4109,3668,2025-04-28 11:42:53,3,27,0.42,0,52,42
4110,3374,2025-08-02 13:29:23,10,15,0.15,0,33,39
4111,1105,2024-05-11 16:20:39,4,14,0.25,0,45,37
4112,266,2024-12-01 07:15:20,4,28,0.2,0,69,41
4113,4628,2025-11-07 07:03:51,3,23,0.19,0,65,28
4114,1037,2024-03-27 00:26:59,3,29,0.23,0,26,46
4115,3851,2024-06-16 02:04:01,5,35,0.62,0,91,61
4116,668,2024-05-25 04:42:53,6,11,0.11,0,85,26
4117,2567,2024-07-13 10:49:34,8,33,0.54,0,72,42
4118,3876,2025-07-28 12:24:54,8,35,0.17,0,56,61
4119,1901,2025-11-08 04:12:55,3,9,0.18,0,58,8
4120,1038,2025-10-08 12:04:47,6,44,0.2,0,73,47
4121,1642,2025-07-08 18:26:26,1,24,0.54,0,48,55
4122,2894,2025-07-10 18:10:49,5,37,0.2,1,112,22
4123,4170,2024-05-07 09:15:36,3,19,0.29,1,33,32
4124,1091,2025-03-23 10:24:49,7,0,0.46,0,77,8
4125,953,2025-10-24 06:02:08,0,31,0.27,1,75,32
4126,2948,2025-11-04 02:46:45,7,0,0.3,0,71,51
4127,3049,2025-02-05 16:03:05,7,6,0.3,1,87,35
4128,1920,2024-06-14 09:17:08,7,11,0.04,0,48,43
4129,1528,2025-11-18 01:41:06,7,3,0.44,0,43,11
4130,2354,2024-03-26 16:05:22,5,19,0.29,0,61,38
4131,2644,2025-08-13 04:45:43,4,23,0.28,0,61,41
4132,2091,2025-10-24 00:56:41,2,21,0.27,1,111,19
4133,2283,2025-09-28 22:23:41,11,21,0.25,0,60,24
4134,2277,2024-12-26 04:48:14,8,12,0.2,0,10,34
4135,4340,2024-06-18 13:52:50,3,6,0.3,0,42,17
4136,1466,2025-07-24 20:00:41,5,29,0.49,0,67,27
4137,4764,2024-04-10 15:52:19,5,15,0.04,0,74,43
4138,4822,2024-04-24 19:52:23,4,0,0.41,0,69,29
4139,1084,2025-10-24 13:59:43,6,36,0.27,1,43,46
4140,2419,2024-02-09 12:56:00,0,16,0.02,0,78,30
4141,4953,2024-10-15 06:54:34,5,37,0.12,0,31,12
4142,1733,2025-03-06 13:27:22,7,28,0.13,0,61,33
4143,1348,2024-10-09 13:10:12,4,31,0.57,0,71,16
4144,513,2024-02-13 03:00:54,10,13,0.27,1,42,20
4145,2770,2024-04-26 07:56:18,7,29,0.34,0,50,27
4146,853,2024-08-18 14:08:43,9,29,0.3,0,29,54
4147,1417,2024-11-12 07:15:43,3,24,0.15,0,78,26
4148,1465,2025-07-17 17:00:20,5,24,0.16,1,50,10
4149,4591,2025-05-30 04:06:46,4,17,0.3,0,63,26
4150,3776,2024-04-08 11:34:14,6,30,0.14,0,66,23
4151,1928,2025-08-28 09:00:28,5,20,0.38,0,75,22
4152,480,2024-12-01 18:26:25,2,23,0.31,0,60,35
4153,3539,2025-01-03 20:31:54,3,25,0.19,0,57,33
4154,354,2024-08-28 16:40:00,6,11,0.29,0,44,20
4155,384,2024-02-05 02:22:01,4,30,0.2,0,46,50
4156,4709,2025-01-11 04:11:14,4,20,0.15,0,49,40
4157,4658,2025-04-28 11:58:11,2,17,0.43,0,64,33
4158,2989,2025-01-24 06:30:39,8,15,0.34,0,95,32
4159,1305,2024-08-18 10:57:59,0,15,0.35,0,55,48
4160,3807,2025-01-06 07:12:07,5,4,0.36,0,76,53
4161,763,2024-07-23 04:54:50,3,19,0.24,0,64,37
4162,2061,2024-11-29 21:52:24,6,16,0.1,0,56,6
4163,704,2024-05-26 15:25:28,3,17,0.18,0,94,49
4164,3427,2025-09-04 16:34:28,3,33,0.19,0,64,27
4165,2260,2024-05-08 11:54:48,8,16,0.33,0,44,31
4166,4937,2024-11-27 02:49:24,8,23,0.24,0,73,11
4167,133,2025-05-14 05:01:50,4,33,0.19,0,63,35
4168,3650,2025-03-26 06:58:38,2,33,0.4,0,33,49
4169,3541,2025-09-18 04:29:28,2,3,0.11,0,35,52
4170,149,2025-01-05 14:13:42,7,23,0.48,0,27,16
4171,4005,2025-05-15 14:24:56,6,20,0.57,0,63,45
4172,3724,2025-12-09 13:41:12,2,12,0.15,0,62,52
4173,2093,2025-11-06 09:25:27,5,18,0.16,0,32,5
4174,231,2024-07-06 19:13:36,4,18,0.37,0,64,43
4175,2699,2025-10-21 01:04:10,7,0,0.39,0,50,33
4176,4089,2025-07-09 19:07:44,7,25,0.59,0,36,31
4177,1185,2024-02-17 21:03:03,3,11,0.73,0,52,28
4178,2686,2024-03-03 00:01:15,5,14,0.06,0,71,40
4179,4634,2024-07-30 23:53:01,6,28,0.3,0,74,23
4180,77,2024-11-22 04:31:35,8,29,0.11,1,57,20
4181,1009,2024-11-04 11:27:09,8,11,0.28,0,33,42
4182,3048,2024-08-02 21:07:11,10,33,0.26,0,35,2
4183,3022,2025-02-16 10:20:14,8,26,0.6,0,46,36
4184,1848,2025-09-20 21:53:56,5,21,0.31,0,43,1
4185,3723,2025-07-16 02:19:28,0,7,0.2,0,71,19
4186,3488,2025-03-27 10:35:06,1,36,0.12,0,49,42
4187,2851,2024-06-08 12:36:14,8,17,0.24,0,76,11
4188,1966,2024-11-10 16:23:10,2,23,0.42,0,66,38
4189,3032,2024-09-14 17:22:11,4,20,0.2,0,54,8
4190,3224,2024-06-24 08:58:52,5,11,0.42,0,61,34
4191,4628,2025-10-03 19:20:49,9,19,0.23,0,47,32
4192,776,2025-02-17 10:13:25,5,0,0.15,0,51,38
4193,4623,2025-09-21 04:48:42,7,22,0.44,0,81,21
4194,93,2024-11-02 19:42:29,2,60,0.42,0,48,47
4195,4350,2025-11-20 00:40:17,1,31,0.38,1,55,28
4196,4564,2024-09-06 12:42:12,7,23,0.24,0,70,6
4197,681,2025-06-10 11:04:17,5,15,0.17,1,50,37
4198,3773,2024-06-26 15:55:37,9,22,0.29,0,68,29
4199,4703,2025-11-05 23:53:31,4,22,0.28,0,54,32
4200,650,2024-11-23 02:07:14,11,7,0.49,1,61,19
4201,1586,2024-02-07 04:29:29,0,10,0.25,0,48,40
4202,2199,2024-08-25 12:16:00,10,10,0.36,0,47,33
4203,1256,2024-03-08 04:55:31,0,26,0.27,0,59,45
4204,161,2025-08-30 01:48:58,0,12,0.49,0,93,13
4205,4710,2025-03-07 02:34:34,1,12,0.21,0,43,18
4206,4997,2024-09-21 06:43:42,0,26,0.25,0,69,24
4207,4803,2024-02-04 15:09:31,4,25,0.55,1,38,18
4208,4242,2024-09-23 05:00:11,8,18,0.41,0,101,40
4209,321,2024-02-08 22:48:53,2,24,0.16,0,39,56
4210,2320,2024-01-24 10:14:01,3,5,0.25,0,96,30
4211,4511,2024-11-25 01:59:05,10,8,0.48,0,59,25
4212,43,2025-10-28 05:55:40,3,44,0.39,0,57,23
4213,682,2024-07-14 07:37:27,2,37,0.23,0,45,20
4214,3857,2024-12-15 16:44:44,6,29,0.2,0,63,41
4215,1987,2025-08-18 06:57:51,1,12,0.59,0,63,12
4216,889,2025-09-15 01:42:45,1,18,0.14,0,65,43
4217,392,2025-09-24 04:13:27,1,25,0.46,1,75,32
4218,3162,2025-06-24 11:11:05,3,4,0.27,0,79,34
4219,524,2025-12-05 17:51:44,4,9,0.35,0,47,33
4220,2831,2025-07-16 06:08:37,9,20,0.38,0,55,27
4221,3225,2025-11-07 12:00:48,0,23,0.33,0,21,44
4222,2612,2025-05-14 20:12:21,0,16,0.23,1,66,51
4223,1803,2024-11-09 05:22:58,3,34,0.28,0,71,23
4224,1984,2025-06-05 08:19:03,9,25,0.37,1,10,31
4225,4086,2024-03-20 12:58:07,6,30,0.2,0,54,11
4226,3851,2025-01-29 01:39:50,4,27,0.18,0,61,26
4227,1279,2024-09-21 18:50:35,9,3,0.1,0,67,19
4228,3231,2024-10-28 23:24:32,5,16,0.21,0,60,34
4229,3593,2024-11-02 20:50:26,2,27,0.15,0,58,30
4230,528,2025-08-03 15:27:33,7,23,0.28,0,31,35
4231,1945,2024-09-11 09:50:46,1,32,0.23,0,82,22
4232,2940,2025-06-07 22:29:15,5,9,0.36,0,56,41
4233,2282,2025-11-24 17:12:02,4,17,0.16,1,55,48
4234,2121,2025-11-17 19:10:15,5,24,0.04,0,67,33
4235,3069,2024-08-18 03:25:49,1,12,0.1,0,95,19
4236,1855,2025-05-25 23:09:16,1,16,0.31,0,64,35
4237,153,2025-08-20 15:18:24,7,20,0.36,0,79,50
4238,1792,2024-02-09 15:47:07,2,20,0.53,0,34,21
4239,1787,2025-12-22 10:20:21,8,3,0.14,0,50,38
4240,2186,2024-12-11 16:01:57,7,20,0.36,0,87,57
4241,1373,2025-11-28 03:10:13,4,26,0.1,0,68,22
4242,1382,2024-04-18 23:35:21,8,15,0.31,0,86,41
4243,3944,2024-06-24 14:45:05,1,15,0.26,0,49,40
4244,1977,2024-03-20 16:40:00,6,8,0.43,0,38,16
4245,4518,2025-08-14 19:04:02,7,7,0.12,0,72,24
4246,1370,2025-05-25 10:31:42,8,18,0.21,0,97,12
4247,3586,2025-09-17 09:35:33,8,44,0.24,0,57,23
4248,3971,2024-03-11 03:51:21,8,25,0.64,0,86,21
4249,1059,2024-04-09 09:16:36,3,11,0.13,0,93,33
4250,428,2025-11-26 11:03:53,6,0,0.14,1,52,29
4251,3848,2025-03-01 18:55:25,6,24,0.34,1,73,32
4252,3249,2025-04-03 05:19:44,8,0,0.3,0,58,38
4253,1092,2025-03-27 02:40:20,3,18,0.37,0,61,26
4254,2904,2024-02-22 06:18:07,8,18,0.71,0,42,33
4255,2758,2025-10-10 05:00:32,5,0,0.28,0,58,28
4256,4683,2024-10-02 10:28:12,8,19,0.47,0,50,12
4257,3682,2024-06-12 07:37:09,3,20,0.24,0,103,30
4258,3114,2024-06-20 22:25:58,7,14,0.1,0,74,14
4259,645,2025-05-28 20:37:45,7,13,0.2,0,46,40
4260,4731,2024-10-07 09:42:40,5,16,0.41,0,89,41
4261,4694,2024-03-15 12:42:34,2,11,0.14,0,81,16
4262,3233,2025-12-19 21:46:24,3,11,0.56,0,73,37
4263,1665,2025-03-08 11:37:50,1,18,0.2,0,69,47
4264,4722,2024-06-06 08:45:54,7,7,0.19,0,105,31
4265,2018,2024-10-12 10:50:19,8,13,0.21,0,42,12
4266,274,2024-05-02 13:26:56,0,4,0.52,0,22,32
4267,2374,2025-06-14 19:25:33,6,9,0.29,0,87,32
4268,3668,2024-06-25 01:38:27,1,27,0.47,0,67,38
4269,764,2025-06-26 17:38:29,3,24,0.32,0,46,19
4270,2271,2025-03-04 22:28:52,5,24,0.47,0,65,38
4271,148,2025-08-20 16:27:33,8,15,0.11,0,61,35
4272,1680,2024-12-31 19:30:10,2,23,0.39,0,68,32
4273,1990,2024-07-01 02:01:55,6,9,0.31,0,49,21
4274,3856,2024-10-26 04:07:21,3,17,0.04,0,48,23
