user_id,register_dt,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card
2803,2024-07-21 19:27:18,21,F,2,graduate,single,2,private,3545.0,32,381,2,3,1
2804,2024-08-06 18:39:40,32,F,5,high,married,9,unemployed,5236.0,41,297,4,3,1
2805,2025-07-23 15:08:52,37,M,5,college,married,1,self_employed,4804.0,105,361,1,2,0
2806,2024-05-10 05:38:54,43,F,5,high,single,8,private,3413.0,28,472,2,1,0
2807,2025-01-01 21:11:40,21,M,2,college,married,9,private,3247.0,74,316,3,2,1
2808,2024-07-19 19:32:55,48,M,4,college,married,5,private,3238.0,79,292,5,2,1
2809,2024-05-16 11:50:28,35,F,3,college,married,7,self_employed,1795.0,22,126,4,1,1
2810,2025-11-26 23:49:06,51,F,1,high,married,6,state,5345.0,11,282,4,2,1
2811,2024-05-17 22:11:49,38,M,2,high,married,7,self_employed,2865.0,5,439,4,2,0
2812,2024-03-01 19:53:29,38,F,2,college,married,7,private,4910.0,95,351,1,2,0
2813,2025-04-28 23:23:18,44,M,3,college,married,2,unemployed,3694.0,35,372,5,1,0
2814,2025-09-17 03:08:57,49,F,5,college,single,7,private,5926.0,28,118,3,2,0
2815,2024-03-26 01:43:34,23,F,4,high,married,9,private,4382.0,110,431,2,3,1
2816,2025-05-23 17:25:30,37,F,2,high,married,3,unemployed,5010.0,72,289,5,2,0
2817,2025-01-21 18:39:24,19,M,3,high,married,3,self_employed,2959.0,3,255,3,1,0
2818,2025-08-20 21:56:09,36,F,2,college,single,3,state,2322.0,37,72,4,3,1
2819,2024-03-25 16:14:38,48,F,2,high,married,10,self_employed,3834.0,58,452,2,1,0
2820,2025-12-05 09:43:29,50,M,1,high,married,9,private,1861.0,58,332,3,1,0
2821,2025-03-19 22:49:10,28,M,3,college,divorced,3,private,3091.0,95,190,1,3,1
2822,2025-08-29 18:32:58,32,F,3,college,single,10,private,2401.0,97,291,3,1,1
2823,2024-09-13 05:34:39,38,M,4,college,married,8,private,2714.0,4,460,3,1,0
2824,2025-11-11 16:03:31,33,F,4,high,married,4,self_employed,4485.0,35,428,2,1,0
2825,2025-03-25 05:52:32,24,M,2,high,single,9,state,4383.0,73,184,5,3,0
2826,2024-03-25 15:54:20,29,F,4,college,married,10,private,3440.0,4,409,4,1,0
2827,2025-10-27 17:14:04,33,M,2,high,single,9,self_employed,4072.0,69,53,5,2,0
2828,2025-07-26 22:12:56,37,F,3,college,married,5,private,3013.0,10,245,1,2,0
2829,2024-07-30 03:31:38,52,F,3,middle,married,2,private,8513.0,69,297,3,1,1
2830,2025-01-25 08:14:17,38,M,1,college,single,1,private,4045.0,9,347,5,1,1
2831,2024-10-02 06:48:53,32,F,2,middle,married,9,self_employed,2961.0,89,50,1,1,0
2832,2025-01-23 18:02:34,43,F,2,college,divorced,8,private,4946.0,56,186,2,1,0
2833,2025-11-27 17:21:25,47,M,2,college,single,7,unemployed,5620.0,115,165,5,3,0
2834,2025-10-10 05:06:21,34,M,5,middle,married,0,self_employed,2777.0,10,224,1,3,1
2835,2024-05-29 08:15:44,36,F,2,high,single,10,self_employed,2216.0,105,361,3,2,1
2836,2025-12-02 10:00:10,26,F,3,high,single,1,self_employed,2375.0,50,85,1,2,1
2837,2024-11-07 16:48:12,50,M,5,college,married,6,state,2880.0,59,388,2,3,0
2838,2025-05-21 12:46:02,50,F,3,middle,single,10,unemployed,3572.0,84,95,5,3,1
2839,2025-07-03 21:11:19,24,M,3,high,married,2,state,2059.0,75,278,2,2,0
2840,2024-12-10 13:04:50,31,M,5,college,married,5,private,3145.0,106,419,3,3,0
2841,2024-11-21 08:38:04,28,F,2,college,married,9,private,3385.0,100,446,5,1,0
2842,2024-11-21 04:11:44,53,M,2,college,married,2,self_employed,4079.0,27,488,2,1,0
2843,2025-09-13 15:51:48,20,M,3,high,married,1,private,4510.0,33,244,4,3,0
2844,2024-10-01 00:42:08,25,M,3,graduate,married,5,self_employed,4190.0,106,270,3,2,0
2845,2024-07-15 08:15:15,29,M,4,middle,married,8,unemployed,6818.0,98,456,4,3,0
2846,2024-09-12 23:12:53,39,M,1,middle,married,6,private,5340.0,118,107,3,2,0
2847,2024-05-14 06:20:45,27,F,3,college,married,4,private,3935.0,110,460,5,1,0
2848,2024-10-04 19:11:59,38,M,4,high,single,7,private,2592.0,76,89,5,1,0
2849,2024-03-16 06:39:15,46,F,5,college,married,0,private,2874.0,116,91,5,2,1
2850,2024-02-27 12:28:36,49,F,2,high,single,3,self_employed,2208.0,89,70,2,1,0
2851,2025-06-04 09:51:21,21,M,2,high,single,9,private,3842.0,107,153,1,3,0
2852,2024-02-18 12:40:48,23,M,5,college,single,4,private,4089.0,58,446,1,1,1
2853,2025-02-10 18:57:14,21,F,3,high,single,10,state,4977.0,116,143,4,3,0
2854,2025-07-15 07:19:10,52,M,1,college,single,6,private,3998.0,9,249,5,1,0
2855,2025-06-04 20:55:00,42,M,1,college,married,10,private,5265.0,109,413,2,3,0
2856,2024-11-13 15:11:49,38,F,4,middle,married,6,private,5303.0,116,447,3,1,0
2857,2024-05-13 08:26:03,48,F,3,college,single,4,self_employed,2541.0,95,247,1,2,0
2858,2025-11-02 09:35:32,40,F,3,college,married,10,private,3037.0,114,213,3,1,1
2859,2025-08-24 16:01:07,26,M,4,college,married,2,private,3627.0,51,259,4,3,1
2860,2025-03-14 22:06:43,37,M,2,middle,married,4,private,2844.0,39,315,1,2,0
2861,2024-02-25 08:03:46,44,M,2,college,single,7,self_employed,3344.0,17,195,5,2,0
2862,2024-01-18 16:16:59,19,F,3,graduate,single,9,self_employed,4046.0,24,353,5,1,0
2863,2024-08-10 02:39:18,41,M,4,college,married,2,private,3487.0,104,414,5,1,1
2864,2024-04-16 23:48:32,36,M,2,high,married,10,state,3641.0,8,72,5,3,1
2865,2025-09-12 01:27:11,20,M,4,high,married,4,self_employed,2618.0,25,420,1,1,0
2866,2024-05-22 05:57:45,28,F,2,college,married,3,self_employed,4347.0,60,357,3,1,1
2867,2024-07-17 08:02:36,35,F,2,college,married,1,state,4237.0,44,76,3,2,0
2868,2025-12-05 06:53:42,31,M,5,graduate,married,0,self_employed,2788.0,111,410,1,2,1
2869,2025-08-12 07:54:52,29,M,1,graduate,married,6,private,2315.0,4,273,5,1,0
2870,2024-05-31 15:41:52,42,M,1,high,married,6,private,5600.0,5,59,1,3,0
2871,2024-09-28 23:40:30,33,M,4,college,married,1,self_employed,6713.0,33,86,4,1,1
2872,2025-01-03 12:02:22,36,M,2,middle,single,9,private,3953.0,74,76,2,2,1
2873,2025-04-21 22:00:56,48,M,3,middle,married,5,private,3208.0,43,233,3,3,1
2874,2025-11-06 09:49:11,21,F,4,middle,single,0,self_employed,5251.0,101,285,3,1,0
2875,2025-09-19 22:07:26,31,F,2,graduate,single,9,unemployed,4292.0,12,158,2,3,0
2876,2025-12-06 08:24:59,20,F,3,high,divorced,2,private,3382.0,46,488,3,1,1
2877,2024-01-22 16:06:25,53,F,2,high,single,7,self_employed,5109.0,78,64,4,1,0
2878,2024-06-13 13:02:05,25,M,1,high,married,7,private,2743.0,74,488,3,1,1
2879,2025-02-06 23:46:53,49,M,4,high,divorced,8,self_employed,2859.0,63,118,2,1,1
2880,2024-01-28 20:32:28,25,M,2,college,single,8,self_employed,4135.0,54,99,2,1,0
2881,2024-09-08 09:34:59,30,F,4,middle,single,10,self_employed,3789.0,12,271,4,3,0
2882,2024-04-14 03:06:14,41,M,5,high,single,0,unemployed,4551.0,8,393,2,2,1
2883,2025-11-04 00:45:25,49,M,4,high,married,4,unemployed,5528.0,7,348,3,3,0
2884,2024-02-08 05:30:53,24,M,2,college,single,4,unemployed,2115.0,61,407,5,2,0
2885,2024-04-10 08:02:36,26,M,2,college,single,4,state,3691.0,107,254,3,3,0
2886,2024-05-14 10:34:36,51,F,4,college,married,2,private,7082.0,11,445,2,2,0
2887,2024-04-10 11:22:03,30,F,3,high,single,2,private,2955.0,8,394,4,1,1
2888,2025-02-11 01:20:29,25,M,4,middle,married,10,private,2835.0,83,69,5,3,0
2889,2024-09-14 23:22:10,46,F,4,high,single,9,self_employed,1662.0,61,276,4,3,1
2890,2025-10-20 02:06:10,21,M,2,graduate,married,7,private,3773.0,38,488,3,3,1
2891,2024-07-01 09:31:56,50,M,1,high,married,6,unemployed,4461.0,3,377,4,3,1
2892,2025-01-19 04:04:29,51,M,3,high,single,5,private,4458.0,97,420,1,1,1
2893,2025-04-18 20:46:16,50,F,3,graduate,single,7,private,2533.0,80,374,1,2,0
2894,2025-03-24 23:20:13,29,F,2,graduate,single,9,private,3630.0,71,324,3,3,0
2895,2025-07-27 08:37:35,22,M,3,middle,single,4,private,3935.0,29,200,3,3,1
2896,2024-05-19 08:42:51,34,F,4,college,single,5,private,3708.0,113,80,5,1,0
2897,2024-12-28 10:37:53,30,M,2,high,married,10,state,2482.0,8,186,3,3,0
2898,2025-07-30 10:13:30,54,M,2,high,single,10,private,3741.0,89,158,5,3,1
2899,2025-09-14 00:02:44,42,F,4,high,single,2,self_employed,2738.0,88,376,4,2,1
2900,2025-03-18 23:39:42,53,F,4,graduate,single,2,private,1891.0,87,206,2,3,0
2901,2025-04-12 21:08:09,46,F,5,high,married,2,self_employed,4621.0,73,209,5,1,1
2902,2025-09-14 19:40:38,45,F,2,college,single,0,self_employed,3824.0,37,436,1,2,1
2903,2025-03-24 03:44:42,22,M,4,middle,married,7,private,4479.0,55,138,4,1,1
2904,2025-11-15 15:43:52,20,F,4,college,married,4,private,3020.0,54,393,3,2,1
2905,2024-03-26 03:26:35,19,F,4,college,single,0,self_employed,4534.0,104,208,4,1,0
2906,2024-09-02 23:13:17,40,M,2,college,single,2,self_employed,5207.0,90,474,1,2,1
2907,2024-03-14 21:25:49,25,M,1,graduate,single,5,private,6727.0,58,480,2,2,1
2908,2024-02-28 02:56:42,55,F,3,college,married,9,self_employed,4841.0,87,240,2,1,0
2909,2024-12-02 12:24:33,23,M,2,college,single,7,private,4166.0,117,402,3,2,1
2910,2024-06-05 22:16:31,53,M,2,high,single,5,private,2246.0,84,463,5,2,0
2911,2024-10-16 05:23:40,43,F,5,graduate,married,2,private,3508.0,43,322,5,3,1
2912,2024-11-07 14:59:03,22,F,2,high,married,3,self_employed,2213.0,1,453,4,3,1
2913,2025-03-21 06:34:50,20,F,5,high,single,8,private,2734.0,106,358,1,1,0
2914,2025-11-13 08:33:09,33,F,3,college,married,8,state,7218.0,3,58,4,2,0
2915,2025-09-04 01:16:25,30,M,4,high,single,9,private,2545.0,62,324,5,3,0
2916,2024-09-25 03:59:17,29,F,2,college,single,5,private,1604.0,9,157,3,1,0
2917,2024-08-17 16:14:47,38,M,3,high,single,3,private,4840.0,106,316,1,3,0
2918,2025-07-08 15:56:48,22,F,3,high,married,5,private,2877.0,4,410,1,2,0
2919,2024-03-23 06:23:16,22,M,5,graduate,single,9,self_employed,4764.0,83,139,5,1,0
2920,2025-01-21 13:09:05,44,F,2,graduate,married,1,self_employed,2417.0,93,349,1,2,1
2921,2024-10-27 19:14:52,55,F,2,high,married,9,private,3137.0,88,294,2,1,0
2922,2024-05-05 10:48:34,28,F,5,graduate,married,10,private,5533.0,66,150,4,2,0
2923,2025-03-18 00:10:59,53,M,1,high,single,9,private,2292.0,71,392,1,1,0
2924,2024-08-14 03:15:42,31,M,3,high,single,7,self_employed,3432.0,61,402,3,1,0
2925,2024-05-07 11:41:23,30,M,1,graduate,married,4,state,4032.0,91,53,4,3,0
2926,2025-04-13 19:55:18,21,M,1,college,single,9,self_employed,2831.0,11,192,3,3,1
2927,2024-04-29 03:57:05,34,F,3,college,married,1,private,3963.0,107,83,5,1,0
2928,2025-04-28 04:23:29,36,M,3,high,single,8,state,3661.0,93,321,1,1,1
2929,2024-04-20 07:53:07,43,F,3,high,married,4,state,4390.0,117,447,3,3,0
2930,2024-11-05 08:59:26,24,M,3,middle,married,5,state,6938.0,12,471,2,2,0
2931,2025-08-04 20:02:11,25,M,4,graduate,married,5,private,9287.0,26,228,3,3,1
2932,2024-06-07 21:52:15,34,F,5,high,married,0,private,4282.0,27,158,1,2,0
2933,2025-07-06 08:50:23,20,M,2,high,single,10,private,3503.0,50,191,4,3,0
2934,2025-06-02 23:48:24,23,M,2,middle,single,7,unemployed,4249.0,99,74,2,3,0
2935,2025-10-12 22:33:07,41,M,2,college,single,6,private,3357.0,95,207,5,3,1
2936,2024-04-25 06:39:20,54,M,4,high,married,1,self_employed,2089.0,84,347,5,3,0
2937,2025-05-29 00:50:24,39,F,2,college,single,8,unemployed,3582.0,48,58,2,1,0
2938,2025-11-06 18:27:10,23,M,4,college,single,10,state,5317.0,12,378,4,3,1
2939,2025-07-03 00:05:15,55,M,3,middle,single,8,private,2181.0,84,430,3,3,1
2940,2024-05-09 04:04:14,37,F,3,middle,single,2,private,2580.0,9,190,5,3,1
2941,2025-08-15 04:15:55,45,M,4,high,married,1,self_employed,2970.0,25,396,5,2,0
2942,2024-03-11 08:06:45,25,F,3,college,married,4,unemployed,4148.0,49,261,5,1,1
2943,2025-02-25 20:33:06,39,M,3,college,single,0,unemployed,8366.0,94,495,2,2,0
2944,2024-12-21 06:47:15,20,F,2,high,single,6,private,2743.0,73,275,3,3,0
2945,2025-01-14 16:30:42,41,M,3,college,married,5,unemployed,3759.0,13,320,1,3,0
2946,2025-01-06 06:30:32,25,M,2,high,married,5,private,3648.0,30,417,2,3,1
2947,2024-01-15 23:28:18,52,F,4,college,married,10,state,3277.0,102,173,2,3,0
2948,2024-12-28 23:32:23,20,F,3,graduate,married,7,private,3581.0,71,362,3,3,0
2949,2025-11-06 19:45:42,42,F,2,college,married,4,private,3094.0,79,433,5,1,0
2950,2024-11-06 18:24:51,23,F,2,middle,married,8,state,9509.0,44,173,1,3,1
2951,2024-07-13 03:30:59,44,M,3,high,married,4,private,4733.0,98,413,3,3,1
2952,2025-12-19 05:09:24,36,F,5,graduate,married,8,unemployed,3104.0,71,173,5,1,0
2953,2024-03-05 06:20:50,54,F,2,high,married,10,private,5510.0,10,325,2,1,0
2954,2024-12-12 23:38:10,42,M,2,college,married,9,self_employed,3983.0,88,196,5,1,0
2955,2025-01-01 04:42:49,32,M,3,graduate,single,5,private,3716.0,35,333,1,2,0
2956,2024-12-06 21:37:26,21,M,5,college,single,5,private,3416.0,102,115,3,3,1
2957,2025-10-26 20:38:20,40,F,4,college,married,4,private,3336.0,77,415,5,3,0
2958,2024-10-26 21:20:29,34,M,2,college,married,5,self_employed,2376.0,24,110,2,1,0
2959,2025-12-03 12:14:41,19,M,3,graduate,single,10,self_employed,2027.0,4,201,4,3,0
2960,2024-02-10 18:47:13,40,F,4,high,single,9,private,4145.0,11,418,1,1,0
2961,2025-06-11 18:33:49,25,F,4,graduate,single,6,private,3404.0,30,93,3,2,1
2962,2025-02-28 20:36:00,26,M,3,high,single,3,private,4950.0,15,425,1,3,1
2963,2024-06-16 14:21:51,18,F,4,college,married,4,state,2667.0,80,230,1,2,1
2964,2024-06-07 09:59:43,32,M,3,graduate,married,2,self_employed,2479.0,20,167,2,3,0
2965,2025-06-01 08:47:54,26,F,2,college,married,2,self_employed,4777.0,54,424,5,2,1
2966,2025-04-02 10:54:33,20,M,1,high,single,0,private,3283.0,39,433,5,2,0
2967,2025-03-14 03:41:50,34,M,2,middle,single,8,private,4912.0,79,438,1,3,0
2968,2024-01-30 02:36:08,26,F,1,college,single,8,private,3684.0,4,307,1,1,1
2969,2025-03-04 10:54:39,23,M,3,college,single,1,unemployed,7024.0,49,139,4,3,0
2970,2025-12-09 09:54:07,35,M,4,high,married,7,state,4743.0,100,371,5,2,0
2971,2024-01-05 15:30:07,20,M,4,college,single,1,private,4202.0,30,367,3,3,0
2972,2024-11-30 08:58:08,55,F,1,graduate,married,3,self_employed,4817.0,102,447,3,1,1
2973,2024-12-18 21:29:43,35,F,1,college,married,2,state,3309.0,21,382,4,3,0
2974,2025-10-08 15:09:14,55,F,3,college,single,1,private,2049.0,86,189,3,1,1
2975,2024-07-17 11:27:37,51,F,3,graduate,single,8,private,4131.0,34,251,4,2,0
2976,2024-12-05 03:49:54,55,F,2,college,single,0,self_employed,7184.0,43,348,1,1,0
2977,2025-05-30 13:12:13,38,M,4,middle,single,4,self_employed,1633.0,63,400,1,3,0
2978,2024-02-06 00:59:45,34,M,2,graduate,married,5,private,4291.0,85,189,1,3,1
2979,2025-07-30 19:05:04,45,F,1,college,married,6,private,2127.0,64,167,2,3,1
2980,2025-08-15 05:10:52,21,F,4,graduate,married,2,private,3611.0,69,457,3,2,0
2981,2025-06-01 08:12:55,49,F,3,college,married,5,self_employed,3744.0,35,497,2,1,1
2982,2025-04-10 04:10:44,30,F,3,college,married,8,private,4729.0,80,185,3,1,0
2983,2025-06-21 18:08:42,18,M,4,high,married,4,private,3919.0,9,79,1,1,1
2984,2025-07-16 16:23:00,27,F,5,middle,single,10,private,5888.0,11,332,3,2,0
2985,2025-10-13 11:28:49,27,F,1,high,single,4,unemployed,5477.0,20,57,1,2,0
2986,2024-10-31 13:32:09,18,F,3,college,single,8,private,3399.0,105,136,2,1,1
2987,2024-11-20 22:06:23,43,F,2,college,single,1,private,5340.0,74,287,4,3,0
2988,2025-04-02 16:39:06,21,F,3,middle,married,9,private,3263.0,42,216,1,3,1
2989,2024-05-12 22:55:28,50,F,3,high,single,5,self_employed,3073.0,76,72,4,2,0
2990,2025-09-09 01:07:55,35,M,3,college,married,10,self_employed,2389.0,33,208,2,1,0
2991,2025-07-08 11:23:37,45,F,2,high,single,7,unemployed,5763.0,88,354,5,2,0
2992,2025-03-28 16:15:59,30,M,4,middle,married,8,private,3278.0,47,388,4,1,0
2993,2024-07-31 04:55:57,23,M,3,middle,single,1,private,1560.0,75,389,5,1,0
2994,2024-09-02 19:14:31,24,M,4,college,single,6,private,4402.0,30,179,4,2,0
2995,2024-11-05 12:45:16,42,M,2,college,married,8,self_employed,3128.0,5,349,3,1,1
2996,2025-04-20 15:31:06,45,M,4,college,single,8,self_employed,3280.0,120,197,1,1,0
2997,2025-07-13 23:10:14,28,F,3,high,married,4,private,3355.0,79,343,1,3,0
2998,2025-04-27 10:53:07,31,F,3,middle,married,6,state,3236.0,78,54,4,1,1
2999,2025-11-01 20:25:20,53,F,4,college,single,1,private,9459.0,73,234,4,3,0
3000,2025-11-24 05:29:00,50,M,4,graduate,single,4,self_employed,6516.0,108,192,1,3,1
3001,2025-05-21 13:56:52,33,M,3,high,single,5,private,4650.0,3,350,1,2,0
3002,2024-09-19 18:23:01,27,F,3,college,single,0,private,3962.0,115,172,4,3,1
3003,2025-03-05 07:41:13,29,F,3,college,married,10,private,5405.0,56,185,1,2,1
3004,2024-10-29 07:25:57,38,M,3,graduate,married,7,private,3965.0,70,295,3,3,0
3005,2025-03-27 05:46:25,39,F,3,high,single,2,private,4844.0,113,344,2,3,0
3006,2025-08-07 20:23:39,24,F,4,middle,married,9,self_employed,4427.0,97,231,4,3,0
3007,2024-09-18 14:42:15,20,F,3,middle,married,7,self_employed,3808.0,43,452,1,2,0
3008,2024-12-27 04:57:20,36,F,3,college,single,7,state,5060.0,109,492,1,1,0
3009,2024-01-26 07:33:05,48,F,3,college,single,10,private,3143.0,10,323,1,1,1
3010,2025-06-13 16:45:38,23,F,5,high,married,4,self_employed,3716.0,19,296,4,3,1
3011,2024-12-15 14:13:21,33,M,2,middle,married,3,self_employed,2584.0,28,284,4,3,0
3012,2024-11-23 14:06:35,24,M,2,middle,single,6,state,2691.0,33,82,4,3,1
3013,2025-01-15 16:11:12,27,M,2,college,married,9,self_employed,1502.0,81,235,3,2,0
3014,2024-05-29 07:28:29,41,F,4,graduate,single,8,self_employed,4272.0,49,415,1,2,0
3015,2025-03-04 12:23:25,28,F,3,high,married,8,self_employed,4703.0,103,362,2,2,0
3016,2025-06-19 23:58:16,28,M,3,college,married,8,private,5324.0,75,74,1,3,0
3017,2024-09-04 06:19:36,55,F,2,college,single,0,state,2475.0,73,112,1,1,0
3018,2024-03-28 17:50:18,24,M,4,college,married,5,private,4247.0,93,427,4,2,0
3019,2024-10-01 09:22:13,25,M,3,college,married,3,self_employed,3640.0,50,381,3,2,0
3020,2024-05-16 23:11:08,53,F,3,high,married,3,self_employed,4713.0,42,232,3,3,1
3021,2024-09-21 23:24:54,38,M,1,college,married,9,unemployed,2899.0,13,474,1,1,1
3022,2025-03-25 13:58:25,19,M,1,college,married,4,private,3237.0,102,77,4,3,1
3023,2024-03-15 18:40:24,34,M,1,graduate,single,9,state,2114.0,28,393,5,2,0
3024,2025-06-21 12:10:00,39,M,2,college,single,9,self_employed,2833.0,79,490,1,3,1
3025,2024-06-04 23:13:50,27,F,3,high,married,5,self_employed,3645.0,95,247,5,2,0
3026,2025-10-07 02:55:54,38,F,2,college,married,1,self_employed,3870.0,45,273,1,3,0
3027,2025-06-10 16:24:52,42,F,2,college,single,7,private,2018.0,20,145,5,1,0
3028,2024-07-09 23:42:55,27,F,1,high,divorced,9,unemployed,3044.0,82,435,4,3,0
3029,2025-02-07 03:44:57,48,M,2,graduate,married,4,unemployed,3851.0,40,377,5,1,0
3030,2024-03-13 19:53:20,35,F,1,high,single,2,unemployed,5960.0,103,239,1,2,1
3031,2024-03-05 19:25:57,54,M,2,graduate,single,5,state,2709.0,54,155,3,3,1
3032,2025-11-20 21:56:14,21,M,1,high,married,10,self_employed,4322.0,41,258,1,2,0
3033,2025-07-31 18:35:48,30,F,4,middle,single,5,private,2991.0,88,253,3,3,1
3034,2024-04-14 17:29:32,45,M,5,college,divorced,4,private,3115.0,47,213,1,3,0
3035,2024-07-17 08:42:57,52,M,3,college,married,4,private,2678.0,96,428,1,3,0
3036,2024-05-16 07:07:31,26,M,1,college,single,8,state,2526.0,84,216,5,2,0
3037,2024-10-07 11:13:25,55,F,5,college,single,3,unemployed,3084.0,107,101,4,3,0
3038,2024-07-23 16:05:31,25,M,5,middle,single,8,state,5254.0,52,407,2,1,0
3039,2024-08-19 11:39:30,33,M,3,graduate,married,10,private,2795.0,11,379,3,1,0
3040,2025-01-13 10:56:11,29,F,1,college,single,8,self_employed,2647.0,22,63,3,2,0
3041,2024-05-10 00:13:07,34,M,4,high,married,10,state,3917.0,1,363,4,2,1
3042,2025-09-28 11:06:14,52,F,5,college,married,8,private,3648.0,103,270,3,2,1
3043,2025-06-07 04:27:13,45,M,4,middle,married,9,state,3555.0,30,353,2,2,1
3044,2025-07-01 04:45:58,48,F,3,middle,single,0,state,3979.0,25,169,2,2,0
3045,2024-04-25 17:14:28,27,F,3,college,single,3,state,2557.0,73,130,5,3,0
3046,2025-05-23 22:55:13,53,M,5,college,married,3,self_employed,2658.0,30,301,1,3,0
3047,2025-08-25 11:00:39,34,F,1,college,single,9,private,5142.0,118,74,3,2,1
3048,2024-04-29 21:09:48,42,M,2,graduate,single,2,private,3460.0,105,147,2,3,0
3049,2025-06-24 10:23:29,44,F,4,high,divorced,10,state,4486.0,55,70,2,1,1
3050,2024-09-10 02:35:58,43,F,2,graduate,married,7,unemployed,5588.0,78,207,1,1,1
3051,2025-07-20 22:23:19,40,F,3,middle,married,1,private,4895.0,47,458,1,3,0
3052,2024-12-07 05:39:15,36,F,2,middle,single,7,self_employed,2254.0,52,290,5,3,1
3053,2025-07-31 14:41:47,42,F,2,high,married,3,state,3495.0,58,383,5,2,0
3054,2024-04-09 14:54:09,52,F,1,middle,married,3,private,5241.0,46,384,4,1,0
3055,2024-10-03 00:40:57,32,M,3,high,married,10,private,4372.0,53,107,5,1,0
3056,2024-07-10 14:29:18,37,F,3,college,single,8,private,3883.0,22,476,5,2,0
3057,2024-06-22 07:20:25,24,F,3,college,married,8,private,2051.0,79,119,1,1,0
3058,2024-08-05 01:59:51,31,F,2,college,single,3,private,2934.0,9,159,5,3,0
3059,2024-09-28 04:14:20,47,M,5,middle,married,7,self_employed,3730.0,110,345,5,1,0
3060,2024-03-25 21:52:44,42,M,3,college,married,3,state,2210.0,110,267,1,3,0
3061,2025-05-23 04:05:13,26,F,5,high,married,6,state,4807.0,25,146,5,2,1
3062,2025-01-28 16:11:57,38,F,2,college,single,4,private,3494.0,6,207,4,1,0
3063,2025-08-20 08:48:13,48,M,1,college,married,6,private,1821.0,58,234,5,1,0
3064,2025-05-21 16:05:38,22,M,4,high,married,8,self_employed,2986.0,8,323,3,3,1
3065,2024-04-10 19:14:31,20,M,4,college,single,3,unemployed,3294.0,49,406,4,2,1
3066,2024-02-13 01:12:07,32,M,1,graduate,single,0,self_employed,3479.0,91,215,4,3,1
3067,2024-10-27 15:36:24,42,F,3,high,married,1,private,5984.0,38,226,4,1,0
3068,2024-12-09 05:16:36,29,M,3,college,married,9,unemployed,4458.0,108,93,5,1,0
3069,2024-06-16 09:10:33,49,M,2,graduate,married,10,self_employed,2258.0,2,480,1,1,1
3070,2025-07-17 00:20:24,50,M,3,high,single,7,private,2162.0,86,327,2,2,1
3071,2025-02-20 13:19:31,38,M,2,high,single,1,private,3316.0,61,167,1,2,0
3072,2025-06-22 00:47:13,32,F,1,high,single,6,private,3805.0,30,66,4,3,1
3073,2024-03-12 13:51:49,19,M,4,college,divorced,4,self_employed,5153.0,52,478,1,3,0
3074,2025-08-10 00:04:50,49,M,3,high,married,2,state,6671.0,33,69,2,1,1
3075,2024-05-22 10:42:15,52,M,4,high,divorced,4,private,6799.0,75,132,4,2,0
3076,2024-11-15 05:10:33,34,F,4,high,married,8,private,3119.0,116,448,5,2,0
3077,2024-11-08 17:47:21,37,F,5,graduate,single,10,private,5050.0,61,202,2,1,0
3078,2025-08-14 00:09:36,46,M,3,college,married,9,self_employed,4226.0,85,442,2,2,0
3079,2024-07-13 02:21:15,44,F,3,college,single,2,state,2485.0,74,298,1,3,1
3080,2024-06-16 17:59:37,23,M,2,graduate,single,5,private,1880.0,100,303,2,2,0
3081,2024-08-27 22:17:05,43,F,3,college,single,5,state,3829.0,68,470,4,1,0
3082,2024-09-12 09:24:03,53,M,3,graduate,single,3,unemployed,2157.0,54,58,5,2,1
3083,2024-05-04 15:07:52,46,F,4,high,single,4,private,2703.0,15,206,3,1,0
3084,2024-04-30 17:44:58,36,F,2,high,married,4,state,2865.0,94,204,1,1,0
3085,2024-06-09 21:03:05,37,M,2,college,married,0,private,3931.0,108,380,2,1,0
3086,2024-11-29 06:19:44,27,M,4,high,married,4,private,5700.0,118,206,3,2,0
3087,2024-08-30 15:35:31,43,M,4,high,single,4,self_employed,3657.0,88,447,4,3,0
3088,2024-10-05 04:53:29,27,M,2,college,married,3,unemployed,3015.0,43,375,3,3,1
3089,2025-05-31 21:51:40,30,M,4,college,single,6,private,1765.0,85,459,5,1,1
3090,2024-06-16 21:02:35,28,M,3,high,single,7,private,4275.0,39,416,3,2,0
3091,2025-10-18 05:18:48,30,F,4,high,single,0,private,3678.0,108,386,3,3,0
3092,2025-06-24 19:11:52,31,M,3,high,single,3,state,3004.0,6,209,1,2,1
3093,2024-04-29 12:31:15,21,F,3,middle,married,0,private,5476.0,108,378,5,1,0
3094,2024-08-09 02:35:43,45,M,1,high,married,9,private,2400.0,89,240,1,3,0
3095,2024-05-05 23:49:08,34,M,2,college,single,10,private,2865.0,107,204,2,1,1
3096,2024-07-10 03:31:54,54,M,4,college,married,5,self_employed,3342.0,29,151,3,1,1
3097,2024-09-15 19:29:50,24,F,3,high,single,10,unemployed,2991.0,61,454,5,1,1
3098,2024-03-28 13:11:54,43,M,1,high,single,6,private,4415.0,31,378,3,1,0
3099,2024-01-03 12:53:15,24,M,2,college,married,9,self_employed,4283.0,86,72,3,3,0
3100,2024-11-08 08:09:22,38,F,3,high,married,10,self_employed,5260.0,76,207,5,2,1
