loan_id,app_id,user_id,disburse_dt,principal,term_days,days_since_disburse,dpd_start_day,dpd_max_180d,paid_off_dt,chargeoff_dt,snapshot_dt,mob,dpd,dpd_bucket,is_active
1541,3575,208,2025-09-14 13:24:52,4597,60,0,24,25,2025-11-21 13:24:52,,2025-09-14 13:24:52,0,0,M0,1
1541,3575,208,2025-09-14 13:24:52,4597,60,30,24,25,2025-11-21 13:24:52,,2025-10-14 13:24:52,1,6,M1,1
1541,3575,208,2025-09-14 13:24:52,4597,60,60,24,25,2025-11-21 13:24:52,,2025-11-13 13:24:52,2,25,M1,1
1541,3575,208,2025-09-14 13:24:52,4597,60,90,24,25,2025-11-21 13:24:52,,2025-12-13 13:24:52,3,25,M1,0
1542,3577,1718,2024-12-19 18:21:14,811,21,0,25,5,2025-01-19 18:21:14,,2024-12-19 18:21:14,0,0,M0,1
1542,3577,1718,2024-12-19 18:21:14,811,21,30,25,5,2025-01-19 18:21:14,,2025-01-18 18:21:14,1,5,M1,1
1542,3577,1718,2024-12-19 18:21:14,811,21,60,25,5,2025-01-19 18:21:14,,2025-02-17 18:21:14,2,5,M1,0
1542,3577,1718,2024-12-19 18:21:14,811,21,90,25,5,2025-01-19 18:21:14,,2025-03-19 18:21:14,3,5,M1,0
1542,3577,1718,2024-12-19 18:21:14,811,21,120,25,5,2025-01-19 18:21:14,,2025-04-18 18:21:14,4,5,M1,0
1542,3577,1718,2024-12-19 18:21:14,811,21,150,25,5,2025-01-19 18:21:14,,2025-05-18 18:21:14,5,5,M1,0
1542,3577,1718,2024-12-19 18:21:14,811,21,180,25,5,2025-01-19 18:21:14,,2025-06-17 18:21:14,6,5,M1,0
1543,3582,4966,2025-11-15 06:28:20,2552,90,0,999,0,2026-02-17 06:28:20,,2025-11-15 06:28:20,0,0,M0,1
1543,3582,4966,2025-11-15 06:28:20,2552,90,30,999,0,2026-02-17 06:28:20,,2025-12-15 06:28:20,1,0,M0,1
1544,3584,3853,2024-04-17 09:31:52,4596,7,0,999,0,2024-04-28 09:31:52,,2024-04-17 09:31:52,0,0,M0,1
1544,3584,3853,2024-04-17 09:31:52,4596,7,30,999,0,2024-04-28 09:31:52,,2024-05-17 09:31:52,1,0,M0,0
1544,3584,3853,2024-04-17 09:31:52,4596,7,60,999,0,2024-04-28 09:31:52,,2024-06-16 09:31:52,2,0,M0,0
1544,3584,3853,2024-04-17 09:31:52,4596,7,90,999,0,2024-04-28 09:31:52,,2024-07-16 09:31:52,3,0,M0,0
1544,3584,3853,2024-04-17 09:31:52,4596,7,120,999,0,2024-04-28 09:31:52,,2024-08-15 09:31:52,4,0,M0,0
1544,3584,3853,2024-04-17 09:31:52,4596,7,150,999,0,2024-04-28 09:31:52,,2024-09-14 09:31:52,5,0,M0,0
1544,3584,3853,2024-04-17 09:31:52,4596,7,180,999,0,2024-04-28 09:31:52,,2024-10-14 09:31:52,6,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,0,999,0,2025-02-27 07:15:35,,2025-02-19 07:15:35,0,0,M0,1
1545,3586,1118,2025-02-19 07:15:35,2814,7,30,999,0,2025-02-27 07:15:35,,2025-03-21 07:15:35,1,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,60,999,0,2025-02-27 07:15:35,,2025-04-20 07:15:35,2,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,90,999,0,2025-02-27 07:15:35,,2025-05-20 07:15:35,3,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,120,999,0,2025-02-27 07:15:35,,2025-06-19 07:15:35,4,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,150,999,0,2025-02-27 07:15:35,,2025-07-19 07:15:35,5,0,M0,0
1545,3586,1118,2025-02-19 07:15:35,2814,7,180,999,0,2025-02-27 07:15:35,,2025-08-18 07:15:35,6,0,M0,0
1546,3589,4208,2025-07-07 20:55:31,894,21,0,70,15,2025-08-11 20:55:31,,2025-07-07 20:55:31,0,0,M0,1
1546,3589,4208,2025-07-07 20:55:31,894,21,30,70,15,2025-08-11 20:55:31,,2025-08-06 20:55:31,1,0,M0,1
1546,3589,4208,2025-07-07 20:55:31,894,21,60,70,15,2025-08-11 20:55:31,,2025-09-05 20:55:31,2,0,M0,0
1546,3589,4208,2025-07-07 20:55:31,894,21,90,70,15,2025-08-11 20:55:31,,2025-10-05 20:55:31,3,15,M1,0
1546,3589,4208,2025-07-07 20:55:31,894,21,120,70,15,2025-08-11 20:55:31,,2025-11-04 20:55:31,4,15,M1,0
1546,3589,4208,2025-07-07 20:55:31,894,21,150,70,15,2025-08-11 20:55:31,,2025-12-04 20:55:31,5,15,M1,0
1547,3590,902,2025-06-21 11:38:54,3361,30,0,999,0,2025-07-28 11:38:54,,2025-06-21 11:38:54,0,0,M0,1
1547,3590,902,2025-06-21 11:38:54,3361,30,30,999,0,2025-07-28 11:38:54,,2025-07-21 11:38:54,1,0,M0,1
1547,3590,902,2025-06-21 11:38:54,3361,30,60,999,0,2025-07-28 11:38:54,,2025-08-20 11:38:54,2,0,M0,0
1547,3590,902,2025-06-21 11:38:54,3361,30,90,999,0,2025-07-28 11:38:54,,2025-09-19 11:38:54,3,0,M0,0
1547,3590,902,2025-06-21 11:38:54,3361,30,120,999,0,2025-07-28 11:38:54,,2025-10-19 11:38:54,4,0,M0,0
1547,3590,902,2025-06-21 11:38:54,3361,30,150,999,0,2025-07-28 11:38:54,,2025-11-18 11:38:54,5,0,M0,0
1547,3590,902,2025-06-21 11:38:54,3361,30,180,999,0,2025-07-28 11:38:54,,2025-12-18 11:38:54,6,0,M0,0
1548,3591,1436,2025-05-31 11:59:52,2859,60,0,999,0,2025-08-09 11:59:52,,2025-05-31 11:59:52,0,0,M0,1
1548,3591,1436,2025-05-31 11:59:52,2859,60,30,999,0,2025-08-09 11:59:52,,2025-06-30 11:59:52,1,0,M0,1
1548,3591,1436,2025-05-31 11:59:52,2859,60,60,999,0,2025-08-09 11:59:52,,2025-07-30 11:59:52,2,0,M0,1
1548,3591,1436,2025-05-31 11:59:52,2859,60,90,999,0,2025-08-09 11:59:52,,2025-08-29 11:59:52,3,0,M0,0
1548,3591,1436,2025-05-31 11:59:52,2859,60,120,999,0,2025-08-09 11:59:52,,2025-09-28 11:59:52,4,0,M0,0
1548,3591,1436,2025-05-31 11:59:52,2859,60,150,999,0,2025-08-09 11:59:52,,2025-10-28 11:59:52,5,0,M0,0
1548,3591,1436,2025-05-31 11:59:52,2859,60,180,999,0,2025-08-09 11:59:52,,2025-11-27 11:59:52,6,0,M0,0
1549,3592,957,2025-12-05 22:13:07,2563,90,0,999,0,2026-03-14 22:13:07,,2025-12-05 22:13:07,0,0,M0,1
1550,3593,528,2024-12-09 17:31:46,2431,90,0,26,25,2025-03-13 17:31:46,,2024-12-09 17:31:46,0,0,M0,1
1550,3593,528,2024-12-09 17:31:46,2431,90,30,26,25,2025-03-13 17:31:46,,2025-01-08 17:31:46,1,4,M1,1
1550,3593,528,2024-12-09 17:31:46,2431,90,60,26,25,2025-03-13 17:31:46,,2025-02-07 17:31:46,2,25,M1,1
1550,3593,528,2024-12-09 17:31:46,2431,90,90,26,25,2025-03-13 17:31:46,,2025-03-09 17:31:46,3,25,M1,1
1550,3593,528,2024-12-09 17:31:46,2431,90,120,26,25,2025-03-13 17:31:46,,2025-04-08 17:31:46,4,25,M1,0
1550,3593,528,2024-12-09 17:31:46,2431,90,150,26,25,2025-03-13 17:31:46,,2025-05-08 17:31:46,5,25,M1,0
1550,3593,528,2024-12-09 17:31:46,2431,90,180,26,25,2025-03-13 17:31:46,,2025-06-07 17:31:46,6,25,M1,0
1551,3602,2274,2024-08-17 03:56:16,4253,60,0,999,0,2024-10-28 03:56:16,,2024-08-17 03:56:16,0,0,M0,1
1551,3602,2274,2024-08-17 03:56:16,4253,60,30,999,0,2024-10-28 03:56:16,,2024-09-16 03:56:16,1,0,M0,1
1551,3602,2274,2024-08-17 03:56:16,4253,60,60,999,0,2024-10-28 03:56:16,,2024-10-16 03:56:16,2,0,M0,1
1551,3602,2274,2024-08-17 03:56:16,4253,60,90,999,0,2024-10-28 03:56:16,,2024-11-15 03:56:16,3,0,M0,0
1551,3602,2274,2024-08-17 03:56:16,4253,60,120,999,0,2024-10-28 03:56:16,,2024-12-15 03:56:16,4,0,M0,0
1551,3602,2274,2024-08-17 03:56:16,4253,60,150,999,0,2024-10-28 03:56:16,,2025-01-14 03:56:16,5,0,M0,0
1551,3602,2274,2024-08-17 03:56:16,4253,60,180,999,0,2024-10-28 03:56:16,,2025-02-13 03:56:16,6,0,M0,0
1552,3607,2241,2025-03-17 13:27:02,4294,60,0,999,0,2025-05-29 13:27:02,,2025-03-17 13:27:02,0,0,M0,1
1552,3607,2241,2025-03-17 13:27:02,4294,60,30,999,0,2025-05-29 13:27:02,,2025-04-16 13:27:02,1,0,M0,1
1552,3607,2241,2025-03-17 13:27:02,4294,60,60,999,0,2025-05-29 13:27:02,,2025-05-16 13:27:02,2,0,M0,1
1552,3607,2241,2025-03-17 13:27:02,4294,60,90,999,0,2025-05-29 13:27:02,,2025-06-15 13:27:02,3,0,M0,0
1552,3607,2241,2025-03-17 13:27:02,4294,60,120,999,0,2025-05-29 13:27:02,,2025-07-15 13:27:02,4,0,M0,0
1552,3607,2241,2025-03-17 13:27:02,4294,60,150,999,0,2025-05-29 13:27:02,,2025-08-14 13:27:02,5,0,M0,0
1552,3607,2241,2025-03-17 13:27:02,4294,60,180,999,0,2025-05-29 13:27:02,,2025-09-13 13:27:02,6,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,0,999,0,2024-03-10 15:01:00,,2024-02-10 15:01:00,0,0,M0,1
1553,3611,3480,2024-02-10 15:01:00,4080,21,30,999,0,2024-03-10 15:01:00,,2024-03-11 15:01:00,1,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,60,999,0,2024-03-10 15:01:00,,2024-04-10 15:01:00,2,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,90,999,0,2024-03-10 15:01:00,,2024-05-10 15:01:00,3,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,120,999,0,2024-03-10 15:01:00,,2024-06-09 15:01:00,4,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,150,999,0,2024-03-10 15:01:00,,2024-07-09 15:01:00,5,0,M0,0
1553,3611,3480,2024-02-10 15:01:00,4080,21,180,999,0,2024-03-10 15:01:00,,2024-08-08 15:01:00,6,0,M0,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,0,57,5,2025-07-02 10:29:34,,2025-06-04 10:29:34,0,0,M0,1
1554,3612,2024,2025-06-04 10:29:34,1202,14,30,57,5,2025-07-02 10:29:34,,2025-07-04 10:29:34,1,0,M0,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,60,57,5,2025-07-02 10:29:34,,2025-08-03 10:29:34,2,3,M1,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,90,57,5,2025-07-02 10:29:34,,2025-09-02 10:29:34,3,5,M1,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,120,57,5,2025-07-02 10:29:34,,2025-10-02 10:29:34,4,5,M1,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,150,57,5,2025-07-02 10:29:34,,2025-11-01 10:29:34,5,5,M1,0
1554,3612,2024,2025-06-04 10:29:34,1202,14,180,57,5,2025-07-02 10:29:34,,2025-12-01 10:29:34,6,5,M1,0
1555,3615,356,2025-02-21 07:24:50,4984,90,0,58,5,2025-06-01 07:24:50,,2025-02-21 07:24:50,0,0,M0,1
1555,3615,356,2025-02-21 07:24:50,4984,90,30,58,5,2025-06-01 07:24:50,,2025-03-23 07:24:50,1,0,M0,1
1555,3615,356,2025-02-21 07:24:50,4984,90,60,58,5,2025-06-01 07:24:50,,2025-04-22 07:24:50,2,2,M1,1
1555,3615,356,2025-02-21 07:24:50,4984,90,90,58,5,2025-06-01 07:24:50,,2025-05-22 07:24:50,3,5,M1,1
1555,3615,356,2025-02-21 07:24:50,4984,90,120,58,5,2025-06-01 07:24:50,,2025-06-21 07:24:50,4,5,M1,0
1555,3615,356,2025-02-21 07:24:50,4984,90,150,58,5,2025-06-01 07:24:50,,2025-07-21 07:24:50,5,5,M1,0
1555,3615,356,2025-02-21 07:24:50,4984,90,180,58,5,2025-06-01 07:24:50,,2025-08-20 07:24:50,6,5,M1,0
1556,3616,3905,2024-03-17 19:46:28,3771,120,0,999,0,2024-07-20 19:46:28,,2024-03-17 19:46:28,0,0,M0,1
1556,3616,3905,2024-03-17 19:46:28,3771,120,30,999,0,2024-07-20 19:46:28,,2024-04-16 19:46:28,1,0,M0,1
1556,3616,3905,2024-03-17 19:46:28,3771,120,60,999,0,2024-07-20 19:46:28,,2024-05-16 19:46:28,2,0,M0,1
1556,3616,3905,2024-03-17 19:46:28,3771,120,90,999,0,2024-07-20 19:46:28,,2024-06-15 19:46:28,3,0,M0,1
1556,3616,3905,2024-03-17 19:46:28,3771,120,120,999,0,2024-07-20 19:46:28,,2024-07-15 19:46:28,4,0,M0,1
1556,3616,3905,2024-03-17 19:46:28,3771,120,150,999,0,2024-07-20 19:46:28,,2024-08-14 19:46:28,5,0,M0,0
1556,3616,3905,2024-03-17 19:46:28,3771,120,180,999,0,2024-07-20 19:46:28,,2024-09-13 19:46:28,6,0,M0,0
1557,3617,2074,2024-11-22 17:59:10,3266,120,0,999,0,2025-03-28 17:59:10,,2024-11-22 17:59:10,0,0,M0,1
1557,3617,2074,2024-11-22 17:59:10,3266,120,30,999,0,2025-03-28 17:59:10,,2024-12-22 17:59:10,1,0,M0,1
1557,3617,2074,2024-11-22 17:59:10,3266,120,60,999,0,2025-03-28 17:59:10,,2025-01-21 17:59:10,2,0,M0,1
1557,3617,2074,2024-11-22 17:59:10,3266,120,90,999,0,2025-03-28 17:59:10,,2025-02-20 17:59:10,3,0,M0,1
1557,3617,2074,2024-11-22 17:59:10,3266,120,120,999,0,2025-03-28 17:59:10,,2025-03-22 17:59:10,4,0,M0,1
1557,3617,2074,2024-11-22 17:59:10,3266,120,150,999,0,2025-03-28 17:59:10,,2025-04-21 17:59:10,5,0,M0,0
1557,3617,2074,2024-11-22 17:59:10,3266,120,180,999,0,2025-03-28 17:59:10,,2025-05-21 17:59:10,6,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,0,999,0,2024-06-20 16:39:06,,2024-05-23 16:39:06,0,0,M0,1
1558,3618,3920,2024-05-23 16:39:06,3636,14,30,999,0,2024-06-20 16:39:06,,2024-06-22 16:39:06,1,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,60,999,0,2024-06-20 16:39:06,,2024-07-22 16:39:06,2,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,90,999,0,2024-06-20 16:39:06,,2024-08-21 16:39:06,3,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,120,999,0,2024-06-20 16:39:06,,2024-09-20 16:39:06,4,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,150,999,0,2024-06-20 16:39:06,,2024-10-20 16:39:06,5,0,M0,0
1558,3618,3920,2024-05-23 16:39:06,3636,14,180,999,0,2024-06-20 16:39:06,,2024-11-19 16:39:06,6,0,M0,0
1559,3620,2691,2024-05-12 08:29:11,4612,30,0,70,15,2024-06-16 08:29:11,,2024-05-12 08:29:11,0,0,M0,1
1559,3620,2691,2024-05-12 08:29:11,4612,30,30,70,15,2024-06-16 08:29:11,,2024-06-11 08:29:11,1,0,M0,1
1559,3620,2691,2024-05-12 08:29:11,4612,30,60,70,15,2024-06-16 08:29:11,,2024-07-11 08:29:11,2,0,M0,0
1559,3620,2691,2024-05-12 08:29:11,4612,30,90,70,15,2024-06-16 08:29:11,,2024-08-10 08:29:11,3,15,M1,0
1559,3620,2691,2024-05-12 08:29:11,4612,30,120,70,15,2024-06-16 08:29:11,,2024-09-09 08:29:11,4,15,M1,0
1559,3620,2691,2024-05-12 08:29:11,4612,30,150,70,15,2024-06-16 08:29:11,,2024-10-09 08:29:11,5,15,M1,0
1559,3620,2691,2024-05-12 08:29:11,4612,30,180,70,15,2024-06-16 08:29:11,,2024-11-08 08:29:11,6,15,M1,0
1560,3621,934,2024-02-11 16:55:42,1121,90,0,3,25,2024-05-11 16:55:42,,2024-02-11 16:55:42,0,0,M0,1
1560,3621,934,2024-02-11 16:55:42,1121,90,30,3,25,2024-05-11 16:55:42,,2024-03-12 16:55:42,1,25,M1,1
1560,3621,934,2024-02-11 16:55:42,1121,90,60,3,25,2024-05-11 16:55:42,,2024-04-11 16:55:42,2,25,M1,1
1560,3621,934,2024-02-11 16:55:42,1121,90,90,3,25,2024-05-11 16:55:42,,2024-05-11 16:55:42,3,25,M1,1
1560,3621,934,2024-02-11 16:55:42,1121,90,120,3,25,2024-05-11 16:55:42,,2024-06-10 16:55:42,4,25,M1,0
1560,3621,934,2024-02-11 16:55:42,1121,90,150,3,25,2024-05-11 16:55:42,,2024-07-10 16:55:42,5,25,M1,0
1560,3621,934,2024-02-11 16:55:42,1121,90,180,3,25,2024-05-11 16:55:42,,2024-08-09 16:55:42,6,25,M1,0
1561,3623,3693,2024-02-05 14:28:16,2915,120,0,999,0,2024-06-14 14:28:16,,2024-02-05 14:28:16,0,0,M0,1
1561,3623,3693,2024-02-05 14:28:16,2915,120,30,999,0,2024-06-14 14:28:16,,2024-03-06 14:28:16,1,0,M0,1
1561,3623,3693,2024-02-05 14:28:16,2915,120,60,999,0,2024-06-14 14:28:16,,2024-04-05 14:28:16,2,0,M0,1
1561,3623,3693,2024-02-05 14:28:16,2915,120,90,999,0,2024-06-14 14:28:16,,2024-05-05 14:28:16,3,0,M0,1
1561,3623,3693,2024-02-05 14:28:16,2915,120,120,999,0,2024-06-14 14:28:16,,2024-06-04 14:28:16,4,0,M0,1
1561,3623,3693,2024-02-05 14:28:16,2915,120,150,999,0,2024-06-14 14:28:16,,2024-07-04 14:28:16,5,0,M0,0
1561,3623,3693,2024-02-05 14:28:16,2915,120,180,999,0,2024-06-14 14:28:16,,2024-08-03 14:28:16,6,0,M0,0
1562,3630,4734,2024-11-04 00:48:51,3184,180,0,38,5,2025-05-08 00:48:51,,2024-11-04 00:48:51,0,0,M0,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,30,38,5,2025-05-08 00:48:51,,2024-12-04 00:48:51,1,0,M0,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,60,38,5,2025-05-08 00:48:51,,2025-01-03 00:48:51,2,5,M1,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,90,38,5,2025-05-08 00:48:51,,2025-02-02 00:48:51,3,5,M1,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,120,38,5,2025-05-08 00:48:51,,2025-03-04 00:48:51,4,5,M1,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,150,38,5,2025-05-08 00:48:51,,2025-04-03 00:48:51,5,5,M1,1
1562,3630,4734,2024-11-04 00:48:51,3184,180,180,38,5,2025-05-08 00:48:51,,2025-05-03 00:48:51,6,5,M1,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,0,999,0,2025-02-21 05:56:03,,2024-08-16 05:56:03,0,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,30,999,0,2025-02-21 05:56:03,,2024-09-15 05:56:03,1,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,60,999,0,2025-02-21 05:56:03,,2024-10-15 05:56:03,2,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,90,999,0,2025-02-21 05:56:03,,2024-11-14 05:56:03,3,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,120,999,0,2025-02-21 05:56:03,,2024-12-14 05:56:03,4,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,150,999,0,2025-02-21 05:56:03,,2025-01-13 05:56:03,5,0,M0,1
1563,3633,1147,2024-08-16 05:56:03,1435,180,180,999,0,2025-02-21 05:56:03,,2025-02-12 05:56:03,6,0,M0,1
1564,3636,3150,2024-10-24 14:52:55,563,14,0,15,15,2024-11-17 14:52:55,,2024-10-24 14:52:55,0,0,M0,1
1564,3636,3150,2024-10-24 14:52:55,563,14,30,15,15,2024-11-17 14:52:55,,2024-11-23 14:52:55,1,15,M1,0
1564,3636,3150,2024-10-24 14:52:55,563,14,60,15,15,2024-11-17 14:52:55,,2024-12-23 14:52:55,2,15,M1,0
1564,3636,3150,2024-10-24 14:52:55,563,14,90,15,15,2024-11-17 14:52:55,,2025-01-22 14:52:55,3,15,M1,0
1564,3636,3150,2024-10-24 14:52:55,563,14,120,15,15,2024-11-17 14:52:55,,2025-02-21 14:52:55,4,15,M1,0
1564,3636,3150,2024-10-24 14:52:55,563,14,150,15,15,2024-11-17 14:52:55,,2025-03-23 14:52:55,5,15,M1,0
1564,3636,3150,2024-10-24 14:52:55,563,14,180,15,15,2024-11-17 14:52:55,,2025-04-22 14:52:55,6,15,M1,0
1565,3638,1310,2024-02-19 17:52:52,1025,120,0,999,0,2024-06-23 17:52:52,,2024-02-19 17:52:52,0,0,M0,1
1565,3638,1310,2024-02-19 17:52:52,1025,120,30,999,0,2024-06-23 17:52:52,,2024-03-20 17:52:52,1,0,M0,1
1565,3638,1310,2024-02-19 17:52:52,1025,120,60,999,0,2024-06-23 17:52:52,,2024-04-19 17:52:52,2,0,M0,1
1565,3638,1310,2024-02-19 17:52:52,1025,120,90,999,0,2024-06-23 17:52:52,,2024-05-19 17:52:52,3,0,M0,1
1565,3638,1310,2024-02-19 17:52:52,1025,120,120,999,0,2024-06-23 17:52:52,,2024-06-18 17:52:52,4,0,M0,1
1565,3638,1310,2024-02-19 17:52:52,1025,120,150,999,0,2024-06-23 17:52:52,,2024-07-18 17:52:52,5,0,M0,0
1565,3638,1310,2024-02-19 17:52:52,1025,120,180,999,0,2024-06-23 17:52:52,,2024-08-17 17:52:52,6,0,M0,0
1566,3639,2343,2025-04-10 09:57:15,2961,180,0,34,15,2025-10-15 09:57:15,,2025-04-10 09:57:15,0,0,M0,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,30,34,15,2025-10-15 09:57:15,,2025-05-10 09:57:15,1,0,M0,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,60,34,15,2025-10-15 09:57:15,,2025-06-09 09:57:15,2,15,M1,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,90,34,15,2025-10-15 09:57:15,,2025-07-09 09:57:15,3,15,M1,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,120,34,15,2025-10-15 09:57:15,,2025-08-08 09:57:15,4,15,M1,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,150,34,15,2025-10-15 09:57:15,,2025-09-07 09:57:15,5,15,M1,1
1566,3639,2343,2025-04-10 09:57:15,2961,180,180,34,15,2025-10-15 09:57:15,,2025-10-07 09:57:15,6,15,M1,1
1567,3642,3420,2024-12-27 00:56:59,2103,7,0,5,5,2025-01-11 00:56:59,,2024-12-27 00:56:59,0,0,M0,1
1567,3642,3420,2024-12-27 00:56:59,2103,7,30,5,5,2025-01-11 00:56:59,,2025-01-26 00:56:59,1,5,M1,0
1567,3642,3420,2024-12-27 00:56:59,2103,7,60,5,5,2025-01-11 00:56:59,,2025-02-25 00:56:59,2,5,M1,0
1567,3642,3420,2024-12-27 00:56:59,2103,7,90,5,5,2025-01-11 00:56:59,,2025-03-27 00:56:59,3,5,M1,0
1567,3642,3420,2024-12-27 00:56:59,2103,7,120,5,5,2025-01-11 00:56:59,,2025-04-26 00:56:59,4,5,M1,0
1567,3642,3420,2024-12-27 00:56:59,2103,7,150,5,5,2025-01-11 00:56:59,,2025-05-26 00:56:59,5,5,M1,0
1567,3642,3420,2024-12-27 00:56:59,2103,7,180,5,5,2025-01-11 00:56:59,,2025-06-25 00:56:59,6,5,M1,0
1568,3647,3209,2025-12-03 12:51:15,1930,14,0,60,5,2025-12-25 12:51:15,,2025-12-03 12:51:15,0,0,M0,1
1569,3649,3805,2025-09-14 03:11:41,3951,90,0,72,5,2025-12-15 03:11:41,,2025-09-14 03:11:41,0,0,M0,1
1569,3649,3805,2025-09-14 03:11:41,3951,90,30,72,5,2025-12-15 03:11:41,,2025-10-14 03:11:41,1,0,M0,1
1569,3649,3805,2025-09-14 03:11:41,3951,90,60,72,5,2025-12-15 03:11:41,,2025-11-13 03:11:41,2,0,M0,1
1569,3649,3805,2025-09-14 03:11:41,3951,90,90,72,5,2025-12-15 03:11:41,,2025-12-13 03:11:41,3,5,M1,1
1570,3651,4723,2024-05-20 19:25:05,2392,60,0,8,5,2024-07-28 19:25:05,,2024-05-20 19:25:05,0,0,M0,1
1570,3651,4723,2024-05-20 19:25:05,2392,60,30,8,5,2024-07-28 19:25:05,,2024-06-19 19:25:05,1,5,M1,1
1570,3651,4723,2024-05-20 19:25:05,2392,60,60,8,5,2024-07-28 19:25:05,,2024-07-19 19:25:05,2,5,M1,1
1570,3651,4723,2024-05-20 19:25:05,2392,60,90,8,5,2024-07-28 19:25:05,,2024-08-18 19:25:05,3,5,M1,0
1570,3651,4723,2024-05-20 19:25:05,2392,60,120,8,5,2024-07-28 19:25:05,,2024-09-17 19:25:05,4,5,M1,0
1570,3651,4723,2024-05-20 19:25:05,2392,60,150,8,5,2024-07-28 19:25:05,,2024-10-17 19:25:05,5,5,M1,0
1570,3651,4723,2024-05-20 19:25:05,2392,60,180,8,5,2024-07-28 19:25:05,,2024-11-16 19:25:05,6,5,M1,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,0,999,0,2024-02-13 06:04:23,,2024-02-02 06:04:23,0,0,M0,1
1571,3652,3117,2024-02-02 06:04:23,4778,7,30,999,0,2024-02-13 06:04:23,,2024-03-03 06:04:23,1,0,M0,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,60,999,0,2024-02-13 06:04:23,,2024-04-02 06:04:23,2,0,M0,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,90,999,0,2024-02-13 06:04:23,,2024-05-02 06:04:23,3,0,M0,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,120,999,0,2024-02-13 06:04:23,,2024-06-01 06:04:23,4,0,M0,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,150,999,0,2024-02-13 06:04:23,,2024-07-01 06:04:23,5,0,M0,0
1571,3652,3117,2024-02-02 06:04:23,4778,7,180,999,0,2024-02-13 06:04:23,,2024-07-31 06:04:23,6,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,0,999,0,2025-02-20 12:12:43,,2025-02-07 12:12:43,0,0,M0,1
1572,3653,337,2025-02-07 12:12:43,3639,7,30,999,0,2025-02-20 12:12:43,,2025-03-09 12:12:43,1,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,60,999,0,2025-02-20 12:12:43,,2025-04-08 12:12:43,2,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,90,999,0,2025-02-20 12:12:43,,2025-05-08 12:12:43,3,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,120,999,0,2025-02-20 12:12:43,,2025-06-07 12:12:43,4,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,150,999,0,2025-02-20 12:12:43,,2025-07-07 12:12:43,5,0,M0,0
1572,3653,337,2025-02-07 12:12:43,3639,7,180,999,0,2025-02-20 12:12:43,,2025-08-06 12:12:43,6,0,M0,0
1573,3655,821,2024-03-06 19:59:34,3671,90,0,999,0,2024-06-08 19:59:34,,2024-03-06 19:59:34,0,0,M0,1
1573,3655,821,2024-03-06 19:59:34,3671,90,30,999,0,2024-06-08 19:59:34,,2024-04-05 19:59:34,1,0,M0,1
