channel,product_type,requested_amount,requested_term,login_7d,login_30d,night_ratio,device_change_90d,app_install_cnt,sms_cnt_7d,age,gender,city_tier,education,marital_status,residence_years,company_type,monthly_income,phone_age_months,contact_count,emergency_contact_count,device_count,has_credit_card,bureau_score,delinq_12m,credit_utilization,open_accounts,inquiry_3m,device_cnt,brand_nunique,emulator_any,emulator_rate,rooted_any,rooted_rate,device_risk_score_mean,device_risk_score_max,ip_risk_level_mean,ip_risk_level_max,geo_consistent_rate,android_share,apply_hour,apply_dayofweek,y_dpd30_ever,score
app,installment,1761,120,0,12,0.07,0,48,13,48,M,2,college,married,6,private,3603.0,100,56,2,3,1,671.0,0,0.21,1,2,3,2,0,0.0,0,0.0,21.666666666666668,29.0,1.6666666666666667,2.0,1.0,0.3333333333333333,23,3,0,1169.4198403325836
app,short_term,1288,21,8,14,0.24,1,51,10,43,F,4,middle,married,9,private,2606.0,33,155,5,3,0,583.0,0,0.38,7,0,3,3,0,0.0,0,0.0,46.0,57.0,1.3333333333333333,2.0,1.0,1.0,1,1,0,730.5731530810747
web,installment,3471,120,5,21,0.73,0,80,34,54,M,2,college,married,3,private,4463.0,2,211,5,1,0,652.0,0,0.55,7,2,1,1,0,0.0,0,0.0,27.0,27.0,1.0,1.0,1.0,0.0,3,5,0,1106.4029158370586
app,installment,3497,180,4,29,0.24,0,65,12,46,F,3,college,single,5,private,2605.0,104,474,4,1,0,702.0,2,0.33,1,4,1,1,0,0.0,0,0.0,23.0,23.0,5.0,5.0,1.0,1.0,18,6,0,491.7181293551746
app,installment,2609,60,4,9,0.62,0,17,17,41,M,3,college,single,4,self_employed,4818.0,79,468,4,1,1,662.0,0,0.49,0,0,1,1,0,0.0,1,1.0,53.0,53.0,1.0,1.0,1.0,1.0,12,4,0,1072.9010313539181
app,installment,2621,120,5,31,0.24,0,47,20,23,F,4,high,single,5,self_employed,5228.0,120,441,2,1,1,687.0,0,0.29,9,1,1,1,0,0.0,0,0.0,69.0,69.0,4.0,4.0,1.0,1.0,15,0,0,927.6684760530869
app,installment,3457,120,2,22,0.34,0,51,17,38,F,4,high,married,2,self_employed,3685.0,51,407,1,1,0,550.0,0,0.54,7,5,1,1,0,0.0,0,0.0,35.0,35.0,1.0,1.0,1.0,1.0,22,5,0,681.9481098754815
app,installment,1366,120,3,27,0.16,0,68,42,53,M,5,college,single,2,private,4718.0,55,309,5,2,0,686.0,1,0.31,9,1,2,2,0,0.0,0,0.0,38.5,55.0,1.5,2.0,1.0,1.0,1,6,0,769.9844754088645
web,installment,857,90,4,13,0.3,0,41,31,40,F,4,high,single,5,state,3126.0,100,94,4,1,1,680.0,0,0.5,4,0,1,1,0,0.0,0,0.0,25.0,25.0,1.0,1.0,1.0,0.0,1,0,0,853.8661729634563
app,short_term,4080,7,9,3,0.34,0,61,33,55,M,4,college,married,8,private,4922.0,89,150,5,2,0,412.0,0,0.24,2,1,2,2,0,0.0,0,0.0,57.5,59.0,2.0,3.0,1.0,1.0,16,6,0,563.537469511958
app,short_term,3716,30,4,17,0.19,0,56,36,35,F,4,middle,married,9,private,5488.0,91,298,3,2,1,602.0,0,0.12,8,0,2,2,0,0.0,1,0.5,25.0,31.0,2.0,3.0,1.0,1.0,7,2,0,1076.7628071738604
app,installment,4132,90,7,21,0.47,0,80,28,20,F,5,middle,married,6,private,3449.0,88,393,3,1,1,572.0,1,0.43,5,0,1,1,0,0.0,0,0.0,20.0,20.0,1.0,1.0,0.0,1.0,20,4,0,713.6714056920997
app,short_term,4445,14,6,12,0.29,0,37,46,46,F,3,middle,single,3,self_employed,5596.0,37,498,1,2,0,669.0,0,0.11,3,0,2,1,0,0.0,0,0.0,13.5,27.0,2.0,3.0,1.0,0.5,3,4,0,1216.5885916042087
app,short_term,3815,21,0,20,0.2,0,45,51,39,F,5,college,married,4,unemployed,2193.0,3,372,5,2,1,671.0,0,0.1,3,2,2,2,0,0.0,0,0.0,15.0,19.0,1.0,1.0,1.0,1.0,9,4,0,679.1517170005386
web,installment,1204,90,5,19,0.37,0,81,30,48,M,3,high,married,2,private,8478.0,108,189,4,1,0,655.0,1,0.37,1,2,1,1,0,0.0,0,0.0,44.0,44.0,3.0,3.0,1.0,1.0,14,5,0,854.4940958805724
web,installment,3151,60,0,31,0.13,0,54,48,34,M,2,college,married,8,state,3048.0,74,211,4,3,1,557.0,0,0.65,9,0,3,3,0,0.0,0,0.0,28.0,51.0,2.0,3.0,1.0,1.0,3,5,0,1201.3940550699522
app,short_term,852,21,4,31,0.28,0,84,24,50,M,3,college,divorced,0,self_employed,5856.0,50,91,5,2,0,656.0,0,0.59,7,3,2,2,0,0.0,1,0.5,24.0,42.0,1.5,2.0,1.0,1.0,1,1,0,1113.0500270139225
web,short_term,2607,30,4,6,0.32,0,61,63,49,F,1,college,married,3,state,5975.0,94,107,2,1,0,635.0,1,0.44,2,0,1,1,0,0.0,0,0.0,35.0,35.0,3.0,3.0,1.0,1.0,3,2,0,1030.2065722805462
app,short_term,1101,30,7,5,0.4,0,30,34,24,F,3,high,single,6,unemployed,2473.0,119,229,1,2,1,734.0,0,0.45,7,0,2,1,0,0.0,0,0.0,52.0,61.0,2.5,4.0,1.0,1.0,16,0,0,691.3068953305584
web,installment,4303,180,6,30,0.11,0,62,25,34,F,3,college,single,5,self_employed,2774.0,32,365,2,2,0,657.0,0,0.21,10,0,2,2,0,0.0,0,0.0,61.5,63.0,2.0,3.0,1.0,1.0,19,0,0,1166.3781518457786
web,short_term,3179,21,10,26,0.15,0,106,17,36,F,2,high,married,2,self_employed,5394.0,38,134,3,2,1,653.0,0,0.1,4,2,2,2,0,0.0,1,0.5,34.0,36.0,1.0,1.0,1.0,1.0,20,4,0,1143.2289793874688
app,short_term,3021,21,2,40,0.02,1,63,29,18,M,4,high,married,2,self_employed,3807.0,43,339,2,2,0,577.0,0,0.1,10,1,2,1,0,0.0,0,0.0,51.0,79.0,1.5,2.0,1.0,0.5,10,3,0,1194.477755890889
app,installment,949,90,2,36,0.19,0,49,24,52,F,3,college,single,8,self_employed,3130.0,29,435,5,3,1,521.0,1,0.31,4,0,3,3,0,0.0,0,0.0,28.0,71.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,20,3,0,897.2948844690837
partner,short_term,1941,14,4,12,0.33,0,53,51,24,F,3,high,divorced,1,self_employed,3466.0,88,381,2,3,1,676.0,0,0.3,8,1,3,2,0,0.0,1,0.3333333333333333,26.333333333333332,40.0,1.0,1.0,0.6666666666666666,1.0,10,0,0,916.4761784376597
partner,installment,3342,120,2,16,0.19,0,55,52,53,M,2,college,single,4,self_employed,5907.0,110,126,2,3,0,606.0,0,0.15,3,2,3,3,0,0.0,0,0.0,15.0,20.0,2.6666666666666665,5.0,1.0,0.3333333333333333,14,2,0,1097.5648996332375
app,short_term,3526,30,10,38,0.36,0,78,19,50,F,3,graduate,married,3,private,4962.0,105,285,5,2,1,604.0,0,0.45,8,1,2,2,0,0.0,0,0.0,47.5,49.0,1.5,2.0,1.0,1.0,21,1,0,917.2933869887507
app,short_term,4760,7,4,26,0.42,0,73,35,48,M,3,high,single,10,private,5038.0,21,204,2,2,1,494.0,0,0.11,5,0,2,2,0,0.0,0,0.0,65.5,67.0,1.0,1.0,0.5,1.0,15,0,0,658.9146290859316
app,installment,4032,180,2,24,0.57,0,73,0,28,F,2,college,single,1,private,2566.0,20,303,3,3,0,529.0,0,0.52,1,2,3,2,0,0.0,0,0.0,46.666666666666664,64.0,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,5,5,0,903.7592910181422
app,short_term,1419,14,6,19,0.24,0,34,15,20,M,4,middle,single,4,self_employed,3318.0,3,455,1,2,0,707.0,0,0.17,1,1,2,2,0,0.0,1,0.5,52.0,53.0,2.5,3.0,1.0,1.0,3,6,0,971.4363113728637
app,installment,1435,180,4,4,0.39,0,56,48,41,F,3,graduate,married,0,unemployed,3779.0,78,294,5,3,0,540.0,0,0.23,6,4,3,1,0,0.0,0,0.0,33.333333333333336,60.0,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,13,0,0,677.356720276867
app,installment,2875,180,1,15,0.19,0,73,22,36,F,2,high,married,8,private,2284.0,1,304,4,3,0,640.0,0,0.2,10,4,3,2,0,0.0,0,0.0,51.333333333333336,86.0,2.6666666666666665,5.0,1.0,0.6666666666666666,18,5,0,982.6712875966446
app,installment,3798,60,9,9,0.15,1,52,48,51,M,3,graduate,single,6,self_employed,5469.0,47,406,1,1,0,556.0,0,0.15,1,1,1,1,0,0.0,0,0.0,53.0,53.0,1.0,1.0,1.0,1.0,19,6,0,1028.9789486436277
app,short_term,3291,21,5,25,0.46,0,32,28,54,F,3,high,married,8,private,4858.0,77,212,4,2,1,633.0,0,0.22,4,1,2,2,0,0.0,0,0.0,58.5,77.0,2.5,4.0,1.0,0.5,19,4,0,798.9710180693564
app,short_term,4228,30,3,20,0.44,0,74,14,19,M,5,high,married,4,private,5895.0,41,429,4,3,0,599.0,0,0.23,9,0,3,3,0,0.0,1,0.3333333333333333,68.33333333333333,74.0,1.0,1.0,0.6666666666666666,1.0,1,0,0,919.2079859173838
app,installment,987,180,5,19,0.12,0,52,31,35,M,2,college,married,6,state,3892.0,12,356,2,2,0,501.0,0,0.31,3,0,2,2,0,0.0,0,0.0,36.0,50.0,3.0,4.0,0.5,0.5,6,3,0,1151.4302155736782
app,short_term,3532,30,4,20,0.37,0,43,29,37,F,2,high,married,1,private,1902.0,76,487,3,2,0,646.0,0,0.24,5,0,2,2,0,0.0,0,0.0,42.0,46.0,2.0,2.0,1.0,1.0,14,3,0,655.5544930961919
app,installment,2807,180,7,33,0.38,0,38,24,38,F,5,high,single,9,self_employed,4078.0,86,164,3,3,0,534.0,0,0.52,3,2,3,2,0,0.0,0,0.0,32.333333333333336,50.0,1.6666666666666667,3.0,1.0,1.0,21,5,0,1173.0972652819028
app,installment,4234,180,6,12,0.28,0,73,27,35,F,5,college,married,1,private,2975.0,4,213,4,3,0,634.0,0,0.31,0,0,3,3,0,0.0,0,0.0,27.333333333333332,34.0,1.0,1.0,1.0,0.3333333333333333,7,1,0,748.9384927118638
app,short_term,4767,14,0,23,0.19,0,46,16,43,M,5,high,married,9,private,3635.0,12,394,2,1,1,648.0,0,0.49,7,4,1,1,0,0.0,0,0.0,72.0,72.0,4.0,4.0,1.0,0.0,7,4,0,525.3154664774918
partner,short_term,2875,21,10,16,0.28,0,35,20,37,F,3,high,single,4,private,3957.0,25,414,1,1,0,521.0,0,0.57,10,2,1,1,0,0.0,0,0.0,43.0,43.0,3.0,3.0,1.0,0.0,21,1,0,1134.3155882525011
app,short_term,2476,14,2,20,0.23,0,43,2,41,M,2,high,married,6,self_employed,3726.0,86,417,2,3,0,767.0,0,0.2,2,2,3,3,0,0.0,0,0.0,55.333333333333336,75.0,3.3333333333333335,4.0,1.0,0.6666666666666666,12,2,0,916.9424241474617
web,installment,1226,180,3,17,0.31,0,53,0,24,F,1,college,single,9,private,5105.0,63,292,4,2,1,582.0,0,0.27,4,3,2,2,0,0.0,1,0.5,34.0,51.0,3.0,4.0,0.5,1.0,16,0,0,511.4044203237654
web,installment,3424,90,5,14,0.23,0,79,4,38,M,4,college,single,8,private,3847.0,107,447,3,3,1,705.0,4,0.27,6,2,3,3,0,0.0,0,0.0,39.666666666666664,46.0,2.3333333333333335,4.0,0.6666666666666666,0.6666666666666666,0,2,1,140.68193199718007
partner,installment,2282,60,3,16,0.37,0,68,25,44,M,2,high,married,7,state,4993.0,73,276,4,3,0,654.0,1,0.26,2,0,3,3,0,0.0,0,0.0,30.0,52.0,1.6666666666666667,3.0,1.0,1.0,20,2,0,916.1550910781909
app,short_term,1689,14,0,27,0.08,0,50,14,25,F,2,middle,married,2,private,5181.0,68,395,3,1,1,652.0,0,0.38,3,0,1,1,0,0.0,0,0.0,35.0,35.0,1.0,1.0,0.0,1.0,4,3,0,1220.344243384315
web,short_term,4743,7,1,14,0.33,0,46,17,35,F,3,college,married,2,unemployed,8767.0,89,126,5,1,0,300.0,1,0.22,8,2,1,1,0,0.0,0,0.0,40.0,40.0,1.0,1.0,1.0,1.0,16,5,0,544.7018441798451
app,short_term,1136,14,7,22,0.08,0,69,13,25,M,3,college,divorced,8,self_employed,4219.0,61,284,4,2,0,564.0,0,0.32,10,0,2,2,0,0.0,0,0.0,30.0,42.0,2.5,3.0,1.0,0.0,14,5,0,1198.299678940611
web,short_term,1405,7,5,15,0.34,0,59,40,22,F,3,college,single,2,self_employed,4785.0,32,245,3,1,0,506.0,0,0.31,5,0,1,1,0,0.0,0,0.0,14.0,14.0,1.0,1.0,1.0,1.0,19,2,0,809.2526818127708
web,installment,2906,60,6,19,0.32,0,63,24,20,M,2,middle,married,2,self_employed,2554.0,87,63,5,3,0,636.0,0,0.3,3,1,3,2,0,0.0,0,0.0,65.33333333333333,79.0,1.6666666666666667,3.0,1.0,0.3333333333333333,14,5,0,871.7853642933115
app,short_term,3448,7,3,18,0.41,0,43,34,51,F,2,high,single,0,state,7169.0,11,368,1,1,0,637.0,1,0.43,5,0,1,1,0,0.0,0,0.0,15.0,15.0,1.0,1.0,1.0,1.0,8,0,0,816.1652752063005
app,short_term,2039,14,5,41,0.23,0,47,18,19,F,2,graduate,single,10,private,2665.0,116,189,5,2,0,616.0,0,0.49,2,3,2,2,0,0.0,0,0.0,47.5,55.0,2.0,3.0,1.0,1.0,2,5,0,945.0858557062704
partner,installment,4262,120,7,14,0.16,0,69,32,21,F,3,high,married,7,self_employed,2392.0,63,65,4,1,1,703.0,1,0.21,3,0,1,1,0,0.0,0,0.0,37.0,37.0,1.0,1.0,1.0,0.0,12,6,0,634.1394880108302
app,short_term,4101,30,0,10,0.22,0,86,37,38,F,3,college,single,6,self_employed,4627.0,65,420,4,1,0,493.0,0,0.31,8,1,1,1,0,0.0,0,0.0,42.0,42.0,1.0,1.0,1.0,1.0,18,4,0,620.6258668496324
app,short_term,3250,14,3,17,0.7,0,70,0,44,M,2,high,married,8,self_employed,4065.0,20,170,2,2,1,527.0,0,0.47,4,1,2,2,0,0.0,0,0.0,59.5,61.0,1.5,2.0,1.0,0.5,7,4,0,1074.2602877699405
app,short_term,3343,21,8,16,0.24,1,66,48,35,M,1,college,married,5,private,3820.0,61,197,4,1,0,598.0,0,0.31,8,0,1,1,0,0.0,0,0.0,52.0,52.0,3.0,3.0,1.0,1.0,4,4,0,1062.9919767515519
web,installment,2607,60,4,15,0.19,0,92,12,24,M,3,college,married,1,private,4534.0,94,102,5,3,1,581.0,0,0.4,3,3,3,2,0,0.0,0,0.0,42.0,64.0,2.3333333333333335,4.0,1.0,1.0,16,1,0,616.5352211943564
app,short_term,3900,14,7,18,0.45,0,52,19,23,F,4,high,single,5,self_employed,5228.0,120,441,2,1,1,687.0,0,0.29,9,1,1,1,0,0.0,0,0.0,69.0,69.0,4.0,4.0,1.0,1.0,10,4,0,822.8753316648756
app,short_term,1360,21,8,3,0.22,0,38,43,35,M,1,college,married,5,private,3820.0,61,197,4,1,0,598.0,0,0.31,8,0,1,1,0,0.0,0,0.0,52.0,52.0,3.0,3.0,1.0,1.0,1,1,0,956.6462998800096
web,short_term,2720,21,4,12,0.29,1,46,57,41,M,3,college,single,4,self_employed,3055.0,60,60,1,2,0,601.0,0,0.54,2,0,2,2,0,0.0,0,0.0,39.0,51.0,1.5,2.0,1.0,1.0,20,2,0,1003.6250033484284
web,short_term,991,30,1,29,0.24,0,28,10,48,F,5,college,married,8,private,4145.0,115,294,3,2,1,580.0,0,0.65,6,1,2,2,0,0.0,0,0.0,40.5,50.0,2.0,3.0,1.0,0.5,22,6,0,881.7973498811093
partner,short_term,2881,21,10,16,0.74,0,70,5,36,M,1,high,married,0,private,3404.0,27,101,4,3,0,675.0,0,0.52,7,0,3,2,0,0.0,0,0.0,40.0,56.0,2.3333333333333335,4.0,1.0,1.0,1,0,0,759.8116298158534
app,short_term,3012,7,5,12,0.05,0,57,0,26,M,2,college,single,4,self_employed,6322.0,112,334,1,2,0,631.0,0,0.11,4,0,2,2,0,0.0,0,0.0,22.5,39.0,1.0,1.0,1.0,0.0,1,3,0,974.9826796729433
app,installment,848,60,0,22,0.14,0,53,13,37,F,5,college,single,3,self_employed,6625.0,59,487,1,3,1,638.0,0,0.15,1,5,3,3,1,0.3333333333333333,0,0.0,36.333333333333336,60.0,1.3333333333333333,2.0,0.6666666666666666,1.0,10,4,0,686.5309357607523
app,short_term,1880,21,7,21,0.18,0,57,52,55,M,4,high,married,10,unemployed,3152.0,37,419,1,3,0,620.0,0,0.7,4,0,3,3,0,0.0,1,0.3333333333333333,50.0,70.0,2.6666666666666665,4.0,1.0,1.0,16,4,0,1025.04716246598
web,short_term,4146,14,11,31,0.32,0,10,0,27,M,4,graduate,single,2,private,5075.0,1,160,2,1,0,629.0,0,0.47,3,2,1,1,0,0.0,0,0.0,30.0,30.0,1.0,1.0,1.0,1.0,11,0,0,676.1036522499891
app,installment,1400,90,7,16,0.09,0,80,23,47,M,2,high,married,1,private,2537.0,13,67,5,3,0,761.0,1,0.6,5,0,3,3,0,0.0,0,0.0,26.666666666666668,35.0,1.0,1.0,0.3333333333333333,1.0,8,3,0,755.764247631007
web,installment,2210,60,3,41,0.36,0,93,46,38,M,3,graduate,divorced,3,self_employed,1500.0,12,77,2,3,1,739.0,0,0.24,5,1,3,3,0,0.0,0,0.0,43.333333333333336,45.0,2.6666666666666665,3.0,1.0,0.6666666666666666,19,5,0,730.2628377434296
app,short_term,4458,14,1,25,0.35,0,77,2,43,M,4,college,single,6,self_employed,7168.0,33,359,3,3,0,493.0,0,0.5,8,1,3,1,0,0.0,0,0.0,39.666666666666664,62.0,1.6666666666666667,3.0,1.0,0.3333333333333333,2,0,0,587.6289439024416
partner,short_term,3157,7,7,42,0.28,0,39,11,35,M,4,middle,single,5,unemployed,4979.0,40,100,4,1,0,688.0,0,0.26,2,4,1,1,0,0.0,0,0.0,18.0,18.0,1.0,1.0,1.0,1.0,21,6,0,626.4473966743261
app,short_term,1303,7,7,19,0.33,0,26,25,31,M,2,college,married,8,self_employed,3682.0,39,226,4,3,0,500.0,1,0.49,6,0,3,1,0,0.0,0,0.0,32.666666666666664,51.0,2.3333333333333335,4.0,0.6666666666666666,0.3333333333333333,16,5,0,558.9032792264032
app,installment,4737,120,5,15,0.33,0,57,27,35,F,2,middle,single,1,unemployed,3582.0,84,391,1,3,0,644.0,0,0.11,2,0,3,3,0,0.0,1,0.3333333333333333,28.333333333333332,49.0,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,11,0,0,953.3696398441956
app,short_term,2508,30,9,29,0.25,0,64,30,48,F,1,high,single,4,self_employed,4548.0,90,229,5,3,0,604.0,1,0.39,6,2,3,3,0,0.0,0,0.0,40.666666666666664,52.0,1.3333333333333333,2.0,1.0,0.6666666666666666,20,4,0,634.7809949372275
app,short_term,4773,21,3,33,0.7,0,47,34,38,F,2,graduate,married,4,unemployed,6343.0,78,386,2,2,0,515.0,0,0.56,8,0,2,2,0,0.0,0,0.0,40.0,55.0,2.0,3.0,1.0,1.0,14,6,0,905.8334293732598
app,installment,3046,120,7,50,0.26,0,49,17,33,F,4,graduate,single,9,self_employed,1500.0,53,339,5,1,0,503.0,0,0.31,3,1,1,1,0,0.0,0,0.0,30.0,30.0,3.0,3.0,1.0,1.0,7,5,0,766.0379093601576
web,installment,3525,60,5,31,0.3,0,36,50,39,M,4,college,single,0,unemployed,3568.0,68,432,4,3,0,607.0,0,0.22,3,0,3,3,0,0.0,0,0.0,57.666666666666664,88.0,1.3333333333333333,2.0,1.0,0.3333333333333333,3,5,0,854.7263548220068
app,installment,1932,120,4,10,0.24,0,49,30,35,M,2,graduate,married,10,private,2713.0,9,137,4,3,0,780.0,2,0.32,0,1,3,3,0,0.0,1,0.3333333333333333,30.0,52.0,1.0,1.0,1.0,0.6666666666666666,0,5,0,827.1808458336745
app,short_term,2928,21,6,30,0.27,1,65,26,35,M,1,college,married,0,self_employed,6255.0,75,154,4,1,1,565.0,1,0.15,2,0,1,1,0,0.0,1,1.0,49.0,49.0,2.0,2.0,1.0,1.0,17,5,0,969.270811347457
app,short_term,3341,14,6,20,0.19,0,39,54,49,M,2,middle,single,3,private,3126.0,113,184,2,2,0,626.0,2,0.26,4,0,2,2,0,0.0,0,0.0,21.0,22.0,2.5,3.0,1.0,0.5,18,1,0,899.0674145420844
app,short_term,2344,30,0,28,0.32,0,62,28,49,M,5,college,married,10,self_employed,3283.0,102,99,3,3,0,570.0,0,0.28,10,1,3,2,1,0.6666666666666666,0,0.0,50.666666666666664,66.0,1.3333333333333333,2.0,1.0,0.6666666666666666,12,0,0,905.1436344034802
web,installment,2368,60,9,0,0.3,0,57,13,44,F,4,middle,married,1,self_employed,3941.0,103,280,2,2,1,581.0,0,0.07,2,2,2,2,0,0.0,0,0.0,25.0,43.0,1.5,2.0,1.0,0.5,17,6,0,1095.541186060686
app,short_term,4481,30,5,39,0.22,0,53,37,34,M,3,high,married,5,self_employed,5514.0,26,53,2,3,1,696.0,1,0.17,8,1,3,3,0,0.0,0,0.0,47.333333333333336,58.0,2.6666666666666665,4.0,1.0,1.0,20,0,0,1143.156848944699
app,installment,4271,60,3,2,0.38,0,60,58,33,M,2,middle,married,0,private,4701.0,89,471,1,2,1,556.0,2,0.24,6,0,2,2,0,0.0,0,0.0,43.5,52.0,1.5,2.0,1.0,1.0,6,1,0,831.724862837686
app,installment,827,120,7,18,0.08,1,26,30,23,F,5,high,married,4,self_employed,3716.0,19,296,4,3,1,645.0,0,0.09,10,0,3,3,0,0.0,0,0.0,36.333333333333336,61.0,1.6666666666666667,2.0,1.0,0.6666666666666666,21,1,0,1203.265693370046
app,short_term,3738,7,2,21,0.33,0,59,32,24,F,1,college,divorced,8,private,5317.0,93,199,5,3,1,472.0,0,0.64,0,0,3,2,0,0.0,0,0.0,18.666666666666668,30.0,2.0,3.0,1.0,1.0,6,6,0,816.0712032684364
app,short_term,3697,21,0,24,0.11,0,37,15,25,M,2,college,married,10,self_employed,3380.0,20,87,4,3,0,558.0,1,0.35,3,0,3,2,0,0.0,0,0.0,36.666666666666664,52.0,1.6666666666666667,2.0,1.0,1.0,16,1,0,988.2146057881017
app,short_term,3457,14,5,17,0.24,0,46,53,52,F,2,graduate,married,10,self_employed,8192.0,52,305,3,1,1,741.0,1,0.49,0,2,1,1,0,0.0,0,0.0,19.0,19.0,1.0,1.0,1.0,1.0,8,5,0,862.9661623209382
partner,short_term,4971,14,5,7,0.18,0,64,24,38,F,4,middle,married,6,private,5303.0,116,447,3,1,0,586.0,0,0.05,8,0,1,1,0,0.0,0,0.0,33.0,33.0,2.0,2.0,1.0,1.0,1,4,0,1111.488668008557
app,short_term,1232,21,4,14,0.55,0,31,59,22,F,3,college,single,2,self_employed,4785.0,32,245,3,1,0,506.0,0,0.31,5,0,1,1,0,0.0,0,0.0,14.0,14.0,1.0,1.0,1.0,1.0,3,1,0,1050.0404116244044
app,installment,502,120,10,25,0.39,0,98,87,55,M,2,high,single,0,private,3942.0,1,55,5,1,0,555.0,0,0.25,6,0,1,1,0,0.0,0,0.0,34.0,34.0,2.0,2.0,1.0,1.0,9,6,0,1098.6085544932562
partner,short_term,3598,14,6,9,0.28,1,53,10,47,M,3,high,married,4,private,4008.0,11,121,4,2,0,634.0,2,0.54,1,3,2,2,0,0.0,0,0.0,27.5,31.0,1.5,2.0,1.0,0.5,3,3,0,1051.9583409213137
app,short_term,4687,21,4,1,0.37,0,61,85,22,M,3,high,single,7,private,3666.0,118,424,3,1,0,621.0,0,0.1,1,0,1,1,0,0.0,0,0.0,25.0,25.0,1.0,1.0,1.0,1.0,8,5,0,997.9478770856899
app,installment,4258,120,5,11,0.65,0,58,14,29,M,3,middle,single,8,self_employed,2153.0,37,207,4,2,0,674.0,0,0.2,5,2,2,2,0,0.0,1,1.0,36.0,37.0,2.0,3.0,1.0,1.0,17,0,0,882.2364828221187
app,installment,3937,120,5,16,0.68,0,94,34,20,M,4,college,single,1,private,4202.0,30,367,3,3,0,535.0,0,0.17,3,3,3,3,0,0.0,0,0.0,17.0,21.0,1.6666666666666667,3.0,1.0,0.3333333333333333,4,4,0,1092.4260593609556
app,short_term,1186,30,4,24,0.13,0,44,7,23,F,2,middle,married,4,private,3561.0,55,174,4,2,1,587.0,1,0.41,6,0,2,1,0,0.0,0,0.0,46.0,52.0,1.5,2.0,0.5,0.0,17,0,0,893.8272778325957
app,installment,2819,90,0,14,0.41,0,79,21,39,F,3,high,married,2,unemployed,3552.0,100,111,1,3,1,544.0,0,0.26,3,3,3,2,0,0.0,0,0.0,28.0,35.0,2.0,3.0,1.0,0.6666666666666666,20,1,0,784.0846813745491
web,short_term,3594,14,4,22,0.26,0,114,52,44,M,2,college,married,5,self_employed,3897.0,28,110,3,2,0,624.0,2,0.48,2,2,2,2,0,0.0,0,0.0,43.5,64.0,1.0,1.0,1.0,0.0,23,6,0,892.6646497661079
app,short_term,2795,7,7,23,0.55,0,75,50,47,F,1,college,married,9,self_employed,6555.0,13,289,5,3,1,669.0,0,0.38,0,2,3,3,0,0.0,1,0.3333333333333333,39.333333333333336,58.0,2.6666666666666665,5.0,1.0,0.6666666666666666,1,0,0,687.9268706972409
app,installment,4423,90,5,15,0.4,0,90,17,36,F,1,middle,single,3,private,6411.0,103,475,5,1,0,619.0,2,0.29,6,2,1,1,0,0.0,0,0.0,38.0,38.0,2.0,2.0,1.0,1.0,6,5,1,518.1714014622389
app,short_term,1850,30,5,32,0.1,1,86,32,41,F,2,high,single,4,private,5052.0,3,339,3,3,1,739.0,0,0.31,1,2,3,2,0,0.0,0,0.0,35.666666666666664,60.0,1.3333333333333333,2.0,0.6666666666666666,1.0,10,1,0,946.319797809156
app,short_term,2323,30,6,30,0.22,0,71,45,29,M,1,high,married,0,private,3346.0,110,214,5,2,1,599.0,0,0.16,9,1,2,2,0,0.0,1,0.5,59.5,87.0,1.0,1.0,1.0,1.0,21,1,0,864.78830303473
app,installment,1627,120,3,30,0.39,0,48,14,38,F,1,graduate,married,8,private,3822.0,31,58,1,2,0,630.0,0,0.19,6,0,2,2,0,0.0,0,0.0,35.0,47.0,1.5,2.0,1.0,1.0,10,5,0,1016.4364101359342
app,installment,4654,120,0,27,0.22,1,91,39,41,M,2,high,married,10,self_employed,3226.0,89,154,1,2,1,722.0,0,0.33,0,2,2,2,0,0.0,0,0.0,45.0,46.0,2.0,3.0,0.5,1.0,1,3,0,971.130616020864
web,installment,1104,180,6,18,0.31,0,58,25,38,F,4,middle,divorced,1,private,6263.0,82,356,1,3,0,635.0,0,0.38,1,1,3,2,0,0.0,0,0.0,46.333333333333336,62.0,1.3333333333333333,2.0,1.0,0.6666666666666666,15,5,0,866.9839025263306
web,installment,2905,60,3,24,0.13,0,30,44,34,M,2,high,single,1,private,5293.0,95,497,5,3,0,537.0,0,0.26,4,2,3,3,0,0.0,0,0.0,37.333333333333336,52.0,2.3333333333333335,3.0,1.0,1.0,0,6,0,847.8782354004884
app,installment,2869,60,10,1,0.43,0,68,31,30,M,1,middle,divorced,1,self_employed,3393.0,68,180,2,1,0,629.0,0,0.35,7,2,1,1,0,0.0,0,0.0,88.0,88.0,1.0,1.0,1.0,1.0,0,6,0,578.259213182628
web,short_term,1576,7,0,12,0.11,0,56,19,30,F,1,college,married,6,unemployed,6215.0,47,443,2,1,0,550.0,2,0.59,5,1,1,1,0,0.0,0,0.0,41.0,41.0,1.0,1.0,1.0,1.0,19,1,0,611.5167265946155
app,short_term,4184,30,4,21,0.26,0,72,20,42,M,3,high,married,7,private,3137.0,82,435,2,1,0,832.0,1,0.05,6,3,1,1,0,0.0,0,0.0,57.0,57.0,1.0,1.0,1.0,0.0,13,6,0,496.79362973794395
